alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,4106.454,0.6632,-9527.434,-1.0029,9500,-52.613,-24744.304
1.0,0.75,attack_train,25,25,4674.896,0.755,-7658.827,-0.8062,9500,-52.613,-24744.304
1.0,1.0,attack_train,25,25,5069.696,0.8188,-6363.801,-0.6699,9500,-52.613,-24744.304
1.0,1.5,attack_train,25,25,5571.083,0.8998,-4632.905,-0.4877,9500,-52.613,-24744.304
1.0,2.0,attack_train,25,25,5853.84,0.9454,-3503.193,-0.3688,9500,-52.613,-24744.304
1.0,2.5,attack_train,25,25,6010.172,0.9707,-2701.494,-0.2844,9500,-52.613,-24744.304
1.0,3.0,attack_train,25,25,6093.392,0.9841,-2105.221,-0.2216,9500,-52.613,-24744.304
1.0,4.0,attack_train,25,25,6160.466,0.9949,-1288.123,-0.1356,9500,-52.613,-24744.304
1.0,5.5,attack_train,25,25,6184.985,0.9989,-611.081,-0.0643,9500,-52.613,-24744.304
1.0,7.5,attack_train,25,25,6190.861,0.9999,-222.393,-0.0234,9500,-52.613,-24744.304
1.0,10.0,attack_train,25,25,6191.654,1.0,-80.991,-0.0085,9500,-52.613,-24744.304
1.0,14.0,attack_train,25,25,6191.776,1.0,-53.684,-0.0057,9500,-52.613,-24744.304
2.0,0.5,attack_train,25,25,3210.822,0.5186,-13518.523,-1.423,9500,-52.613,-24744.304
2.0,0.75,attack_train,25,25,3745.395,0.6049,-11963.528,-1.2593,9500,-52.613,-24744.304
2.0,1.0,attack_train,25,25,4151.876,0.6705,-10791.807,-1.136,9500,-52.613,-24744.304
2.0,1.5,attack_train,25,25,4744.568,0.7663,-9008.961,-0.9483,9500,-52.613,-24744.304
2.0,2.0,attack_train,25,25,5161.781,0.8337,-7626.629,-0.8028,9500,-52.613,-24744.304
2.0,2.5,attack_train,25,25,5466.147,0.8828,-6478.124,-0.6819,9500,-52.613,-24744.304
2.0,3.0,attack_train,25,25,5687.364,0.9185,-5494.168,-0.5783,9500,-52.613,-24744.304
2.0,4.0,attack_train,25,25,5959.665,0.9625,-3875.624,-0.408,9500,-52.613,-24744.304
2.0,5.5,attack_train,25,25,6120.619,0.9885,-2145.189,-0.2258,9500,-52.613,-24744.304
2.0,7.5,attack_train,25,25,6177.544,0.9977,-845.047,-0.089,9500,-52.613,-24744.304
2.0,10.0,attack_train,25,25,6190.571,0.9998,-226.609,-0.0239,9500,-52.613,-24744.304
2.0,14.0,attack_train,25,25,6191.776,1.0,-60.265,-0.0063,9500,-52.613,-24744.304
4.0,0.5,attack_train,25,25,2473.397,0.3995,-16736.271,-1.7617,9500,-52.613,-24744.304
4.0,0.75,attack_train,25,25,2948.154,0.4761,-15450.331,-1.6264,9500,-52.613,-24744.304
4.0,1.0,attack_train,25,25,3332.684,0.5382,-14368.231,-1.5124,9500,-52.613,-24744.304
4.0,1.5,attack_train,25,25,3944.137,0.637,-12490.237,-1.3148,9500,-52.613,-24744.304
4.0,2.0,attack_train,25,25,4425.607,0.7148,-10839.98,-1.1411,9500,-52.613,-24744.304
4.0,2.5,attack_train,25,25,4817.9,0.7781,-9355.826,-0.9848,9500,-52.613,-24744.304
4.0,3.0,attack_train,25,25,5137.784,0.8298,-8018.7,-0.8441,9500,-52.613,-24744.304
4.0,4.0,attack_train,25,25,5612.433,0.9064,-5722.801,-0.6024,9500,-52.613,-24744.304
4.0,5.5,attack_train,25,25,5994.216,0.9681,-3184.28,-0.3352,9500,-52.613,-24744.304
4.0,7.5,attack_train,25,25,6152.879,0.9937,-1246.74,-0.1312,9500,-52.613,-24744.304
4.0,10.0,attack_train,25,25,6188.496,0.9995,-318.048,-0.0335,9500,-52.613,-24744.304
4.0,14.0,attack_train,25,25,6191.776,1.0,-64.243,-0.0068,9500,-52.613,-24744.304
8.0,0.5,attack_train,25,25,1924.781,0.3109,-18926.61,-1.9923,9500,-52.613,-24744.304
8.0,0.75,attack_train,25,25,2351.619,0.3798,-17707.795,-1.864,9500,-52.613,-24744.304
8.0,1.0,attack_train,25,25,2715.371,0.4385,-16587.059,-1.746,9500,-52.613,-24744.304
8.0,1.5,attack_train,25,25,3330.14,0.5378,-14513.112,-1.5277,9500,-52.613,-24744.304
8.0,2.0,attack_train,25,25,3846.865,0.6213,-12624.929,-1.3289,9500,-52.613,-24744.304
8.0,2.5,attack_train,25,25,4290.97,0.693,-10906.068,-1.148,9500,-52.613,-24744.304
8.0,3.0,attack_train,25,25,4673.023,0.7547,-9350.354,-0.9842,9500,-52.613,-24744.304
8.0,4.0,attack_train,25,25,5285.112,0.8536,-6673.555,-0.7025,9500,-52.613,-24744.304
8.0,5.5,attack_train,25,25,5852.271,0.9452,-3711.927,-0.3907,9500,-52.613,-24744.304
8.0,7.5,attack_train,25,25,6126.431,0.9894,-1451.934,-0.1528,9500,-52.613,-24744.304
8.0,10.0,attack_train,25,25,6185.951,0.9991,-364.924,-0.0384,9500,-52.613,-24744.304
8.0,14.0,attack_train,25,25,6191.771,1.0,-66.296,-0.007,9500,-52.613,-24744.304
