prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.4412,0.4901,0.6556,0,251,0.3267,66,0.5294,0.3267,0.5294,0.4703,95,0.6397,0.4703,0.6397,0.4703,95,0.6397,0.4752,0.6397,0.4703,95,0.6397,0.4901,0.6556
bookmia.00.26,1984,0.7014,0.8675,0.4609,0.4882,0.654,0,251,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654
bookmia.00.31,1984,0.0,0.0985,0.4738,0.5053,0.6713,0,254,0.5053,96,0.6713,0.5053,0.6713,0.5053,96,0.6713,0.5053,0.6713,0.5053,96,0.6713,0.5053,0.6713,0.5053,96,0.6713,0.5053,0.6713
bookmia.00.40,1984,0.2892,0.4266,0.4369,0.4706,0.64,0,254,0.2059,39,0.3453,0.2059,0.3453,0.4706,96,0.64,0.4706,0.64,0.4706,96,0.64,0.4706,0.64,0.4706,96,0.64,0.4706,0.64
bookmia.00.46,1984,0.0,0.1605,0.4616,0.4766,0.6392,0,255,0.472,101,0.6392,0.472,0.6392,0.472,101,0.6392,0.472,0.6392,0.472,101,0.6392,0.472,0.6392,0.472,101,0.6392,0.4766,0.6392
bookmia.00.48,1984,0.77,0.8372,0.4529,0.5117,0.677,0,252,0.4695,100,0.6481,0.4695,0.6481,0.507,100,0.6646,0.507,0.6646,0.5117,109,0.677,0.5117,0.677,0.5117,109,0.677,0.5117,0.677
bookmia.00.64,1984,0.0,0.1449,0.4747,0.4977,0.6626,0,252,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.4977,0.6626
bookmia.00.71,1984,0.3897,0.5291,0.4312,0.4601,0.6258,0,251,0.4554,97,0.6258,0.4554,0.6258,0.4554,97,0.6258,0.4554,0.6258,0.4554,97,0.6258,0.4554,0.6258,0.4554,97,0.6258,0.4601,0.6258
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.4682,0.4836,0.6519,0,251,0.4836,103,0.6519,0.4836,0.6519,0.4836,103,0.6519,0.4836,0.6519,0.4836,103,0.6519,0.4836,0.6519,0.4836,103,0.6519,0.4836,0.6519
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.427,0.4424,0.6134,0,252,0.4424,96,0.6134,0.4424,0.6134,0.4424,96,0.6134,0.4424,0.6134,0.4424,96,0.6134,0.4424,0.6134,0.4424,96,0.6134,0.4424,0.6134
