n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,50,0.0,0.0,1.58,0.0928,0.0,0.0,0.0
-1,,50,0.5046,1.0,,0.3903,56.0,38.0,60.0
