prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.00.11,1984,0.802,0.3025,0.3911,0.3861,78,0.3861,78,0.3861,78
bookmia.00.26,1984,0.7014,0.342,0.3602,0.3602,76,0.3602,76,0.3602,76
bookmia.00.31,1984,0.0,0.2657,0.3789,0.2421,46,0.3789,72,0.3789,72
bookmia.00.40,1984,0.2892,0.3424,0.3725,0.3676,73,0.3676,73,0.3529,72
bookmia.00.46,1984,0.0,0.2431,0.3505,0.3505,75,0.3505,75,0.3505,75
bookmia.00.48,1984,0.77,0.003,0.1925,0.0,6,0.0,6,0.1925,41
bookmia.00.64,1984,0.0,0.2476,0.3548,0.0922,18,0.3548,77,0.3502,76
bookmia.00.71,1984,0.3897,0.1776,0.3474,0.0,17,0.1643,35,0.3474,74
bookmia.01.00,a_game_of_thrones,0.0,0.2751,0.3427,0.3427,73,0.2441,52,0.3427,73
bookmia.01.01,a_game_of_thrones,0.2488,0.147,0.3088,0.3088,67,0.3088,67,0.3088,67
bookmia.01.02,a_game_of_thrones,0.7424,0.2745,0.3535,0.2323,46,0.3535,70,0.3535,70
bookmia.01.03,a_game_of_thrones,0.2778,0.0444,0.3586,0.0,12,0.1263,25,0.3586,71
bookmia.01.04,a_game_of_thrones,0.2754,0.3286,0.3671,0.3623,75,0.3623,75,0.3623,75
bookmia.01.07,a_game_of_thrones,0.5352,0.1901,0.3286,0.0,18,0.3286,70,0.3286,70
bookmia.01.10,a_game_of_thrones,0.0,0.3447,0.3663,0.3663,74,0.3663,74,0.3663,74
bookmia.01.11,a_game_of_thrones,0.7642,0.1734,0.3726,0.1698,36,0.1651,35,0.3726,79
bookmia.01.12,a_game_of_thrones,0.1033,0.2245,0.3709,0.3709,79,0.3709,79,0.3709,79
bookmia.01.14,a_game_of_thrones,0.7487,0.0979,0.3618,0.0,4,0.3467,69,0.3618,72
bookmia.01.20,a_game_of_thrones,0.1281,0.287,0.33,0.0,3,0.33,67,0.33,67
bookmia.01.22,a_game_of_thrones,0.6965,0.2253,0.3433,0.2189,44,0.3383,44,0.3383,68
bookmia.01.23,a_game_of_thrones,0.2663,0.3022,0.3533,0.2609,48,0.3533,65,0.337,62
bookmia.01.26,a_game_of_thrones,0.285,0.0701,0.195,0.105,21,0.105,21,0.195,39
bookmia.01.27,a_game_of_thrones,0.6649,0.3601,0.3946,0.3946,73,0.3946,73,0.3946,73
bookmia.01.31,a_game_of_thrones,0.2359,0.0,0.0,0.0,19,0.0,19,0.0,19
bookmia.01.32,a_game_of_thrones,0.0,0.166,0.3743,0.1925,36,0.3743,70,0.3743,70
bookmia.01.33,a_game_of_thrones,0.7158,0.1988,0.3632,0.1684,32,0.1684,32,0.3632,69
bookmia.01.36,a_game_of_thrones,0.6946,0.2634,0.3695,0.3695,48,0.3695,75,0.3695,75
bookmia.01.37,a_game_of_thrones,0.6649,0.2653,0.2819,0.25,47,0.2819,53,0.266,48
bookmia.01.39,a_game_of_thrones,0.24,0.3116,0.345,0.34,68,0.34,68,0.34,68
bookmia.01.41,a_game_of_thrones,0.0,0.287,0.3641,0.3641,75,0.3641,75,0.3641,75
bookmia.01.42,a_game_of_thrones,0.0,0.2395,0.3463,0.2585,53,0.3463,71,0.3463,71
bookmia.01.43,a_game_of_thrones,0.0,0.1747,0.3143,0.1143,22,0.2905,61,0.2905,61
bookmia.01.44,a_game_of_thrones,0.1923,0.2692,0.3221,0.3221,67,0.3221,67,0.3221,67
bookmia.01.46,a_game_of_thrones,0.1465,0.1645,0.3535,0.3485,69,0.3485,69,0.3485,69
bookmia.01.49,a_game_of_thrones,0.3366,0.1952,0.361,0.239,49,0.361,74,0.3268,63
bookmia.01.51,a_game_of_thrones,0.75,0.3593,0.3679,0.3679,78,0.3679,78,0.3679,78
bookmia.01.52,a_game_of_thrones,0.6812,0.1451,0.3382,0.3382,70,0.3382,70,0.3382,70
bookmia.01.58,a_game_of_thrones,0.0,0.1378,0.3789,0.0,2,0.3632,69,0.3632,69
bookmia.01.59,a_game_of_thrones,0.3615,0.3002,0.3474,0.3474,74,0.3474,74,0.3474,74
bookmia.01.60,a_game_of_thrones,0.0,0.0068,0.2163,0.0,12,0.0,12,0.2163,45
bookmia.01.62,a_game_of_thrones,0.6543,0.3181,0.3723,0.3723,70,0.3723,70,0.3723,70
bookmia.01.69,a_game_of_thrones,0.4975,0.0132,0.3632,0.0,16,0.0,16,0.3632,49
bookmia.01.71,a_game_of_thrones,0.0,0.3352,0.346,0.346,73,0.346,73,0.346,73
bookmia.01.73,a_game_of_thrones,0.1925,0.1114,0.3474,0.0986,21,0.0986,21,0.3474,74
bookmia.01.74,a_game_of_thrones,0.0,0.2442,0.3608,0.2423,47,0.2423,47,0.3608,70
bookmia.01.75,a_game_of_thrones,0.1474,0.3677,0.4,0.3947,75,0.3947,75,0.3947,75
