prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.76,a_game_of_thrones,0.0,0.303,0.3467,0.3467,69,0.3467,69,0.3467,69
bookmia.01.77,a_game_of_thrones,0.0,0.259,0.327,0.327,69,0.327,69,0.327,69
bookmia.01.78,a_game_of_thrones,0.768,0.3602,0.366,0.366,68,0.366,71,0.366,71
bookmia.01.79,a_game_of_thrones,0.2982,0.1656,0.3257,0.1743,38,0.1743,38,0.3257,71
bookmia.01.81,a_game_of_thrones,0.2255,0.0835,0.3431,0.3137,64,0.3137,64,0.3431,70
bookmia.01.82,a_game_of_thrones,0.7799,0.363,0.3732,0.3732,78,0.3732,78,0.3732,78
bookmia.01.83,a_game_of_thrones,0.7512,0.3172,0.3632,0.2537,51,0.3632,73,0.3632,73
bookmia.01.87,a_game_of_thrones,0.2991,0.1075,0.3131,0.0,3,0.3131,67,0.3131,67
bookmia.01.88,a_game_of_thrones,0.7385,0.3301,0.3744,0.2154,42,0.3744,73,0.3744,73
bookmia.01.89,a_game_of_thrones,0.7317,0.2781,0.3463,0.3463,71,0.3463,71,0.3463,71
bookmia.01.90,a_game_of_thrones,0.3782,0.3673,0.4145,0.4145,80,0.4145,80,0.4145,80
bookmia.01.97,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,5,0.0,5
bookmia.07.02,casino_royale,0.803,0.1627,0.202,0.202,38,0.202,38,0.202,38
bookmia.07.03,casino_royale,0.5735,0.2303,0.3412,0.128,27,0.3412,72,0.3412,72
bookmia.07.04,casino_royale,0.684,0.302,0.3396,0.3396,72,0.3396,72,0.3396,72
bookmia.07.05,casino_royale,0.0,0.3008,0.3493,0.3493,73,0.3493,73,0.3493,73
bookmia.07.06,casino_royale,0.8154,0.386,0.3897,0.3897,76,0.3897,76,0.3897,76
bookmia.07.07,casino_royale,0.1435,0.2114,0.3241,0.1528,33,0.3241,70,0.3241,70
bookmia.07.08,casino_royale,0.0,0.003,0.1932,0.0,2,0.0,4,0.1932,40
bookmia.07.09,casino_royale,0.7799,0.2369,0.3541,0.0,18,0.3541,74,0.3541,74
bookmia.07.15,casino_royale,0.7897,0.3272,0.3505,0.3505,75,0.3505,75,0.3505,75
bookmia.07.16,casino_royale,0.7767,0.0247,0.3953,0.0,13,0.0,13,0.3953,85
bookmia.07.17,casino_royale,0.302,0.2416,0.3861,0.1931,39,0.3861,78,0.3861,78
bookmia.07.20,casino_royale,0.5681,0.3021,0.3427,0.3427,73,0.3427,73,0.3427,73
bookmia.07.24,casino_royale,0.5959,0.2872,0.3731,0.3109,60,0.3731,72,0.3731,72
bookmia.07.25,casino_royale,0.743,0.1576,0.3411,0.1869,40,0.1869,40,0.3411,73
bookmia.07.26,casino_royale,0.2009,0.1157,0.3364,0.3364,72,0.3364,72,0.3224,69
bookmia.07.28,casino_royale,0.493,0.1813,0.3581,0.0,11,0.2047,39,0.3581,77
bookmia.07.29,casino_royale,0.1866,0.0869,0.378,0.0,16,0.0,16,0.3541,74
bookmia.07.30,casino_royale,0.1238,0.3671,0.3911,0.2624,53,0.3911,79,0.3911,79
bookmia.07.31,casino_royale,0.1359,0.2878,0.3447,0.1602,33,0.3447,71,0.3447,71
bookmia.07.32,casino_royale,0.0,0.3026,0.3654,0.3654,76,0.3654,76,0.3654,76
bookmia.07.37,casino_royale,0.0,0.3229,0.3349,0.3349,71,0.3349,71,0.3349,71
bookmia.07.40,casino_royale,0.7474,0.3475,0.3814,0.3454,67,0.3814,74,0.3814,74
bookmia.07.41,casino_royale,0.1019,0.3541,0.3835,0.3835,79,0.3544,73,0.3835,79
bookmia.07.43,casino_royale,0.7725,0.2665,0.4021,0.0,2,0.4021,76,0.4021,76
bookmia.07.44,casino_royale,0.7048,0.3469,0.3571,0.2524,53,0.3571,75,0.3571,75
bookmia.07.47,casino_royale,0.4569,0.2483,0.3503,0.3249,59,0.3503,69,0.3503,69
bookmia.07.49,casino_royale,0.0,0.3075,0.3636,0.2344,49,0.3636,76,0.3636,76
bookmia.07.53,casino_royale,0.75,0.3216,0.3396,0.3396,72,0.3396,72,0.3396,72
bookmia.07.54,casino_royale,0.7854,0.1601,0.3242,0.3242,71,0.3242,71,0.3059,67
bookmia.07.55,casino_royale,0.2598,0.3499,0.3922,0.3137,64,0.3922,80,0.3922,80
bookmia.07.56,casino_royale,0.7612,0.2152,0.3383,0.3383,63,0.3383,63,0.3383,68
bookmia.07.57,casino_royale,0.7295,0.3219,0.3623,0.1256,26,0.3623,75,0.3623,75
bookmia.07.59,casino_royale,0.5837,0.0525,0.3348,0.0,14,0.1991,44,0.3348,74
bookmia.07.61,casino_royale,0.0,0.136,0.1692,0.1294,26,0.1692,34,0.1692,34
bookmia.07.62,casino_royale,0.4524,0.2236,0.3429,0.3429,72,0.3429,72,0.3429,72
bookmia.07.63,casino_royale,0.2222,0.2562,0.3889,0.0,9,0.3889,77,0.3889,77
bookmia.07.66,casino_royale,0.2817,0.2727,0.3474,0.0986,21,0.3474,74,0.3474,74
bookmia.07.70,casino_royale,0.2245,0.1748,0.3673,0.0,10,0.3673,72,0.3673,72
bookmia.07.72,casino_royale,0.7704,0.3457,0.3673,0.3673,72,0.3673,72,0.3673,72
bookmia.07.73,casino_royale,0.8107,0.3129,0.3689,0.3689,76,0.3689,76,0.3689,76
bookmia.07.77,casino_royale,0.1699,0.3414,0.3544,0.3544,73,0.3544,73,0.3447,71
bookmia.07.80,casino_royale,0.7756,0.3696,0.3707,0.3707,76,0.3707,76,0.3707,76
