published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,2203.596,-3864.825,0.0,False
1.0,2.0,1.6797,2203.596,-5133.571,8.359,False
1.0,4.0,2.3036,2203.596,-5708.07,12.144,False
1.0,8.0,2.9089,2203.596,-5246.197,9.101,False
3.0,1.0,3.0,2328.463,-1100.451,0.0,False
3.0,2.0,4.956,2328.463,-1361.508,1.72,False
3.0,4.0,6.1138,2328.463,-1218.001,0.774,False
3.0,8.0,7.0812,2328.463,-894.406,-1.358,False
