prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,s_first,k_crit,k_crit_eta,k_crit_argmax,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,384,0.0,1095.75,2.8535,2.3472,12.303,5.926,0.467,3.4803,2.4391,14,0,0,0.0,0.1354,1,,0,0,0.0,0.2266,0,,0,0,0.0,0.3359,0,,0,1,0.8906,0.9688,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,393,0.0,1212.24,3.0846,2.3332,11.838,6.085,1.206,3.414,2.3794,16,0,0,0.0,0.112,1,,0,0,0.0,0.1908,1,,0,0,0.0,0.2672,1,,0,1,0.7405,0.9389,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,360,0.0,1214.73,3.3742,2.5099,11.195,6.753,4.139,4.1391,3.032,0,0,0,0.0,0.0722,26,,0,0,0.0,0.1333,8,,0,0,0.0,0.2278,8,,0,0,0.3806,0.7917,3,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,423,0.0,1379.3,3.2607,2.4752,15.631,6.574,1.292,3.5322,2.4858,80,0,0,0.0,0.104,17,,0,0,0.0,0.1726,1,,0,0,0.0,0.2955,1,,0,1,0.5414,0.8511,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,426,0.0,1398.3,3.2824,2.7077,13.758,7.097,0.274,5.0876,3.8857,4,0,0,0.0,0.1291,6,,0,0,0.0,0.2019,0,,0,0,0.0,0.3122,0,,0,0,0.6197,0.8803,0,,0,1,0.9883,0.9977,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,423,0.0,1349.19,3.1896,2.5583,13.384,6.736,2.215,3.6226,2.5672,4,0,0,0.0,0.1229,1,,0,0,0.0,0.2033,1,,0,0,0.0,0.2979,1,,0,1,0.6217,0.9007,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,409,0.0,1333.43,3.2602,2.3754,13.501,6.456,7.28,7.28,5.8589,0,0,0,0.0,0.0905,11,,0,0,0.0,0.154,5,,0,0,0.0,0.2543,5,,0,0,0.6675,0.8753,5,,0,0,0.9976,0.9976,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,415,0.0,1447.76,3.4886,2.7747,14.933,7.173,0.744,5.3063,4.0825,5,0,0,0.0,0.1205,6,,0,0,0.0,0.1735,6,,0,0,0.0,0.2627,0,,0,0,0.3133,0.7831,0,,0,1,0.9855,0.9976,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,429,0.0,1510.75,3.5216,2.5369,12.164,7.051,1.775,4.4387,3.3017,6,0,0,0.0,0.0862,19,,0,0,0.0,0.1469,19,,0,0,0.0,0.2145,9,,0,0,0.4965,0.7576,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,449,0.0,1471.37,3.277,2.5733,14.62,6.707,0.559,4.5138,3.3693,6,0,0,0.0,0.1024,15,,0,0,0.0,0.1804,3,,0,0,0.0,0.265,0,,0,0,0.7105,0.8775,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
