quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1045,0.082,0.128,500,0.11,SURVIVES
"D2 metered gain, order-averaged",metered_k3,0.021,-0.0005,0.0425,500,0.027,DISSOLVES
"D3 difference of gains, paired",sel_n64 - metered_k3,0.0835,0.053,0.115,500,0.083,REVERSAL CONFIRMED
order consistency,sel_n64,0.266,,,500,,UNUSABLE
order consistency,sel_n1,0.254,,,500,,UNUSABLE
order consistency,metered_k3,0.29,,,500,,UNUSABLE
order consistency,anchor_k0,0.244,,,500,,UNUSABLE
