prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,s_first,k_crit,k_crit_eta,k_crit_argmax,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,261,0.0,706.54,2.707,3.2586,16.261,7.226,0.047,3.1154,2.1107,124,0,0,0.0,0.2222,0,,0,0,0.0,0.3487,0,,0,0,0.0,0.4866,0,,0,1,0.7241,0.9693,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,254,0.0,812.0,3.1968,3.3588,16.326,7.961,0.756,4.2337,3.1172,7,0,0,0.0,0.1575,8,,0,0,0.0,0.2953,8,,0,0,0.0,0.4173,0,,0,0,0.8425,0.9488,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,247,0.0,804.47,3.257,3.3038,14.507,8.499,0.433,3.2839,2.2624,139,0,0,0.0,0.1619,8,,0,0,0.0,0.2591,0,,0,0,0.0,0.3644,0,,0,1,0.664,0.919,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,269,0.0,869.89,3.2338,3.3762,18.39,8.298,0.31,7.2578,5.8389,5,0,0,0.0,0.1933,6,,0,0,0.0,0.29,0,,0,0,0.0,0.3829,0,,0,0,0.6208,0.9145,0,,0,0,0.9777,0.9888,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,263,0.0,936.06,3.5592,3.8123,19.39,8.64,0.07,5.7602,4.491,13,0,0,0.0,0.1939,0,,0,0,0.0,0.2852,0,,0,0,0.0,0.3878,0,,0,0,0.4335,0.8783,0,,0,1,0.9468,0.9924,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,273,0.0,856.13,3.136,3.2694,14.414,8.095,2.009,5.5292,4.2832,1,0,0,0.0,0.1868,10,,0,0,0.0,0.2894,10,,0,0,0.0,0.3956,2,,0,0,0.7253,0.9377,0,,0,1,0.9927,0.9963,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,262,0.0,822.3,3.1385,3.334,16.532,8.097,10.333,10.3334,8.6069,0,0,0,0.0,0.1527,9,,0,0,0.0,0.3053,6,,0,0,0.0,0.4122,6,,0,0,0.6908,0.9237,1,,0,0,0.9885,0.9924,1,,0,1,0.9962,0.9962,1,,1,1,1.0,1.0,0,
bookmia.00.71,1984,285,0.0,991.86,3.4802,3.814,18.047,9.042,0.059,5.7354,4.4687,4,0,0,0.0,0.2105,0,,0,0,0.0,0.3298,0,,0,0,0.0,0.4351,0,,0,0,0.4175,0.8667,0,,0,1,0.9825,0.9965,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,285,0.0,959.15,3.3654,3.5151,18.43,8.392,5.843,7.6255,6.1698,3,0,0,0.0,0.2,4,,0,0,0.0,0.3368,4,,0,0,0.0,0.4175,4,,0,0,0.2947,0.8386,4,,0,0,0.9684,0.9789,4,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,305,0.0,1061.36,3.4799,4.0156,20.989,9.004,3.584,8.3708,6.8406,4,0,0,0.0,0.2164,1,,0,0,0.0,0.3246,1,,0,0,0.0,0.4525,1,,0,0,0.6164,0.8328,1,,0,0,0.9213,0.9836,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.02,a_game_of_thrones,276,0.0,1032.89,3.7423,3.9977,18.138,9.455,8.749,8.749,7.181,0,0,0,0.0,0.1558,8,,0,0,0.0,0.2609,2,,0,0,0.0,0.3986,2,,0,0,0.3297,0.8188,2,,0,0,0.9928,0.9928,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.03,a_game_of_thrones,266,0.0,952.68,3.5815,3.4757,18.189,8.518,9.824,9.8239,8.1484,0,0,0,0.0,0.1316,21,,0,0,0.0,0.2368,2,,0,0,0.0,0.3195,1,,0,0,0.0,0.7932,1,,0,0,0.9962,0.9962,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.04,a_game_of_thrones,261,0.0,928.73,3.5583,3.5995,23.441,8.576,3.499,5.2343,4.0177,3,0,0,0.0,0.0996,5,,0,0,0.0,0.2146,4,,0,0,0.0,0.3448,4,,0,0,0.4176,0.8314,1,,0,1,0.9847,0.9962,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.07,a_game_of_thrones,272,0.0,1035.56,3.8072,3.7573,17.481,9.045,3.38,10.1408,8.4336,2,0,0,0.0,0.114,5,,0,0,0.0,0.2059,5,,0,0,0.0,0.3309,5,,0,0,0.1287,0.7794,5,,0,0,0.9816,0.9853,0,,0,1,0.989,0.9963,0,,1,1,1.0,1.0,0,
bookmia.01.10,a_game_of_thrones,274,0.0,1006.27,3.6725,3.856,17.778,8.867,0.147,5.3388,4.1118,6,0,0,0.0,0.1569,0,,0,0,0.0,0.2299,0,,0,0,0.0,0.3796,0,,0,0,0.2774,0.8285,0,,0,1,0.9745,0.9964,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.11,a_game_of_thrones,260,0.0,818.54,3.1482,3.5045,21.505,7.924,2.683,3.8988,2.8158,15,0,0,0.0,0.1692,16,,0,0,0.0,0.2885,3,,0,0,0.0,0.4077,1,,0,1,0.7654,0.9615,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.12,a_game_of_thrones,303,0.0,1049.66,3.4642,3.7134,19.393,8.517,7.021,7.0215,5.6262,0,0,0,0.0,0.165,10,,0,0,0.0,0.2805,6,,0,0,0.0,0.4224,6,,0,0,0.4323,0.8548,1,,0,0,0.9967,0.9967,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.14,a_game_of_thrones,270,0.0,955.77,3.5399,3.3994,20.541,8.309,0.167,5.3984,4.1654,3,0,0,0.0,0.1296,11,,0,0,0.0,0.2296,0,,0,0,0.0,0.3111,0,,0,0,0.3556,0.8037,0,,0,1,0.9852,0.9963,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.20,a_game_of_thrones,285,0.0,994.49,3.4894,3.7231,17.86,8.684,1.079,5.5621,4.3128,9,0,0,0.0,0.2035,12,,0,0,0.0,0.3123,12,,0,0,0.0,0.4175,12,,0,0,0.4421,0.8632,0,,0,1,0.9649,0.993,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.22,a_game_of_thrones,282,0.0,1006.43,3.5689,3.7807,18.871,8.586,2.788,7.002,5.6087,9,0,0,0.0,0.2021,16,,0,0,0.0,0.3014,1,,0,0,0.0,0.4078,1,,0,0,0.3085,0.8333,0,,0,0,0.961,0.9894,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.23,a_game_of_thrones,263,0.0,924.11,3.5137,3.7115,18.058,8.827,0.15,3.6181,2.5632,121,0,0,0.0,0.1749,10,,0,0,0.0,0.2624,0,,0,0,0.0,0.365,0,,0,1,0.5856,0.8441,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.26,a_game_of_thrones,288,0.0,941.04,3.2675,3.4903,21.717,8.193,4.2,6.1515,4.8432,15,0,0,0.0,0.1701,3,,0,0,0.0,0.3194,3,,0,0,0.0,0.4479,3,,0,0,0.6493,0.8854,1,,0,1,0.9271,0.9896,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.27,a_game_of_thrones,269,0.0,906.52,3.3699,3.6543,19.207,8.101,4.528,4.5276,3.3817,0,0,0,0.0,0.1524,15,,0,0,0.0,0.2937,3,,0,0,0.0,0.4126,1,,0,0,0.6059,0.8922,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
