gen_dir,target_model,anchor_model,n_prompts,mean_words,empty_frac,n_empty,mean_words_nonempty,median_words_nonempty,empty_neutral,n_neutral,empty_creative,n_creative,empty_factual,n_factual
output/phase5/sel_kl3m170m_64s52,alea-institute/kl3m-002-170m,alea-institute/kl3m-002-170m,500,74.27,0.0,0,74.27,76.0,0,200,0,150,0,150
