prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,43,0.0,3,0.1425
bookmia.00.26,tokenswap,1984,54,0.0,3,0.1237
bookmia.00.31,tokenswap,1984,63,0.0,2,0.1229
bookmia.00.40,tokenswap,1984,53,0.0,2,0.161
bookmia.00.46,tokenswap,1984,63,0.0,2,0.1499
bookmia.00.48,tokenswap,1984,60,0.0,2,0.1273
bookmia.00.64,tokenswap,1984,48,0.0,3,0.1372
bookmia.00.71,tokenswap,1984,49,0.0,5,0.1414
bookmia.01.00,tokenswap,a_game_of_thrones,37,0.0,2,0.1518
bookmia.01.01,tokenswap,a_game_of_thrones,54,0.0,3,0.16
bookmia.01.02,tokenswap,a_game_of_thrones,55,0.0,5,0.1593
bookmia.01.03,tokenswap,a_game_of_thrones,55,0.0,2,0.1289
bookmia.01.04,tokenswap,a_game_of_thrones,26,0.0,3,0.16
bookmia.01.07,tokenswap,a_game_of_thrones,58,0.0,2,0.1326
bookmia.01.10,tokenswap,a_game_of_thrones,47,0.0,4,0.1156
bookmia.01.11,tokenswap,a_game_of_thrones,39,0.0,5,0.152
bookmia.01.12,tokenswap,a_game_of_thrones,64,0.0,2,0.129
bookmia.01.14,tokenswap,a_game_of_thrones,37,0.0,6,0.1586
bookmia.01.20,tokenswap,a_game_of_thrones,60,0.0,2,0.1183
bookmia.01.22,tokenswap,a_game_of_thrones,58,0.0,3,0.1387
bookmia.01.23,tokenswap,a_game_of_thrones,42,0.0,2,0.1333
bookmia.01.26,tokenswap,a_game_of_thrones,47,0.0,2,0.086
bookmia.01.27,tokenswap,a_game_of_thrones,53,0.0,2,0.1294
bookmia.01.31,tokenswap,a_game_of_thrones,49,0.0,2,0.1105
bookmia.01.32,tokenswap,a_game_of_thrones,41,0.0,2,0.104
bookmia.01.33,tokenswap,a_game_of_thrones,50,0.0,13,0.1943
bookmia.01.36,tokenswap,a_game_of_thrones,37,0.0,5,0.1849
bookmia.01.37,tokenswap,a_game_of_thrones,58,0.0,2,0.104
bookmia.01.39,tokenswap,a_game_of_thrones,41,0.0,3,0.1274
bookmia.01.41,tokenswap,a_game_of_thrones,52,0.0,5,0.1613
bookmia.01.42,tokenswap,a_game_of_thrones,43,0.0,2,0.1401
bookmia.01.43,tokenswap,a_game_of_thrones,64,0.0,2,0.1173
bookmia.01.44,tokenswap,a_game_of_thrones,46,0.0,3,0.1448
bookmia.01.46,tokenswap,a_game_of_thrones,54,0.0,2,0.117
bookmia.01.49,tokenswap,a_game_of_thrones,50,0.0,2,0.1212
bookmia.01.51,tokenswap,a_game_of_thrones,51,0.0,4,0.1383
bookmia.01.52,tokenswap,a_game_of_thrones,44,0.0,12,0.2079
bookmia.01.58,tokenswap,a_game_of_thrones,53,0.0,2,0.125
bookmia.01.59,tokenswap,a_game_of_thrones,56,0.0,6,0.1589
bookmia.01.60,tokenswap,a_game_of_thrones,62,0.0,2,0.1257
bookmia.01.62,tokenswap,a_game_of_thrones,55,0.0,7,0.2053
bookmia.01.69,tokenswap,a_game_of_thrones,56,0.0,4,0.1364
bookmia.01.71,tokenswap,a_game_of_thrones,50,0.0,4,0.1358
bookmia.01.73,tokenswap,a_game_of_thrones,64,0.0,3,0.1385
bookmia.01.74,tokenswap,a_game_of_thrones,40,0.0,3,0.12
bookmia.01.75,tokenswap,a_game_of_thrones,44,0.0,7,0.1932
bookmia.01.76,tokenswap,a_game_of_thrones,41,0.0,2,0.1377
bookmia.01.77,tokenswap,a_game_of_thrones,47,0.0,2,0.1604
bookmia.01.78,tokenswap,a_game_of_thrones,44,0.0,9,0.2346
bookmia.01.79,tokenswap,a_game_of_thrones,51,0.0,2,0.128
bookmia.01.81,tokenswap,a_game_of_thrones,45,0.0,3,0.1239
bookmia.01.82,tokenswap,a_game_of_thrones,50,0.0,2,0.1267
bookmia.01.83,tokenswap,a_game_of_thrones,63,0.0,6,0.1918
bookmia.01.87,tokenswap,a_game_of_thrones,47,0.0,2,0.1167
bookmia.01.88,tokenswap,a_game_of_thrones,46,0.0,3,0.1467
bookmia.01.89,tokenswap,a_game_of_thrones,57,0.0,4,0.1698
bookmia.01.90,tokenswap,a_game_of_thrones,50,0.0,2,0.1292
bookmia.01.97,tokenswap,a_game_of_thrones,44,0.0,2,0.1579
bookmia.07.02,tokenswap,casino_royale,44,0.0,2,0.1254
bookmia.07.03,tokenswap,casino_royale,56,0.0,2,0.1387
bookmia.07.04,tokenswap,casino_royale,44,0.0,3,0.1762
bookmia.07.05,tokenswap,casino_royale,46,0.0,3,0.1108
bookmia.07.06,tokenswap,casino_royale,59,0.0,8,0.1614
bookmia.07.07,tokenswap,casino_royale,67,0.0,1,0.1315
bookmia.07.08,tokenswap,casino_royale,58,0.0,3,0.1555
bookmia.07.09,tokenswap,casino_royale,35,0.0,2,0.1301
bookmia.07.15,tokenswap,casino_royale,57,0.0,2,0.1623
bookmia.07.16,tokenswap,casino_royale,60,0.0,2,0.1323
bookmia.07.17,tokenswap,casino_royale,48,0.0,2,0.0776
bookmia.07.20,tokenswap,casino_royale,50,0.0,2,0.1732
bookmia.07.24,tokenswap,casino_royale,54,0.0,6,0.1625
bookmia.07.25,tokenswap,casino_royale,36,0.0,2,0.0752
bookmia.07.26,tokenswap,casino_royale,45,0.0,2,0.1264
bookmia.07.28,tokenswap,casino_royale,57,0.0,3,0.1813
bookmia.07.29,tokenswap,casino_royale,49,0.0,2,0.1209
bookmia.07.30,tokenswap,casino_royale,53,0.0,6,0.1583
bookmia.07.31,tokenswap,casino_royale,54,0.0,2,0.113
bookmia.07.32,tokenswap,casino_royale,43,0.0,3,0.1572
bookmia.07.37,tokenswap,casino_royale,41,0.0,3,0.1375
bookmia.07.40,tokenswap,casino_royale,46,0.0,5,0.158
bookmia.07.41,tokenswap,casino_royale,44,0.0,3,0.1278
bookmia.07.43,tokenswap,casino_royale,56,0.0,2,0.1059
bookmia.07.44,tokenswap,casino_royale,47,0.0,4,0.1602
bookmia.07.47,tokenswap,casino_royale,60,0.0,2,0.1274
bookmia.07.49,tokenswap,casino_royale,47,0.0,2,0.1973
bookmia.07.53,tokenswap,casino_royale,47,0.0,2,0.153
bookmia.07.54,tokenswap,casino_royale,36,0.0,6,0.1587
bookmia.07.55,tokenswap,casino_royale,50,0.0,2,0.1237
bookmia.07.56,tokenswap,casino_royale,43,0.0,4,0.162
bookmia.07.57,tokenswap,casino_royale,62,0.0,2,0.1398
bookmia.07.59,tokenswap,casino_royale,51,0.0,3,0.1622
bookmia.07.61,tokenswap,casino_royale,52,0.0,8,0.1828
bookmia.07.62,tokenswap,casino_royale,40,0.0,4,0.1818
bookmia.07.63,tokenswap,casino_royale,63,0.0,3,0.1823
bookmia.07.66,tokenswap,casino_royale,50,0.0,6,0.2199
bookmia.07.70,tokenswap,casino_royale,51,0.0,2,0.1029
bookmia.07.72,tokenswap,casino_royale,56,0.0,5,0.1479
bookmia.07.73,tokenswap,casino_royale,50,0.0,3,0.136
bookmia.07.77,tokenswap,casino_royale,58,0.0,4,0.1685
bookmia.07.80,tokenswap,casino_royale,40,0.0,2,0.1369
