prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,k_crit,k_crit_eta,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,504,0.0,1026.86,2.0374,2.5415,12.948,6.036,2.7003,1.7371,0,0,0.0,0.3433,11,,0,0,0.0,0.4881,0,,0,0,0.0,0.6071,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,558,0.0,1141.61,2.0459,2.5904,13.636,5.846,2.3177,1.3928,0,0,0.0,0.3692,11,,0,0,0.0,0.5,1,,0,0,0.0,0.6111,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,502,0.0,1136.81,2.2646,2.614,11.953,6.171,2.8522,1.8739,0,0,0.0,0.3028,0,,0,0,0.0,0.4582,0,,0,0,0.0,0.5598,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,560,0.0,1283.17,2.2914,2.8534,18.836,6.679,2.6709,1.7107,0,0,0.0,0.3607,6,,0,0,0.0,0.4554,1,,0,0,0.0,0.5768,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,571,0.0,1311.35,2.2966,2.7727,13.048,6.629,4.2234,3.108,0,0,0.0,0.3398,8,,0,0,0.0,0.4781,1,,0,0,0.0,0.5814,1,,0,0,0.9877,0.993,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,575,0.0,1280.89,2.2276,2.8364,16.175,6.382,3.2707,2.2505,0,0,0.0,0.3687,0,,0,0,0.0,0.4852,0,,0,0,0.0,0.5965,0,,0,1,0.993,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,581,0.0,1226.91,2.1117,2.6771,13.087,6.304,2.9193,1.9343,0,0,0.0,0.3838,0,,0,0,0.0,0.5043,0,,0,0,0.0,0.6145,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,585,0.0,1383.82,2.3655,2.9047,14.089,6.983,4.1543,3.0457,0,0,0.0,0.3094,3,,0,0,0.0,0.4462,3,,0,0,0.0,0.5607,1,,0,0,0.9812,0.9915,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,592,0.0,1542.01,2.6047,3.0853,13.559,7.39,3.9478,2.8599,0,0,0.0,0.326,11,,0,0,0.0,0.4459,3,,0,0,0.0,0.5355,3,,0,1,0.9679,0.9916,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,629,0.0,1591.96,2.5309,3.117,14.821,7.231,3.7708,2.7005,0,0,0.0,0.3227,4,,0,0,0.0,0.4626,0,,0,0,0.0588,0.5692,0,,0,1,0.911,0.9777,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
