published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,7460.771,-4245.584,0.0,False
1.0,2.0,1.9671,7460.771,-4906.132,5.062,False
1.0,4.0,3.1375,7460.771,-4538.533,2.245,False
1.0,8.0,4.1894,7460.771,-3625.961,-4.749,False
3.0,1.0,3.0,8878.369,-1365.47,0.0,False
3.0,2.0,5.4118,8878.369,-1342.097,-0.179,False
3.0,4.0,7.2017,8878.369,-968.336,-3.044,False
3.0,8.0,8.5611,8878.369,-732.903,-4.848,False
