pair,s_safe,s_risky,temperature,measured_onset,measured_ratio,pred_deriv,pred_const,err_deriv,err_const
Comma-7B + memorised Comma-7B,2.3935,0.17864330103811993,1.0,2.134,0.8915813662001253,2.127289825714822,2.318140032779791,0.006710174285177839,0.18414003277979107
KL3M-1.7B + mem. KL3M-1.7B,2.2112,0.7806628644527035,1.0,2.578,1.1658827785817656,1.1745258855356986,2.1415797954805407,1.4034741144643013,0.4364202045194592
KL3M-520M + mem. KL3M-520M,2.4147499999999997,0.21474026052573636,1.0,2.5428571428571427,1.053051927883691,2.0603164560998035,2.3387209710277834,0.4825406867573392,0.20413617182935928
Phi-3.5-mini + mem. Phi-3.5-mini,2.8374,0.008762772003069512,1.0,2.6276785714285715,0.9260867595082016,2.5585168043985567,2.7480637263460954,0.06916176703001486,0.12038515491752388
Pleias-1.2B + mem. Pleias-1.2B,3.2094,0.36479167027833526,1.0,2.819047619047619,0.878372162724378,2.6797397200018382,3.1083512100286033,0.13930789904578056,0.28930359098098446
Pleias-350M + mem. Pleias-350M,3.5543500000000003,0.3259430503999091,1.0,3.179646017699115,0.8945787605888882,2.9630170411835253,3.4424403699648427,0.21662897651558977,0.26279435226572767
TinyComma-1.8B + memorised Llama-3.1-8B,3.2386,0.1935674994653967,1.0,2.872727272727273,0.8870275034667057,2.8587108999403483,3.1366318404681977,0.014016372786924691,0.26390456774092463
open-calm-1b + mem. open-calm-1b,3.3628,0.41568491926707674,1.0,3.452391304347826,1.0266418771106893,2.7701199218225163,3.2569213713105833,0.6822713825253097,0.1954699330372427
open-calm-3b + mem. open-calm-3b,3.37925,0.31438969865505656,1.0,3.3569791666666666,0.9934095336736456,2.8925992377159333,3.2728534388013824,0.4643799289507333,0.08412572786528427
