published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,5069.696,-6363.801,0.0,False
1.0,2.0,1.8896,5069.696,-7931.728,8.252,False
1.0,4.0,2.8936,5069.696,-8303.31,10.208,False
1.0,8.0,3.6481,5069.696,-7615.617,6.589,False
3.0,1.0,3.0,6093.392,-2105.221,0.0,False
3.0,2.0,5.2463,6093.392,-2437.903,1.751,False
3.0,4.0,6.7502,6093.392,-1973.168,-0.695,False
3.0,8.0,7.259,6093.392,-1724.283,-2.005,False
