judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,850,0.4059,0.3771,0.4359,0.0,0.0,0.0,70.9,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,850,0.4629,0.4353,0.4918,0.0571,0.0306,0.0824,71.7,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,850,0.49,0.46,0.5182,0.0841,0.0541,0.1165,72.4,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,850,0.5047,0.4747,0.5329,0.0988,0.0629,0.1329,75.6,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),16,1.8351,850,0.5024,0.4741,0.5306,0.0965,0.0624,0.1324,78.0,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),32,2.497,850,0.5276,0.4994,0.5553,0.1218,0.0853,0.1576,83.4,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),64,3.1745,850,0.5459,0.5171,0.5771,0.14,0.1029,0.1759,86.2,0.9643
