gen_dir,target_model,anchor_model,n_prompts,mean_words,empty_frac,n_empty,mean_words_nonempty,median_words_nonempty,empty_neutral,n_neutral,empty_creative,n_creative,empty_factual,n_factual
output/phase5/sel_comma7b_64,common-pile/comma-v0.1-2t,common-pile/comma-v0.1-2t,500,99.184,0.094,47,109.4746,125,45,200,1,150,1,150
