model,skip_tokens,n,ratio_median,ratio_p10,ratio_p90,frac_interval_open,denominator,binds_at_token_0,binds_in_first_tenth
PleIAs/Pleias-3b-Preview,0,758,3.880217914328264,1.4369166172113037,5.622069706779084,0.9986807387862797,token,0.8258575197889182,0.9300791556728232
PleIAs/Pleias-3b-Preview,1,758,1.3540426154683969,1.0016695423070268,2.451288893875586,0.9023746701846965,token,0.8258575197889182,0.9300791556728232
PleIAs/Pleias-3b-Preview,5,758,1.3353023703340854,1.0050337930885576,2.5180070506423653,0.9036939313984169,token,0.8258575197889182,0.9300791556728232
PleIAs/Pleias-3b-Preview,10,758,1.3061578371103328,0.9920688329178985,2.3876888748357703,0.8852242744063324,token,0.8258575197889182,0.9300791556728232
PleIAs/Pleias-3b-Preview,20,758,1.3601407838463089,1.0010219102043205,2.431599595770154,0.9036939313984169,token,0.8258575197889182,0.9300791556728232
