prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,44,0.0,2,0.1285
bookmia.00.26,tokenswap,1984,37,0.0,2,0.1098
bookmia.00.31,tokenswap,1984,42,0.0,2,0.0848
bookmia.00.40,tokenswap,1984,62,0.0,2,0.1058
bookmia.00.46,tokenswap,1984,53,0.0,5,0.1804
bookmia.00.48,tokenswap,1984,29,0.0,2,0.1645
bookmia.00.64,tokenswap,1984,55,0.0,1,0.1379
bookmia.00.71,tokenswap,1984,45,0.0,5,0.2058
bookmia.01.00,tokenswap,a_game_of_thrones,50,0.0,2,0.1604
bookmia.01.01,tokenswap,a_game_of_thrones,45,0.0,7,0.1867
bookmia.01.02,tokenswap,a_game_of_thrones,60,0.0,4,0.1401
bookmia.01.03,tokenswap,a_game_of_thrones,56,0.0,2,0.1073
bookmia.01.04,tokenswap,a_game_of_thrones,38,0.0,3,0.1377
bookmia.01.07,tokenswap,a_game_of_thrones,50,0.0,2,0.1393
bookmia.01.10,tokenswap,a_game_of_thrones,42,0.0,2,0.1173
bookmia.01.11,tokenswap,a_game_of_thrones,65,0.0,2,0.0847
bookmia.01.12,tokenswap,a_game_of_thrones,63,0.0,2,0.1326
bookmia.01.14,tokenswap,a_game_of_thrones,41,0.0,6,0.1574
bookmia.01.20,tokenswap,a_game_of_thrones,51,0.0,3,0.1355
bookmia.01.22,tokenswap,a_game_of_thrones,58,0.0,2,0.1222
bookmia.01.23,tokenswap,a_game_of_thrones,50,0.0,2,0.1437
bookmia.01.26,tokenswap,a_game_of_thrones,59,0.0,2,0.1202
bookmia.01.27,tokenswap,a_game_of_thrones,64,0.0,2,0.1173
bookmia.01.31,tokenswap,a_game_of_thrones,51,0.0,2,0.1153
bookmia.01.32,tokenswap,a_game_of_thrones,60,0.0,2,0.1108
bookmia.01.33,tokenswap,a_game_of_thrones,48,0.0,13,0.1913
bookmia.01.36,tokenswap,a_game_of_thrones,48,0.0,5,0.1385
bookmia.01.37,tokenswap,a_game_of_thrones,49,0.0,2,0.1353
bookmia.01.39,tokenswap,a_game_of_thrones,49,0.0,3,0.1345
bookmia.01.41,tokenswap,a_game_of_thrones,37,0.0,2,0.1685
bookmia.01.42,tokenswap,a_game_of_thrones,49,0.0,2,0.1315
bookmia.01.43,tokenswap,a_game_of_thrones,67,0.0,2,0.1316
bookmia.01.44,tokenswap,a_game_of_thrones,49,0.0,3,0.1322
bookmia.01.46,tokenswap,a_game_of_thrones,45,0.0,2,0.1504
bookmia.01.49,tokenswap,a_game_of_thrones,46,0.0,2,0.1207
bookmia.01.51,tokenswap,a_game_of_thrones,60,0.0,4,0.139
bookmia.01.52,tokenswap,a_game_of_thrones,36,0.0,12,0.184
bookmia.01.58,tokenswap,a_game_of_thrones,45,0.0,2,0.1047
bookmia.01.59,tokenswap,a_game_of_thrones,52,0.0,2,0.1563
bookmia.01.60,tokenswap,a_game_of_thrones,46,0.0,3,0.1026
bookmia.01.62,tokenswap,a_game_of_thrones,52,0.0,3,0.1461
bookmia.01.69,tokenswap,a_game_of_thrones,51,0.0,2,0.1479
bookmia.01.71,tokenswap,a_game_of_thrones,42,0.0,2,0.1484
bookmia.01.73,tokenswap,a_game_of_thrones,51,0.0,3,0.1394
bookmia.01.74,tokenswap,a_game_of_thrones,63,0.0,3,0.1148
bookmia.01.75,tokenswap,a_game_of_thrones,61,0.0,3,0.1437
bookmia.01.76,tokenswap,a_game_of_thrones,48,0.0,2,0.1371
bookmia.01.77,tokenswap,a_game_of_thrones,57,0.0,3,0.1448
bookmia.01.78,tokenswap,a_game_of_thrones,47,0.0,7,0.1777
bookmia.01.79,tokenswap,a_game_of_thrones,64,0.0,2,0.1455
bookmia.01.81,tokenswap,a_game_of_thrones,58,0.0,2,0.1385
bookmia.01.82,tokenswap,a_game_of_thrones,48,0.0,3,0.15
bookmia.01.83,tokenswap,a_game_of_thrones,50,0.0,4,0.1705
bookmia.01.87,tokenswap,a_game_of_thrones,46,0.0,2,0.1448
bookmia.01.88,tokenswap,a_game_of_thrones,39,0.0,3,0.1212
bookmia.01.89,tokenswap,a_game_of_thrones,50,0.0,4,0.1576
bookmia.01.90,tokenswap,a_game_of_thrones,59,0.0,2,0.1296
bookmia.01.97,tokenswap,a_game_of_thrones,54,0.0,2,0.1364
bookmia.07.02,tokenswap,casino_royale,44,0.0,3,0.1281
bookmia.07.03,tokenswap,casino_royale,48,0.0,2,0.1301
bookmia.07.04,tokenswap,casino_royale,52,0.0,1,0.0889
