row,author,status,n_words,target_words,T_target,S_anchor,S_risky,S_whole_anchor,S_whole_risky,anchor_exact,anchor_near,sel_worst_n1,sel_worst_n8,sel_worst_n64,risky_exact,risky_near,meter_0.0649836_exact,meter_0.0649836_near,meter_0.5_exact,meter_0.5_near,meter_1_exact,meter_1_near,meter_3_exact,meter_3_near,meter_10_exact,meter_10_near
554,Mark Twain,public_domain,17,8,9,27.6761,3.7078,67.7801,26.0691,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.875,0.875
555,George Carlin,protected,28,14,16,29.9679,2.9201,92.6556,29.4499,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,1.0
558,Cassandra Clare,protected,37,18,32,51.6267,2.6062,217.3542,66.8718,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.625
563,Sylvia Plath,protected,31,15,22,54.5951,2.4914,149.2746,22.3394,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5
564,Jane Austen,public_domain,23,11,13,26.6198,3.763,76.6316,22.4276,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0,0.875,1.0
567,William Shakespeare,public_domain,27,13,16,6.1033,1.9792,49.9439,23.383,0.15625,0.171875,0.0,1.0,1.0,0.9375,1.0,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.375,1.0,1.0
569,Mark Twain,public_domain,9,4,5,25.5351,4.7951,63.4793,27.7466,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
570,William Shakespeare,public_domain,9,4,6,9.3677,4.7354,45.0613,23.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,1.0,1.0
572,Paulo Coelho,protected,18,9,10,26.4828,4.3312,82.6267,24.7914,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375
574,Maya Angelou,protected,19,9,12,35.2029,4.6735,77.2105,24.152,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.75,0.75
575,Cassandra Clare,protected,22,11,12,28.3008,4.0433,125.5163,41.5471,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
576,C.S. Lewis,protected,14,7,8,26.7598,4.3228,65.2876,29.6506,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
578,Jane Austen,public_domain,59,29,31,82.3499,3.779,175.1449,27.5748,0.0,0.0,0.0,0.0,0.0,0.4375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.875
580,Cassandra Clare,protected,23,11,14,70.8713,6.8408,136.1481,46.2294,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Audrey Hepburn,protected,14,7,17,47.3789,15.8404,76.9434,35.6563,0.0,0.0,0.0,0.0,0.0,0.375,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.75,0.625,0.75
582,Stephanie Perkins,protected,18,9,11,30.489,4.2866,78.3537,27.9448,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.875,0.875
584,Ralph Waldo Emerson,public_domain,19,9,10,23.0333,4.2322,72.0422,22.1315,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,1.0,1.0
588,Coco Chanel,protected,11,5,8,32.721,4.916,71.3182,24.4348,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
589,Isaac Asimov,protected,13,6,7,5.6921,5.0599,49.7744,25.8802,0.015625,0.015625,0.0,0.0,1.0,0.875,0.875,0.0,0.0,0.0,0.0,0.125,0.125,0.875,0.875,0.875,0.875
590,John Green,protected,31,15,21,48.7481,9.5216,177.9238,78.2149,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Lemony Snicket,protected,27,13,17,50.1447,4.3572,139.0056,27.9356,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.875,0.875
593,Cassandra Clare,protected,33,16,20,67.9968,4.7795,168.1711,58.9058,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
594,Maya Angelou,protected,40,20,22,47.3207,0.4053,159.7793,40.2566,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
596,Mae West,protected,9,4,6,11.8587,4.5151,54.2262,25.869,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,1.0,1.0
598,William Faulkner,protected,50,25,37,107.3953,7.8516,237.3088,30.203,0.0,0.0,0.0,0.0,0.0,0.6875,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
599,Nicholas Sparks,protected,40,20,24,54.0658,2.1603,141.0835,36.7664,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.75
601,Carlos Ruiz ZafÃ³n,protected,14,7,8,14.7971,4.6033,70.4837,25.636,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5,1.0,1.0
604,George R.R. Martin,protected,26,13,15,41.088,3.481,143.1135,38.847,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0
605,Roy T. Bennett,protected,13,6,10,25.8929,10.2328,75.2193,36.6396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Marilyn Monroe,protected,13,6,9,18.1665,6.9519,58.5448,29.1439,0.0,0.0,0.0,0.0,0.0,0.75,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.875,1.0
609,Stephen King,protected,10,5,6,15.8505,4.0661,53.3895,27.5863,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0
610,Martin Luther King Jr.,protected,28,14,17,26.8595,3.573,79.5284,23.6077,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
611,Marilyn Monroe,protected,13,6,8,27.2268,4.2049,64.9311,27.7521,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
613,Cassandra Clare,protected,44,22,28,60.5004,5.0749,162.7034,46.7117,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
617,William Shakespeare,public_domain,13,6,7,20.6518,4.8693,54.2446,24.0452,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
618,Oscar Wilde,public_domain,13,6,8,23.2318,5.0638,57.1622,24.8299,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.875,0.875
620,Benjamin Franklin,public_domain,10,5,6,11.5747,4.8245,50.9989,24.0169,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.75,0.75,1.0
621,Haruki Murakami,protected,12,6,9,24.546,7.1134,58.6232,28.233,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.75
622,Cassandra Clare,protected,17,8,12,49.8273,19.2781,94.6743,50.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Roy T. Bennett,protected,18,9,10,31.1995,3.8345,77.2075,25.6566,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.75
628,Oscar Wilde,public_domain,22,11,13,28.896,4.3248,86.9936,23.2404,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.625,0.75
632,Mark Twain,public_domain,17,8,13,42.2827,11.3164,88.9619,33.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Mark Twain,public_domain,14,7,8,28.7545,3.8389,70.1509,24.4761,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.375,0.875,1.0
635,Robert Frost,protected,20,10,12,15.8509,3.9774,68.6256,24.8277,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
636,Albert Camus,protected,12,6,7,25.5888,3.8603,73.0356,25.0072,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0
638,John Green,protected,51,25,29,101.1857,4.3873,228.1537,28.7851,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Roy T. Bennett,protected,17,8,10,11.4926,3.2625,69.5471,28.4893,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.125,0.75,0.75,1.0,1.0
642,Cassandra Clare,protected,42,21,33,112.3512,28.3901,210.2208,78.9483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Roy T. Bennett,protected,8,4,9,41.1912,12.2519,66.9813,33.0552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Winston S. Churchill,protected,21,10,11,24.2382,5.4305,86.6797,25.4994,0.0,0.0,0.0,0.0,0.0,0.125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5,1.0
647,Eleanor Roosevelt,protected,52,26,31,71.7489,6.5458,174.9276,25.7292,0.0,0.0,0.0,0.0,0.0,0.4375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0,0.875,1.0
650,J.R.R. Tolkien,protected,44,22,25,82.9199,2.5073,197.9245,27.7746,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
651,Woody Allen,protected,11,5,6,24.616,3.8839,58.3015,27.8106,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.625,0.625
652,Jonathan Safran Foer,protected,11,5,6,13.7269,4.8486,50.6667,27.3904,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,1.0
653,Roy T. Bennett,protected,10,5,8,17.5703,3.106,54.908,25.1122,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.875,0.875
654,Dr. Seuss,protected,21,10,11,20.0513,2.3407,79.8527,25.1682,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
656,Sarah Dessen,protected,33,16,22,66.0867,6.4256,127.1948,27.228,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
658,Dr. Seuss,protected,10,5,6,23.4102,3.1293,62.1286,22.9433,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0
659,Sylvia Plath,protected,10,5,6,18.82,4.6125,52.698,26.8542,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,1.0
662,Suzanne Collins,protected,24,12,17,39.5404,5.5253,138.2846,42.0259,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.25
665,Roy T. Bennett,protected,22,11,13,34.0309,4.4033,89.252,26.0616,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
668,Terry Pratchett,protected,20,10,14,45.4165,6.5452,93.7837,29.1528,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
670,Stephen Chbosky,protected,18,9,11,27.8917,5.0296,79.3724,27.4504,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
671,Lemony Snicket,protected,25,12,15,41.2057,4.4392,104.909,28.094,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
673,Ray Bradbury,protected,11,5,6,32.7616,4.2055,82.2554,25.3445,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.75
674,Khaled Hosseini,protected,24,12,14,30.328,3.913,85.2736,25.5489,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0
675,Paulo Coelho,protected,16,8,10,25.0334,4.6341,67.4385,24.9147,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
678,Roy T. Bennett,protected,17,8,14,40.0915,9.0882,72.8121,31.7797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Edgar Allan Poe,public_domain,13,6,8,33.3861,5.3325,78.6639,28.901,0.0,0.0,0.0,0.0,0.0,0.4375,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
682,Cassandra Clare,protected,31,15,22,65.9477,5.2677,174.7377,50.1273,0.0,0.0,0.0,0.0,0.0,0.75,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0
685,E.E. Cummings,protected,38,19,20,54.4943,5.3256,132.3818,26.516,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5
687,John Green,protected,14,7,8,28.7138,5.9118,74.0041,37.4335,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
688,Marilyn Monroe,protected,17,8,9,31.4675,2.9073,90.7196,27.0196,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
689,John Green,protected,25,12,15,43.4099,4.229,108.2535,26.0651,0.0,0.0,0.0,0.0,0.0,0.8125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.875,0.875
691,John Lennon,protected,10,5,6,34.6467,12.349,62.804,36.8472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,Haruki Murakami,protected,9,4,8,34.6575,11.676,66.2305,32.2139,0.0,0.0,0.0,0.0,0.0,0.4375,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.875,0.875
694,Ray Bradbury,protected,28,14,18,66.1669,4.8871,149.3488,26.9348,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
696,Christopher Paolini,protected,17,8,9,18.747,4.3132,64.8301,26.5555,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
698,Jane Austen,public_domain,36,18,21,55.3948,4.6886,143.0501,26.1682,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
699,Nelson Mandela,protected,14,7,8,9.6909,3.7861,42.7789,20.079,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.875,1.0,1.0
704,Winston S. Churchill,protected,8,4,6,18.0862,5.9776,39.1649,22.9999,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
705,Albert Camus,protected,10,5,6,16.8383,3.8737,48.4178,26.6907,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.875,1.0
707,Leigh Bardugo,protected,40,20,30,97.3067,5.0924,186.6337,33.478,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375
708,S.E. Hinton,protected,12,6,8,25.8623,4.4045,56.9933,26.4002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.875,0.875
709,Mark Twain,public_domain,24,12,14,43.0973,3.5097,114.2157,24.5859,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
711,J.K. Rowling,protected,18,9,12,40.4538,5.6674,113.1876,39.3879,0.0,0.0,0.0,0.0,0.0,0.4375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
712,William Faulkner,protected,32,16,21,68.5516,5.4101,137.1141,24.0764,0.0,0.0,0.0,0.0,0.0,0.75,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375
713,J.K. Rowling,protected,17,8,9,34.6931,6.0804,88.6466,27.4628,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
714,Lewis Carroll,public_domain,44,22,44,68.7515,4.8278,203.1599,39.6937,0.0,0.0,0.0,0.0,0.0,0.6875,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
715,Chuck Palahniuk,protected,15,7,9,27.3722,6.39,74.174,27.15,0.0,0.0,0.0,0.0,0.0,0.625,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375
716,Mark Twain,public_domain,26,13,18,68.1036,13.752,123.3515,32.6589,0.0,0.0,0.0,0.0,0.0,0.8125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
718,Oscar Wilde,public_domain,10,5,8,26.7833,4.5003,62.3702,26.6907,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.875,1.0
719,Chuck Palahniuk,protected,40,20,25,82.9558,4.2535,156.7105,26.5829,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
721,Terry Pratchett,protected,9,4,5,31.767,4.8623,72.4553,30.9422,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
723,Coco Chanel,protected,9,4,6,24.7344,4.9474,59.2831,23.7874,0.0,0.0,0.0,0.0,0.0,0.4375,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
724,Suzanne Collins,protected,37,18,21,65.6416,4.1917,172.6281,25.9552,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125
725,Audrey Hepburn,protected,33,16,22,57.1753,4.3214,128.2123,27.515,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.875,0.875
727,Nicholas Sparks,protected,28,14,16,34.8083,3.7578,99.841,36.4185,0.0,0.0,0.0,0.0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.625,0.625
728,Maya Angelou,protected,32,16,18,66.1696,4.0122,142.0658,27.8447,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
729,Pablo Picasso,protected,17,8,9,29.6567,5.1504,73.728,23.0795,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.625,0.625
730,Rick Riordan,protected,13,6,8,22.5358,4.5085,79.3539,32.9199,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
733,Oscar Wilde,public_domain,17,8,9,26.7926,4.8495,77.0255,24.4369,0.0,0.0,0.0,0.0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
735,William Faulkner,protected,16,8,9,28.8326,4.425,82.455,24.912,0.0,0.0,0.0,0.0,0.0,0.8125,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.75,1.0
737,Roy T. Bennett,protected,30,15,16,46.7633,4.1337,105.6453,28.9696,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.875,0.875
738,Patrick Rothfuss,protected,24,12,14,37.6267,3.8064,100.8764,24.5467,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
739,C.S. Lewis,protected,30,15,18,50.0716,11.0184,114.4139,31.3765,0.0,0.0,0.0,0.0,0.0,0.6875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5
741,Terry Pratchett,protected,48,24,28,86.0335,4.3128,166.7128,23.4959,0.0,0.0,0.0,0.0,0.0,0.5625,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625
744,Mark Twain,public_domain,11,5,7,22.8684,4.3047,76.2273,25.1895,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
745,Agatha Christie,protected,32,16,17,52.1228,4.2698,164.133,26.9816,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
747,Winston S. Churchill,protected,11,5,6,18.4268,4.5278,54.34,26.8741,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0
748,Chuck Palahniuk,protected,8,4,5,24.5709,9.3179,45.3189,27.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Roy T. Bennett,protected,21,10,12,16.8804,4.162,73.5157,24.7453,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
750,Mark Twain,public_domain,18,9,12,47.8607,5.9967,90.325,25.3001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
751,William Shakespeare,public_domain,21,10,18,63.5199,3.3531,141.3183,26.8978,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625
753,J.R.R. Tolkien,protected,31,15,19,41.09,4.4217,141.0152,26.7418,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
754,Mark Twain,public_domain,28,14,16,29.8317,4.326,90.5989,26.2174,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0
758,Mother Teresa,protected,54,27,33,65.9655,5.0177,147.9194,27.9373,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,1.0,1.0
759,C.S. Lewis,protected,17,8,11,27.7803,4.5403,80.0848,25.3893,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,1.0
761,Louisa May Alcott,public_domain,12,6,7,19.0528,4.7995,57.1971,26.7685,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.875,0.875
762,J.K. Rowling,protected,28,14,21,98.5738,5.0186,178.9033,38.1346,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0
763,Cassandra Clare,protected,11,5,6,31.1998,2.755,87.3974,40.9719,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
765,John Green,protected,24,12,15,37.3092,3.1592,118.8095,27.9701,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.875
766,Cassandra Clare,protected,13,6,9,12.7292,7.9349,55.6126,36.6558,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,John Green,protected,56,28,47,130.4964,4.1513,361.4148,46.0449,0.0,0.0,0.0,0.0,0.0,0.75,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
768,Roy T. Bennett,protected,17,8,12,25.9791,3.4585,97.6713,34.0433,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.625
770,John Green,protected,9,4,5,16.6614,2.3501,59.2286,33.506,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,1.0,1.0
771,Douglas Adams,protected,48,24,27,106.2486,4.635,201.7038,26.1247,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125
