row,author,status,n_words,target_words,T_target,S_anchor,S_risky,S_whole_anchor,S_whole_risky,anchor_exact,anchor_near,sel_worst_n1,sel_worst_n8,sel_worst_n64,risky_exact,risky_near,meter_0.0649836_exact,meter_0.0649836_near,meter_0.5_exact,meter_0.5_near,meter_1_exact,meter_1_near,meter_3_exact,meter_3_near,meter_10_exact,meter_10_near
1140,Jodi Picoult,protected,31,15,17,60.5764,4.7021,125.8803,28.9767,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1144,Bob Marley,protected,47,23,29,89.0787,4.8186,186.5494,36.3359,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1145,Nicholas Sparks,protected,11,5,7,24.8115,8.3064,55.0949,30.4776,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.375,0.375
1149,J.R.R. Tolkien,protected,38,19,22,57.5349,4.1212,136.4156,25.8777,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.75
1155,Lemony Snicket,protected,36,18,20,43.1424,4.0876,110.5674,27.0214,0.0,0.0,0.0,0.0,0.0,0.8125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1157,Roy T. Bennett,protected,17,8,9,14.432,4.1693,64.5895,27.9054,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,1.0,1.0
1158,J.R.R. Tolkien,protected,44,22,32,98.6706,0.6161,229.5609,27.0538,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625
1161,Nelson Mandela,protected,23,11,13,23.814,4.947,65.7338,24.9599,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.5,1.0,1.0
1162,Kurt Vonnegut,protected,16,8,9,29.424,4.0571,80.0383,25.5887,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1165,Ernest Hemingway,protected,18,9,10,21.5558,4.4409,90.0147,26.1667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1167,Roy T. Bennett,protected,20,10,13,20.7053,4.5365,85.7321,43.3635,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,0.875
1168,Dr. Seuss,protected,37,18,29,142.5418,9.157,266.3265,30.8962,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1181,Cassandra Clare,protected,27,13,20,67.8957,22.3955,155.871,88.2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,Stephenie Meyer,protected,35,17,20,53.9961,4.3719,124.5123,28.837,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
1184,Roy T. Bennett,protected,14,7,9,25.9811,3.4623,62.7715,26.0497,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.75,0.75
1185,Roy T. Bennett,protected,22,11,26,75.7832,2.4627,195.0174,41.785,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375
1187,John Green,protected,52,26,31,89.3605,0.3347,228.6023,43.3159,0.0,0.0,0.0,0.0,0.0,0.75,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.75
1189,Roy T. Bennett,protected,18,9,13,34.2839,4.1147,80.0817,26.5185,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1190,Maya Angelou,protected,14,7,8,22.9512,4.5749,74.9372,25.8825,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0
1193,J.R.R. Tolkien,protected,45,22,30,66.9868,5.5343,192.2421,27.0639,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1195,Sarah Dessen,protected,18,9,10,33.5514,2.7933,85.8,29.2151,0.0,0.0,0.0,0.0,0.0,0.625,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1198,Anais Nin,protected,23,11,13,38.9357,2.9691,86.8822,24.6393,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1200,T.S. Eliot,protected,16,8,10,41.3489,2.6354,93.0233,22.2185,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,1.0
1201,Aldous Huxley,protected,12,6,9,18.7345,4.3857,64.8064,25.8553,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.75,0.75
1202,J.K. Rowling,protected,15,7,8,25.6746,4.0819,68.5957,25.89,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1204,John Green,protected,19,9,13,35.636,7.6112,93.5667,34.5509,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1209,John Green,protected,11,5,6,25.4907,1.9372,60.7171,32.79,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.75,0.75
1214,C.S. Lewis,protected,22,11,13,40.606,5.9921,106.2568,26.4616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
1220,Mark Twain,public_domain,43,21,24,40.5231,4.7796,121.6061,24.3834,0.0,0.0,0.0,0.0,0.0,0.5625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
1222,J.K. Rowling,protected,18,9,12,45.0991,3.7409,99.6862,41.2635,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1223,Nicholas Sparks,protected,45,22,27,80.8443,3.9832,150.2901,27.249,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0
1224,J.D. Salinger,protected,8,4,5,10.1151,4.367,50.6133,31.3337,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625,1.0,1.0
1226,Terry Pratchett,protected,10,5,6,7.5896,3.7733,44.5547,25.9706,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.125,0.125,0.875,0.875,1.0,1.0
1228,J.K. Rowling,protected,25,12,34,76.7009,4.4136,139.1591,37.1957,0.0,0.0,0.0,0.0,0.0,0.75,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1230,Markus Zusak,protected,17,8,10,28.4137,1.9286,80.3091,28.0973,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
1235,Dr. Seuss,protected,8,4,5,20.906,0.8098,45.3476,18.4724,0.0,0.0,0.0,0.0,0.0,0.8125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1238,Harper Lee,protected,12,6,9,43.8652,7.5222,88.7562,30.6273,0.0,0.0,0.0,0.0,0.0,0.4375,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
1239,Anais Nin,protected,9,4,6,19.6938,6.4597,60.0716,25.0517,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
1241,Margaret Atwood,protected,24,12,14,44.9326,4.9124,102.7674,29.3909,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1243,Cassandra Clare,protected,44,22,36,128.5064,9.9219,262.5837,62.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,Ernest Hemingway,protected,17,8,11,26.1462,4.7322,65.0185,24.6277,0.0,0.0,0.0,0.0,0.0,0.625,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1250,Oscar Wilde,public_domain,16,8,10,11.2586,6.0003,49.6142,27.5642,0.015625,0.015625,0.0,0.0,1.0,0.6875,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.5
1251,Markus Zusak,protected,22,11,14,48.3926,3.1703,126.9262,37.3713,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
1253,Sarah Dessen,protected,19,9,13,38.491,3.7544,96.0551,30.9557,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1254,Taylor Swift,protected,42,21,26,62.0252,2.3648,167.9984,33.3524,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.75,0.75
1255,Albert Camus,protected,14,7,8,27.3255,4.3363,65.006,25.436,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1257,Becca Fitzpatrick,protected,10,5,6,25.2933,5.9732,88.4974,50.4326,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,William Shakespeare,public_domain,12,6,8,22.5281,4.2608,69.4778,25.8904,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1260,Haruki Murakami,protected,12,6,7,12.732,4.3467,61.4866,30.5165,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1262,Barbara Kingsolver,protected,41,20,23,67.9086,2.1703,137.4041,22.6855,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
1263,Jane Austen,public_domain,12,6,8,20.5114,3.1455,61.8978,26.8379,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1266,Mary Oliver,protected,23,11,13,35.4774,4.7542,99.6474,24.7473,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.75
1267,Elizabeth Gilbert,protected,51,25,29,77.0499,5.7922,173.7725,29.9073,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
1270,Mark Twain,public_domain,19,9,11,25.4769,3.3413,78.5743,28.9175,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,1.0,1.0
1271,Albert Camus,protected,18,9,10,42.1563,4.9869,90.146,30.1921,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1275,J.K. Rowling,protected,25,12,13,41.9603,4.1642,127.0673,38.1191,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
1283,Leigh Bardugo,protected,16,8,9,17.1635,4.8705,96.3095,42.665,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375
1286,Jonathan Safran Foer,protected,17,8,10,22.4826,4.5044,72.9121,29.9819,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
1287,Christopher Paolini,protected,23,11,14,43.9045,6.1464,100.3698,29.8518,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1290,Nicholas Sparks,protected,49,24,25,57.5825,4.1928,153.1562,37.5207,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1294,Rick Riordan,protected,8,4,5,22.8972,4.1858,52.8724,31.0177,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1297,Steve Maraboli,protected,24,12,14,29.9755,3.9227,84.3834,25.3798,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1302,Stephenie Meyer,protected,10,5,7,22.3932,4.7002,61.3489,31.8473,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,1.0,1.0
1305,Ralph Waldo Emerson,public_domain,33,16,18,47.7702,4.338,101.1642,23.5294,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.75,1.0,1.0
1307,Stephen King,protected,22,11,13,20.2829,1.2943,60.7037,20.6517,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0
1312,Charles Dickens,public_domain,35,17,20,60.8689,4.8517,161.6053,26.4777,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.875,0.875
1315,Cassandra Clare,protected,17,8,11,43.692,4.5461,86.2341,32.8664,0.0,0.0,0.0,0.0,0.0,0.6875,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1317,Christopher Paolini,protected,22,11,15,56.0155,5.0297,108.3423,27.5423,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1318,Paulo Coelho,protected,36,18,23,39.5303,3.4579,97.8717,25.2344,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
1320,Suzanne Collins,protected,20,10,11,38.2455,4.9385,114.5215,36.5084,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1322,Patrick Rothfuss,protected,31,15,18,41.8173,2.9921,126.0902,23.6549,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1323,Roy T. Bennett,protected,14,7,8,18.8405,4.042,57.0905,27.4391,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1328,George Carlin,protected,22,11,14,31.8218,3.2852,83.5998,24.0182,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.875
1330,Haruki Murakami,protected,9,4,6,21.8435,4.3204,52.73,29.4295,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1333,A.A. Milne,protected,14,7,12,33.4538,0.3077,104.5952,30.6837,0.0,0.0,0.0,0.0,0.0,0.8125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
1335,Nicholas Sparks,protected,36,18,21,63.7068,6.5584,154.3067,29.2238,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0
1338,Robert Frost,protected,16,8,10,24.8037,4.6922,70.1213,24.9002,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
1339,Milan Kundera,protected,17,8,9,13.3232,4.0553,63.3186,33.0302,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1344,Mark Twain,public_domain,42,21,24,62.155,5.6262,181.5661,23.1764,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.625
1346,Emily Dickinson,public_domain,12,6,7,22.7306,4.8218,59.2828,25.3553,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1350,Nicholas Sparks,protected,8,4,5,17.7187,2.2287,55.2749,23.7444,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,1.0,1.0
1351,Aldous Huxley,protected,24,12,16,43.9959,4.1538,105.1761,26.2778,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0
1353,Kurt Vonnegut,protected,47,23,33,121.6624,4.7668,232.079,30.6844,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
1354,Sarah J. Maas,protected,42,21,23,64.9025,3.327,141.5929,27.7089,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
1358,Mae West,protected,14,7,10,35.6239,6.3077,76.6292,27.8074,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1360,Sarah Dessen,protected,23,11,15,74.4408,4.4779,131.0712,30.8919,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1362,Ernest Hemingway,protected,36,18,31,63.9577,5.4781,169.9963,42.1743,0.0,0.0,0.0,0.0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.5,0.5
1363,J.K. Rowling,protected,48,24,36,113.9429,4.4831,279.6652,59.6414,0.0,0.0,0.0,0.0,0.0,0.5,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,Paulo Coelho,protected,14,7,8,13.7154,3.9561,60.1266,33.503,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0
1371,J.K. Rowling,protected,28,14,17,53.5434,4.5074,135.8217,27.5533,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
1372,Rick Riordan,protected,22,11,13,50.8344,5.4428,133.1056,55.9235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,Stephen King,protected,13,6,8,20.749,3.4351,74.4036,36.6155,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1377,Leigh Bardugo,protected,11,5,6,39.1635,3.6426,80.3094,30.1328,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1381,William Shakespeare,public_domain,8,4,6,20.6528,4.6404,53.7707,23.537,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,1.0
1383,Cassandra Clare,protected,55,27,28,80.5723,4.4707,155.351,26.5713,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1384,Ralph Waldo Emerson,public_domain,10,5,6,9.3804,4.9462,42.4043,24.8504,0.0,0.015625,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.75,0.75
1386,Jonathan Safran Foer,protected,12,6,7,20.7367,4.7582,52.9383,28.4619,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1391,Shel Silverstein,protected,39,19,25,124.3342,7.3966,290.3206,35.8057,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
1392,Suzanne Collins,protected,26,13,16,63.7864,6.686,129.2778,38.3684,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1393,Marilyn Monroe,protected,26,13,18,65.9958,4.1381,133.4211,27.6345,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1394,Ayn Rand,protected,16,8,10,24.0189,4.2926,61.2419,27.3139,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0,1.0,1.0
1397,C.S. Lewis,protected,28,14,16,37.1062,4.1327,103.8967,25.2915,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1399,William Shakespeare,public_domain,18,9,13,63.9991,1.4021,157.5006,30.1754,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,Walt Whitman,public_domain,23,11,12,39.7174,4.5552,90.7168,31.3197,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1403,Rick Riordan,protected,38,19,31,106.5573,16.3145,221.9465,91.9264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,Mark Twain,public_domain,13,6,7,19.9804,4.4391,67.6154,24.4858,0.0,0.0,0.0,0.0,0.0,0.75,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0
1410,J.K. Rowling,protected,12,6,7,25.6376,5.0848,59.8936,32.8354,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375
1412,Jorge Luis Borges,protected,9,4,5,15.2848,4.7855,43.2298,26.5737,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,1.0
1416,A.A. Milne,protected,13,6,7,18.9631,3.9819,75.1114,26.0959,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1419,Lemony Snicket,protected,15,7,9,25.3423,4.2797,60.0191,26.7349,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.5,0.5
1421,Suzanne Collins,protected,14,7,10,49.569,26.8077,87.886,56.2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,William Shakespeare,public_domain,46,23,28,65.2348,3.7878,152.7586,26.571,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0
1424,Emily BrontÃ«,public_domain,44,22,30,67.1368,5.0503,186.4984,29.8287,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125
1425,Mark Twain,public_domain,13,6,7,21.4228,4.1544,60.2036,25.5995,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0
1426,Markus Zusak,protected,16,8,11,55.811,0.6598,153.3723,36.9566,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125
1428,Bill Watterson,protected,27,13,15,53.7073,3.8301,118.3285,30.263,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,1.0,1.0
1431,Roy T. Bennett,protected,14,7,11,40.8186,4.3241,81.1976,26.7075,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1433,C. JoyBell C.,protected,34,17,21,75.0718,4.229,142.4218,25.0266,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1434,Groucho Marx,protected,24,12,17,43.0917,4.9761,92.9871,29.8215,0.0,0.0,0.0,0.0,0.0,0.3125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.625,1.0
1437,Edgar Allan Poe,public_domain,11,5,7,26.0821,3.6306,95.621,33.7072,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1438,J.K. Rowling,protected,15,7,8,29.1857,3.8434,86.2595,29.6607,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1439,Mark Twain,public_domain,15,7,8,26.7854,4.5467,78.726,24.8514,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
1440,Harper Lee,protected,9,4,7,30.8572,4.0896,59.8916,28.609,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,1.0
1442,Markus Zusak,protected,9,4,6,15.8939,5.6911,58.2574,29.2819,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75
1443,Roy T. Bennett,protected,9,4,5,19.806,4.8542,57.909,26.9729,0.0,0.0,0.0,0.0,0.0,0.5625,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125
1444,Douglas Adams,protected,21,10,13,42.1313,4.0712,84.723,23.9431,0.0,0.0,0.0,0.0,0.0,0.8125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875
