n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.0,0.0,1.51,0.0816,0.0,0.0,0.0
8,1.2044,100,0.0,0.0,1.65,0.0937,0.0,0.0,0.0
64,3.1745,100,0.0,0.0,1.58,0.085,0.0,0.0,0.0
-1,,100,0.5455,0.9882,,0.6782,93.0,83.0,94.0
