alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,3743.292,0.6873,-8410.834,-0.8854,9500,-26.085,-23024.636
1.0,0.75,attack_train,25,25,4224.902,0.7758,-6729.026,-0.7083,9500,-26.085,-23024.636
1.0,1.0,attack_train,25,25,4550.459,0.8356,-5570.265,-0.5863,9500,-26.085,-23024.636
1.0,1.5,attack_train,25,25,4952.388,0.9094,-4020.558,-0.4232,9500,-26.085,-23024.636
1.0,2.0,attack_train,25,25,5169.837,0.9493,-3009.132,-0.3168,9500,-26.085,-23024.636
1.0,2.5,attack_train,25,25,5287.64,0.9709,-2292.758,-0.2413,9500,-26.085,-23024.636
1.0,3.0,attack_train,25,25,5351.439,0.9826,-1761.033,-0.1854,9500,-26.085,-23024.636
1.0,4.0,attack_train,25,25,5407.133,0.9929,-1039.56,-0.1094,9500,-26.085,-23024.636
1.0,5.5,attack_train,25,25,5432.822,0.9976,-460.442,-0.0485,9500,-26.085,-23024.636
1.0,7.5,attack_train,25,25,5442.903,0.9994,-147.365,-0.0155,9500,-26.085,-23024.636
1.0,10.0,attack_train,25,25,5445.635,0.9999,-47.673,-0.005,9500,-26.085,-23024.636
1.0,14.0,attack_train,25,25,5446.012,1.0,-27.495,-0.0029,9500,-26.085,-23024.636
2.0,0.5,attack_train,25,25,2944.403,0.5407,-12250.974,-1.2896,9500,-26.085,-23024.636
2.0,0.75,attack_train,25,25,3405.693,0.6254,-10820.286,-1.139,9500,-26.085,-23024.636
2.0,1.0,attack_train,25,25,3747.538,0.6881,-9737.166,-1.025,9500,-26.085,-23024.636
2.0,1.5,attack_train,25,25,4237.978,0.7782,-8067.992,-0.8493,9500,-26.085,-23024.636
2.0,2.0,attack_train,25,25,4575.198,0.8401,-6760.71,-0.7117,9500,-26.085,-23024.636
2.0,2.5,attack_train,25,25,4817.211,0.8845,-5676.734,-0.5976,9500,-26.085,-23024.636
2.0,3.0,attack_train,25,25,4992.288,0.9167,-4751.345,-0.5001,9500,-26.085,-23024.636
2.0,4.0,attack_train,25,25,5211.139,0.9569,-3246.64,-0.3418,9500,-26.085,-23024.636
2.0,5.5,attack_train,25,25,5356.286,0.9835,-1697.875,-0.1787,9500,-26.085,-23024.636
2.0,7.5,attack_train,25,25,5421.516,0.9955,-601.505,-0.0633,9500,-26.085,-23024.636
2.0,10.0,attack_train,25,25,5442.071,0.9993,-151.904,-0.016,9500,-26.085,-23024.636
2.0,14.0,attack_train,25,25,5446.012,1.0,-35.639,-0.0038,9500,-26.085,-23024.636
4.0,0.5,attack_train,25,25,2280.927,0.4188,-15351.6,-1.616,9500,-26.085,-23024.636
4.0,0.75,attack_train,25,25,2696.066,0.4951,-14131.392,-1.4875,9500,-26.085,-23024.636
4.0,1.0,attack_train,25,25,3023.274,0.5551,-13095.112,-1.3784,9500,-26.085,-23024.636
4.0,1.5,attack_train,25,25,3536.563,0.6494,-11275.363,-1.1869,9500,-26.085,-23024.636
4.0,2.0,attack_train,25,25,3933.126,0.7222,-9670.375,-1.0179,9500,-26.085,-23024.636
4.0,2.5,attack_train,25,25,4251.497,0.7807,-8241.018,-0.8675,9500,-26.085,-23024.636
4.0,3.0,attack_train,25,25,4510.056,0.8281,-6965.028,-0.7332,9500,-26.085,-23024.636
4.0,4.0,attack_train,25,25,4893.538,0.8986,-4809.773,-0.5063,9500,-26.085,-23024.636
4.0,5.5,attack_train,25,25,5219.433,0.9584,-2527.768,-0.2661,9500,-26.085,-23024.636
4.0,7.5,attack_train,25,25,5388.896,0.9895,-890.215,-0.0937,9500,-26.085,-23024.636
4.0,10.0,attack_train,25,25,5437.819,0.9985,-215.457,-0.0227,9500,-26.085,-23024.636
4.0,14.0,attack_train,25,25,5445.977,1.0,-40.44,-0.0043,9500,-26.085,-23024.636
8.0,0.5,attack_train,25,25,1786.454,0.328,-17431.766,-1.8349,9500,-26.085,-23024.636
8.0,0.75,attack_train,25,25,2163.128,0.3972,-16243.785,-1.7099,9500,-26.085,-23024.636
8.0,1.0,attack_train,25,25,2473.764,0.4542,-15149.277,-1.5947,9500,-26.085,-23024.636
8.0,1.5,attack_train,25,25,2986.191,0.5483,-13117.198,-1.3808,9500,-26.085,-23024.636
8.0,2.0,attack_train,25,25,3405.428,0.6253,-11271.736,-1.1865,9500,-26.085,-23024.636
8.0,2.5,attack_train,25,25,3759.431,0.6903,-9614.024,-1.012,9500,-26.085,-23024.636
8.0,3.0,attack_train,25,25,4062.596,0.746,-8128.609,-0.8556,9500,-26.085,-23024.636
8.0,4.0,attack_train,25,25,4547.762,0.8351,-5613.17,-0.5909,9500,-26.085,-23024.636
8.0,5.5,attack_train,25,25,5030.441,0.9237,-2948.481,-0.3104,9500,-26.085,-23024.636
8.0,7.5,attack_train,25,25,5332.363,0.9791,-1035.527,-0.109,9500,-26.085,-23024.636
8.0,10.0,attack_train,25,25,5430.438,0.9971,-247.894,-0.0261,9500,-26.085,-23024.636
8.0,14.0,attack_train,25,25,5445.798,1.0,-42.852,-0.0045,9500,-26.085,-23024.636
