published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,3075.102,-4692.092,0.0,False
1.0,2.0,1.9077,3075.102,-6045.809,7.125,False
1.0,4.0,2.8094,3075.102,-6357.286,8.764,False
1.0,8.0,3.4339,3075.102,-5924.882,6.488,False
3.0,1.0,3.0,3454.514,-1431.211,0.0,False
3.0,2.0,5.4399,3454.514,-1408.633,-0.119,False
3.0,4.0,6.735,3454.514,-1186.244,-1.289,False
3.0,8.0,7.1338,3454.514,-1067.71,-1.913,False
