published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,5484.618,-5417.339,0.0,False
1.0,2.0,1.643,5484.618,-6842.992,10.475,False
1.0,4.0,2.2638,5484.618,-7681.17,16.634,False
1.0,8.0,2.6633,5484.618,-7774.363,17.318,False
3.0,1.0,3.0,6756.689,-1550.45,0.0,False
3.0,2.0,4.7326,6756.689,-2088.866,3.956,False
3.0,4.0,5.4828,6756.689,-2150.272,4.407,False
3.0,8.0,6.1641,6756.689,-1970.412,3.086,False
