published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,3474.871,-6262.7,0.0,False
1.0,2.0,1.5712,3474.871,-7489.773,6.458,False
1.0,4.0,2.1197,3474.871,-8394.001,11.217,False
1.0,8.0,2.443,3474.871,-8731.288,12.993,False
3.0,1.0,3.0,4517.397,-1867.655,0.0,False
3.0,2.0,4.2944,4517.397,-2596.701,3.837,False
3.0,4.0,4.9757,4517.397,-2849.041,5.165,False
3.0,8.0,5.1975,4517.397,-2958.274,5.74,False
