judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,500,0.451,0.424,0.478,0.0,0.0,0.0,118.1,0.25
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,500,0.444,0.417,0.47,-0.007,-0.031,0.016,119.7,0.25
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,500,0.464,0.436,0.491,0.013,-0.016,0.044,117.4,0.25
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,500,0.443,0.416,0.47,-0.008,-0.04,0.022,117.5,0.25
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),16,1.8351,500,0.449,0.421,0.477,-0.002,-0.036,0.031,112.5,0.25
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),32,2.497,500,0.46,0.431,0.49,0.009,-0.025,0.043,114.2,0.25
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),64,3.1745,500,0.453,0.424,0.482,0.002,-0.033,0.037,114.3,0.25
