prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,s_first,k_crit,k_crit_eta,k_crit_argmax,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,534,0.0,1141.8,2.1382,2.6826,15.208,6.341,11.132,11.1319,9.3256,0,0,0,0.0,0.339,13,,0,0,0.0,0.4775,9,,0,0,0.0,0.5936,1,,0,0,0.9719,0.985,1,,0,0,0.9869,0.9944,1,,0,1,0.9981,0.9981,1,,1,1,1.0,1.0,0,
bookmia.00.26,1984,588,0.0,1205.98,2.051,2.6002,13.636,5.888,0.114,3.0122,2.0178,4,0,0,0.0,0.3776,0,,0,0,0.0,0.5034,0,,0,0,0.0,0.6122,0,,0,1,0.9915,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,532,0.0,1232.6,2.3169,2.6456,12.408,6.208,0.172,3.9632,2.8738,2,0,0,0.0,0.2932,6,,0,0,0.0,0.4511,0,,0,0,0.0,0.5508,0,,0,1,0.9436,0.9906,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,590,0.0,1358.57,2.3027,2.8683,18.836,6.739,0.094,4.7346,3.568,1,0,0,0.0,0.361,0,,0,0,0.0,0.4559,0,,0,0,0.0,0.5763,0,,0,0,0.9746,0.9949,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,601,0.0,1376.37,2.2901,2.784,13.048,6.631,0.044,5.5472,4.2993,1,0,0,0.0,0.3411,0,,0,0,0.0,0.4809,0,,0,0,0.0,0.5874,0,,0,0,0.9917,0.995,0,,0,1,0.9967,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,605,0.0,1371.85,2.2675,2.8536,16.175,6.435,0.462,5.1285,3.9225,1,0,0,0.0,0.3603,4,,0,0,0.0,0.4793,0,,0,0,0.0,0.5901,0,,0,0,0.9901,0.995,0,,0,1,0.9967,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,611,0.0,1293.97,2.1178,2.6699,13.087,6.304,0.174,4.0168,2.922,3,0,0,0.0,0.3813,2,,0,0,0.0,0.5041,0,,0,0,0.0,0.6121,0,,0,1,0.9869,0.9935,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,615,0.0,1464.1,2.3807,2.91,14.089,6.946,1.026,6.3724,5.042,2,0,0,0.0,0.3057,7,,0,0,0.0,0.4455,7,,0,0,0.0,0.5626,5,,0,0,0.9886,0.9919,0,,0,0,0.9951,0.9984,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,622,0.0,1612.18,2.5919,3.0782,13.559,7.39,0.367,3.3927,2.3603,2,0,0,0.0,0.3215,5,,0,0,0.0,0.4469,0,,0,0,0.0,0.5402,0,,0,1,0.992,0.9968,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,659,0.0,1680.4,2.5499,3.1155,14.821,7.231,2.899,4.3707,3.2405,3,0,0,0.0,0.3141,7,,0,0,0.0,0.4522,2,,0,0,0.0561,0.5599,2,,0,0,0.9272,0.9848,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
