prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,s_first,k_crit,k_crit_eta,k_crit_argmax,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,394,0.0,1107.98,2.8121,2.2349,10.962,6.037,4.271,4.48,3.3388,3,0,0,0.0,0.1244,4,,0,0,0.0,0.2183,4,,0,0,0.0,0.3071,4,,0,0,0.9315,0.9772,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,403,0.0,1232.97,3.0595,2.3766,14.002,6.296,4.543,6.4048,5.0711,2,0,0,0.0,0.1067,11,,0,0,0.0,0.1787,3,,0,0,0.0,0.2903,3,,0,0,0.8983,0.9653,3,,0,0,0.9926,0.995,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,370,0.0,1224.03,3.3082,2.395,12.958,6.297,6.256,6.2558,4.9371,0,0,0,0.0,0.0676,18,,0,0,0.0,0.1378,2,,0,0,0.0,0.2135,2,,0,0,0.5027,0.8486,2,,0,1,0.9946,0.9946,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,433,0.0,1393.68,3.2187,2.4265,14.74,6.167,3.16,7.6206,6.1654,1,0,0,0.0,0.0947,27,,0,0,0.0,0.1709,2,,0,0,0.0,0.2748,2,,0,0,0.6074,0.8776,2,,0,0,0.9954,0.9977,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,436,0.0,1377.36,3.1591,2.4752,10.098,6.764,2.038,3.7396,2.6725,39,0,0,0.0,0.1055,5,,0,0,0.0,0.195,5,,0,0,0.0,0.289,5,,0,1,0.5275,0.9037,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,433,0.0,1334.26,3.0814,2.3544,11.203,6.115,3.202,4.6562,3.4974,5,0,0,0.0,0.0901,21,,0,0,0.0,0.1778,6,,0,0,0.0,0.2633,6,,0,0,0.776,0.9215,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,419,0.0,1315.93,3.1406,2.3016,14.001,6.174,5.373,5.3727,4.1423,0,0,0,0.0,0.0764,7,,0,0,0.0,0.1647,7,,0,0,0.0,0.2458,1,,0,0,0.7685,0.9403,1,,0,1,0.9976,0.9976,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,425,0.0,1461.8,3.4395,2.6925,16.051,7.009,5.446,5.7207,4.4554,2,0,0,0.0,0.1012,4,,0,0,0.0,0.1671,4,,0,0,0.0,0.2588,3,,0,0,0.5576,0.8165,3,,0,1,0.9929,0.9953,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,439,0.0,1508.51,3.4362,2.4148,13.597,6.633,1.591,4.1028,2.9994,3,0,0,0.0,0.0797,5,,0,0,0.0,0.1367,5,,0,0,0.0,0.2187,4,,0,1,0.4897,0.7904,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,459,0.0,1569.66,3.4197,2.5803,14.516,6.894,5.486,5.8696,4.5895,1,0,0,0.0,0.0828,50,,0,0,0.0,0.146,22,,0,0,0.0,0.244,10,,0,0,0.3464,0.7908,2,,0,1,0.9956,0.9956,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.02,a_game_of_thrones,414,0.0,1477.51,3.5689,2.4688,12.485,6.8,0.624,4.0265,2.9307,12,0,0,0.0,0.0676,17,,0,0,0.0,0.1329,14,,0,0,0.0,0.2005,0,,0,1,0.1111,0.7391,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.03,a_game_of_thrones,369,0.0,1332.2,3.6103,2.3063,12.076,6.663,3.088,4.8204,3.6452,5,0,0,0.0,0.0352,19,,0,0,0.0,0.0759,11,,0,0,0.0,0.1328,6,,0,0,0.2195,0.7073,3,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.04,a_game_of_thrones,380,0.0,1330.94,3.5025,2.3497,11.902,6.624,6.933,6.9334,5.5469,0,0,0,0.0,0.0421,38,,0,0,0.0,0.0974,23,,0,0,0.0,0.1816,13,,0,0,0.3368,0.7474,1,,0,0,0.9974,0.9974,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.07,a_game_of_thrones,421,0.0,1452.76,3.4507,2.3188,12.596,6.47,10.011,10.0114,8.3171,0,0,0,0.0,0.0546,3,,0,0,0.0,0.114,3,,0,0,0.0,0.1948,3,,0,0,0.5677,0.7933,3,,0,0,0.9739,0.9881,2,,0,1,0.9976,0.9976,1,,1,1,1.0,1.0,0,
bookmia.01.10,a_game_of_thrones,382,0.0,1398.96,3.6622,2.4406,11.765,6.671,2.228,5.6922,4.4298,3,0,0,0.0,0.055,47,,0,0,0.0,0.1047,35,,0,0,0.0,0.1702,7,,0,0,0.1361,0.699,0,,0,1,0.9869,0.9948,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.11,a_game_of_thrones,373,0.0,1254.34,3.3629,2.4409,12.871,6.513,5.459,5.4587,4.2197,0,0,0,0.0,0.0724,4,,0,0,0.0,0.1475,4,,0,0,0.0,0.2252,4,,0,0,0.4021,0.8365,1,,0,1,0.9973,0.9973,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.12,a_game_of_thrones,434,0.0,1519.1,3.5002,2.6553,12.653,7.219,1.925,4.5164,3.3716,1,0,0,0.0,0.0576,56,,0,0,0.0,0.1313,8,,0,0,0.0,0.2212,8,,0,0,0.3387,0.8041,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
