published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,5241.405,-6369.334,0.0,False
1.0,2.0,1.9002,5241.405,-7906.02,8.088,False
1.0,4.0,2.9212,5241.405,-8233.039,9.809,False
1.0,8.0,3.6805,5241.405,-7532.01,6.119,False
3.0,1.0,3.0,6303.714,-2107.035,0.0,False
3.0,2.0,5.3037,6303.714,-2374.385,1.407,False
3.0,4.0,6.8108,6303.714,-1917.643,-0.997,False
3.0,8.0,7.2839,6303.714,-1699.334,-2.146,False
