prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.3168,0.4213,0.2736,0.802,0.8901,1,229,0.0,10,0.1727,0.0,0.1727,0.4505,60,0.5435,0.4505,0.5435,0.797,130,0.8846,0.797,0.8846,0.802,162,0.8901,0.802,0.8901
bookmia.00.26,1984,0.8246,0.8779,0.4791,0.8294,0.9039,42,239,0.8246,148,0.8987,0.8246,0.8987,0.8246,148,0.8987,0.8246,0.8987,0.8246,174,0.9039,0.8294,0.9039,0.8246,174,0.9039,0.8294,0.9039
bookmia.00.31,1984,0.1211,0.2156,0.1196,0.7263,0.8779,0,221,0.1053,20,0.2249,0.1053,0.2249,0.1368,26,0.2412,0.1368,0.2537,0.1368,20,0.2471,0.2842,0.3787,0.7263,118,0.8779,0.7263,0.8779
bookmia.00.40,1984,0.2892,0.4247,0.0088,0.7353,0.8177,0,7,0.0,2,0.1377,0.0,0.1377,0.0,2,0.1593,0.0,0.1852,0.1667,34,0.2594,0.1667,0.2594,0.7353,79,0.8177,0.7353,0.8177
bookmia.00.46,1984,0.7383,0.8564,0.496,0.7897,0.8796,0,247,0.6636,72,0.7851,0.6636,0.7851,0.785,145,0.8743,0.785,0.8743,0.785,145,0.8743,0.7897,0.8743,0.785,168,0.8796,0.7897,0.8796
bookmia.00.48,1984,0.1643,0.3194,0.216,0.77,0.849,0,237,0.1268,27,0.2581,0.1268,0.2581,0.2535,44,0.3422,0.2535,0.3926,0.2723,54,0.4088,0.2864,0.4747,0.77,61,0.849,0.77,0.849
bookmia.00.64,1984,0.0,0.1755,0.2117,0.5945,0.6995,0,245,0.1382,30,0.3378,0.1382,0.3378,0.235,51,0.474,0.235,0.474,0.4793,51,0.5825,0.4977,0.5876,0.4977,37,0.5984,0.5945,0.6995
bookmia.00.71,1984,0.2911,0.4831,0.0845,0.7559,0.8587,0,39,0.7465,99,0.8472,0.7465,0.8472,0.7465,99,0.8472,0.7465,0.8472,0.7465,99,0.8472,0.7465,0.8548,0.7465,159,0.8525,0.7559,0.8587
bookmia.01.00,a_game_of_thrones,0.0,0.224,0.3445,0.7512,0.8548,0,187,0.3474,68,0.5,0.3474,0.5,0.7418,121,0.8387,0.7418,0.8387,0.7465,159,0.8548,0.7465,0.8548,0.7465,159,0.8548,0.7512,0.8548
bookmia.01.01,a_game_of_thrones,0.7005,0.8076,0.1688,0.6959,0.8,0,193,0.1106,21,0.3207,0.1106,0.3207,0.5945,101,0.7288,0.5945,0.7288,0.6175,110,0.7655,0.6175,0.7655,0.6636,144,0.8,0.6959,0.8
