published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,2845.846,-3812.232,0.0,False
1.0,2.0,2.2183,2845.846,-4277.194,3.569,False
1.0,4.0,3.7517,2845.846,-3616.5,-1.502,False
1.0,8.0,5.1816,2845.846,-2505.069,-10.033,False
3.0,1.0,3.0,3142.238,-1185.187,0.0,False
3.0,2.0,6.0633,3142.238,-1080.275,-0.805,False
3.0,4.0,8.2425,3142.238,-694.663,-3.765,False
3.0,8.0,9.717,3142.238,-432.897,-5.774,False
