prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
neutral_qa_000,,160,0.5,56.2492,56.2492,117.9935,128.0023,173.6515,1.0848,0.6795,0.7371,0.6529,0.2667,45.0,0.0,3.5938,2.263,0.882063
neutral_qa_001,,160,0.5,73.2522,73.2522,214.6279,233.6065,374.3931,1.0884,0.5733,0.624,0.3689,0.1974,16.25,0.0,9.6917,2.07,1.237695
neutral_qa_002,,160,0.5,64.9646,64.9646,189.9075,209.6031,333.711,1.1037,0.5691,0.6281,0.4577,0.1856,26.25,0.0,7.7249,2.557,1.265474
neutral_qa_003,,160,0.5,59.934,59.934,133.11,145.2506,199.0416,1.0912,0.6688,0.7297,0.6003,0.2312,40.0,0.0,4.6129,2.376,0.85727
neutral_qa_004,,160,0.5,71.2957,71.2957,204.2085,226.3364,358.4607,1.1084,0.5697,0.6314,0.3842,0.1909,16.88,0.0,8.8424,2.288,1.261455
neutral_qa_005,,160,0.5,72.3572,72.3572,177.3069,189.0742,275.9164,1.0664,0.6426,0.6853,0.4293,0.2443,16.88,0.0,6.6324,2.105,1.008935
neutral_qa_006,,160,0.5,67.3645,67.3645,174.7935,192.2746,290.1152,1.1,0.6025,0.6628,0.4575,0.1891,26.88,0.0,7.6953,2.557,1.062951
neutral_qa_007,,160,0.5,72.7815,72.7815,203.0991,218.4611,333.9569,1.0756,0.6082,0.6542,0.3994,0.2244,17.5,0.0,7.727,1.994,1.188204
neutral_qa_008,,160,0.5,64.2741,64.2741,166.6049,186.5027,275.5511,1.1194,0.6046,0.6768,0.5123,0.1998,32.5,0.0,6.6837,2.185,1.096416
neutral_qa_009,,160,0.5,72.7344,72.7344,186.9491,201.3772,303.6145,1.0772,0.6157,0.6633,0.4144,0.2275,18.75,0.0,8.0244,2.078,1.101251
neutral_qa_010,,160,0.5,67.616,67.616,153.987,166.8348,239.4376,1.0834,0.6431,0.6968,0.4816,0.2136,28.75,0.0,6.8325,1.79,0.947349
neutral_qa_011,,160,0.5,72.3939,72.3939,198.6496,216.6704,334.108,1.0907,0.5946,0.6485,0.3921,0.2089,16.88,0.0,8.6763,2.076,1.15017
neutral_qa_012,,160,0.5,71.7043,71.7043,184.0385,198.2779,296.6519,1.0774,0.6204,0.6684,0.4077,0.2047,21.25,0.0,9.0471,1.873,1.04271
neutral_qa_013,,160,0.5,68.6827,68.6828,174.4798,191.9381,293.5425,1.1001,0.5944,0.6539,0.4537,0.2004,26.25,0.0,8.092,2.211,1.142791
neutral_qa_014,,160,0.5,72.0239,72.0239,183.2646,197.6955,294.8346,1.0787,0.6216,0.6705,0.4151,0.2176,19.38,0.0,7.7713,2.175,1.060347
neutral_qa_015,,160,0.5,70.2473,70.2474,208.4431,230.5009,359.8306,1.1058,0.5793,0.6406,0.3776,0.1797,18.13,0.0,9.299,2.335,1.231305
neutral_qa_016,,160,0.5,71.7148,71.7148,181.3723,196.9093,293.7697,1.0857,0.6174,0.6703,0.4326,0.2325,20.0,0.0,7.6535,1.926,1.079636
neutral_qa_017,,160,0.5,71.1733,71.7565,193.9899,210.3082,334.2409,1.0841,0.5804,0.6292,0.3747,0.2024,17.5,0.0,9.1362,2.277,1.22932
neutral_qa_018,,160,0.5,67.3623,67.3623,168.2593,180.4413,268.0814,1.0724,0.6276,0.6731,0.4432,0.2144,23.13,0.0,7.6697,1.944,1.046045
neutral_qa_019,,160,0.5,71.0586,71.0586,199.4451,220.757,349.3785,1.1069,0.5709,0.6319,0.3972,0.1914,20.0,0.0,9.2305,2.171,1.239212
neutral_qa_020,,160,0.5,68.4529,68.4529,191.6645,209.9102,313.6306,1.0952,0.6111,0.6693,0.454,0.1982,25.62,0.0,7.9935,2.057,1.098437
neutral_qa_021,,160,0.5,59.9082,59.9082,146.5283,158.4936,227.4555,1.0817,0.6442,0.6968,0.5469,0.2155,34.38,0.0,5.8306,2.317,0.99055
neutral_qa_022,,160,0.5,71.5601,71.5601,200.5493,218.8146,341.5628,1.0911,0.5872,0.6406,0.3777,0.1905,18.13,0.0,9.1016,2.296,1.145793
neutral_qa_023,,160,0.5,70.9087,70.9087,181.5058,196.7433,307.3082,1.084,0.5906,0.6402,0.3934,0.1859,21.88,0.0,8.7668,1.738,1.124569
neutral_qa_024,,160,0.5,67.5186,67.5186,204.6456,218.2018,361.2245,1.0662,0.5665,0.6041,0.3816,0.1686,21.88,0.0,10.5954,1.894,1.323277
neutral_qa_025,,160,0.5,72.099,72.099,178.2396,194.4548,286.6533,1.091,0.6218,0.6784,0.3886,0.2066,18.13,0.0,8.6739,1.908,1.02417
neutral_qa_026,,160,0.5,68.2917,68.2917,165.7858,176.4391,262.549,1.0643,0.6314,0.672,0.4602,0.2206,23.75,0.0,7.0731,1.954,1.013868
neutral_qa_027,,160,0.5,66.7698,66.7698,160.889,175.3186,256.3981,1.0897,0.6275,0.6838,0.4755,0.2121,28.12,0.0,6.3556,2.273,1.013597
neutral_qa_028,,160,0.5,70.9372,70.9373,144.3524,155.3901,214.4476,1.0765,0.6731,0.7246,0.4744,0.2304,25.0,0.0,6.8598,1.814,0.860848
neutral_qa_029,,160,0.5,68.7883,68.7884,192.2876,211.7202,323.5723,1.1011,0.5943,0.6543,0.445,0.2134,23.13,0.0,8.2538,2.242,1.176219
