model,skip_tokens,n,ratio_median,ratio_p10,ratio_p90,frac_interval_open,denominator,binds_at_token_0,binds_in_first_tenth
alea-institute/kl3m-003-3.7b,0,758,5.981353480806812,1.599297315076832,8.338202264479008,0.9986807387862797,token,0.8773087071240105,0.9538258575197889
alea-institute/kl3m-003-3.7b,1,758,1.4111116833538717,1.027340341674707,2.76759734971112,0.941952506596306,token,0.8773087071240105,0.9538258575197889
alea-institute/kl3m-003-3.7b,5,758,1.3780767958559466,1.007843692713517,2.737142496654148,0.9155672823218998,token,0.8773087071240105,0.9538258575197889
alea-institute/kl3m-003-3.7b,10,758,1.4477039776971958,1.0117881103147874,3.047933417548598,0.924802110817942,token,0.8773087071240105,0.9538258575197889
alea-institute/kl3m-003-3.7b,20,758,1.434055806336064,1.021561691489699,2.9519494113620106,0.924802110817942,token,0.8773087071240105,0.9538258575197889
