gen_dir,target_model,anchor_model,n_prompts,mean_words,empty_frac,n_empty,mean_words_nonempty,median_words_nonempty,empty_neutral,n_neutral,empty_factual,n_factual
output/phase5/sel_kl3m37b_64,alea-institute/kl3m-003-3.7b,alea-institute/kl3m-003-3.7b,350,70.8943,0.0,0,70.8943,71.5,0,200,0,150
