model,skip_tokens,n,ratio_median,ratio_p10,ratio_p90,frac_interval_open,denominator,binds_at_token_0,binds_in_first_tenth
common-pile/comma-v0.1-2t,0,758,5.201794778795531,1.659181195880698,7.047866376924908,0.9986807387862797,token,0.862796833773087,0.9472295514511874
common-pile/comma-v0.1-2t,1,758,1.3836306190672119,0.9978610195443535,2.706701953014751,0.899736147757256,token,0.862796833773087,0.9472295514511874
common-pile/comma-v0.1-2t,5,758,1.3477250106999121,0.991669686542016,2.5874046414982623,0.8773087071240105,token,0.862796833773087,0.9472295514511874
common-pile/comma-v0.1-2t,10,758,1.3835237671492326,0.9888188259580837,2.646249856688487,0.8891820580474934,token,0.862796833773087,0.9472295514511874
common-pile/comma-v0.1-2t,20,758,1.3764511586996404,1.0167833257366803,2.547658329669633,0.9195250659630607,token,0.862796833773087,0.9472295514511874
