prompt_id,rank,prompt_class,n_words,reward
gutenberg.pg1023.00,0,factual,164,-28.25
gutenberg.pg1023.00,1,factual,158,-27.625
gutenberg.pg1023.00,2,factual,147,-29.875
gutenberg.pg1023.00,3,factual,130,-30.1875
gutenberg.pg1023.00,4,factual,144,-28.3125
gutenberg.pg1023.00,5,factual,149,-23.75
gutenberg.pg1023.00,6,factual,24,-29.4375
gutenberg.pg1023.00,7,factual,161,-29.9375
gutenberg.pg1023.00,8,factual,163,-28.25
gutenberg.pg1023.00,9,factual,77,-26.375
gutenberg.pg1023.00,10,factual,76,-22.75
gutenberg.pg1023.00,11,factual,160,-28.5625
gutenberg.pg1023.00,12,factual,162,-24.0
gutenberg.pg1023.00,13,factual,169,-26.1875
gutenberg.pg1023.00,14,factual,153,-27.0
gutenberg.pg1023.00,15,factual,159,-29.5
gutenberg.pg1023.00,16,factual,167,-29.625
gutenberg.pg1023.00,17,factual,129,-16.25
gutenberg.pg1023.00,18,factual,147,-28.25
gutenberg.pg1023.00,19,factual,150,-28.5
gutenberg.pg1023.00,20,factual,158,-28.1875
gutenberg.pg1023.00,21,factual,163,-29.0
gutenberg.pg1023.00,22,factual,151,-27.3125
gutenberg.pg1023.00,23,factual,164,-21.875
gutenberg.pg1023.00,24,factual,167,-22.25
gutenberg.pg1023.00,25,factual,25,-28.375
gutenberg.pg1023.00,26,factual,158,-25.375
gutenberg.pg1023.00,27,factual,111,-30.0
gutenberg.pg1023.00,28,factual,20,-22.625
gutenberg.pg1023.00,29,factual,71,-28.0625
gutenberg.pg1023.00,30,factual,1,-21.5
gutenberg.pg1023.00,31,factual,80,-28.8125
gutenberg.pg1023.00,32,factual,153,-29.75
gutenberg.pg1023.00,33,factual,159,-26.125
gutenberg.pg1023.00,34,factual,138,-29.9375
gutenberg.pg1023.00,35,factual,85,-28.1875
gutenberg.pg1023.00,36,factual,166,-30.0
gutenberg.pg1023.00,37,factual,35,-30.625
gutenberg.pg1023.00,38,factual,157,-26.125
gutenberg.pg1023.00,39,factual,155,-28.75
gutenberg.pg1023.00,40,factual,154,-29.9375
gutenberg.pg1023.00,41,factual,144,-28.125
gutenberg.pg1023.00,42,factual,159,-27.875
gutenberg.pg1023.00,43,factual,153,-29.0
gutenberg.pg1023.00,44,factual,168,-12.125
gutenberg.pg1023.00,45,factual,163,-24.375
gutenberg.pg1023.00,46,factual,157,-18.875
gutenberg.pg1023.00,47,factual,161,-23.375
gutenberg.pg1023.00,48,factual,161,-28.4375
gutenberg.pg1023.00,49,factual,48,-29.75
gutenberg.pg1023.00,50,factual,159,-22.625
gutenberg.pg1023.00,51,factual,42,-20.0
gutenberg.pg1023.00,52,factual,162,-21.625
gutenberg.pg1023.00,53,factual,152,-23.625
gutenberg.pg1023.00,54,factual,172,-28.1875
gutenberg.pg1023.00,55,factual,155,-28.375
gutenberg.pg1023.00,56,factual,150,-28.4375
gutenberg.pg1023.00,57,factual,143,-23.625
gutenberg.pg1023.00,58,factual,156,-19.875
gutenberg.pg1023.00,59,factual,168,-30.0
gutenberg.pg1023.00,60,factual,162,-27.1875
gutenberg.pg1023.00,61,factual,139,-28.9375
gutenberg.pg1023.00,62,factual,74,-28.625
gutenberg.pg1023.00,63,factual,164,-25.375
gutenberg.pg1023.01,0,factual,159,-25.0
gutenberg.pg1023.01,1,factual,163,-26.5625
gutenberg.pg1023.01,2,factual,161,-24.75
gutenberg.pg1023.01,3,factual,154,-22.375
gutenberg.pg1023.01,4,factual,163,-12.75
gutenberg.pg1023.01,5,factual,176,-14.75
gutenberg.pg1023.01,6,factual,166,-22.625
gutenberg.pg1023.01,7,factual,167,-26.25
gutenberg.pg1023.01,8,factual,157,-28.75
gutenberg.pg1023.01,9,factual,163,-24.625
gutenberg.pg1023.01,10,factual,171,-27.5
gutenberg.pg1023.01,11,factual,101,-23.0
gutenberg.pg1023.01,12,factual,43,-15.375
gutenberg.pg1023.01,13,factual,148,-25.5625
gutenberg.pg1023.01,14,factual,144,-23.875
gutenberg.pg1023.01,15,factual,157,-28.25
gutenberg.pg1023.01,16,factual,155,-25.375
gutenberg.pg1023.01,17,factual,154,-16.375
gutenberg.pg1023.01,18,factual,166,-27.125
gutenberg.pg1023.01,19,factual,161,-26.125
gutenberg.pg1023.01,20,factual,145,-27.5625
gutenberg.pg1023.01,21,factual,160,-26.9375
gutenberg.pg1023.01,22,factual,35,-28.0
gutenberg.pg1023.01,23,factual,143,-25.0
gutenberg.pg1023.01,24,factual,168,-26.5
gutenberg.pg1023.01,25,factual,155,-29.1875
gutenberg.pg1023.01,26,factual,170,-28.625
gutenberg.pg1023.01,27,factual,171,-26.5625
gutenberg.pg1023.01,28,factual,167,-24.875
gutenberg.pg1023.01,29,factual,156,-25.8125
gutenberg.pg1023.01,30,factual,162,-25.5
gutenberg.pg1023.01,31,factual,154,-27.4375
gutenberg.pg1023.01,32,factual,158,-26.0
gutenberg.pg1023.01,33,factual,5,-26.9375
gutenberg.pg1023.01,34,factual,163,-28.0
gutenberg.pg1023.01,35,factual,163,-25.0
gutenberg.pg1023.01,36,factual,20,-28.625
gutenberg.pg1023.01,37,factual,155,-20.375
gutenberg.pg1023.01,38,factual,160,-27.6875
gutenberg.pg1023.01,39,factual,167,-27.375
gutenberg.pg1023.01,40,factual,169,-16.25
gutenberg.pg1023.01,41,factual,146,-19.0
gutenberg.pg1023.01,42,factual,151,-24.625
gutenberg.pg1023.01,43,factual,97,-22.625
gutenberg.pg1023.01,44,factual,79,-22.0
gutenberg.pg1023.01,45,factual,177,-27.9375
gutenberg.pg1023.01,46,factual,154,-28.875
gutenberg.pg1023.01,47,factual,165,-28.5
gutenberg.pg1023.01,48,factual,153,-29.0
gutenberg.pg1023.01,49,factual,147,-29.125
gutenberg.pg1023.01,50,factual,167,-28.0
gutenberg.pg1023.01,51,factual,168,-18.375
gutenberg.pg1023.01,52,factual,161,-29.6875
gutenberg.pg1023.01,53,factual,159,-15.125
gutenberg.pg1023.01,54,factual,91,-16.25
gutenberg.pg1023.01,55,factual,168,-23.5
gutenberg.pg1023.01,56,factual,150,-25.625
gutenberg.pg1023.01,57,factual,111,-16.875
gutenberg.pg1023.01,58,factual,86,-29.0
gutenberg.pg1023.01,59,factual,162,-28.5
gutenberg.pg1023.01,60,factual,158,-25.25
gutenberg.pg1023.01,61,factual,118,-26.125
gutenberg.pg1023.01,62,factual,164,-19.625
gutenberg.pg1023.01,63,factual,170,-26.4375
gutenberg.pg1023.02,0,factual,118,-27.3125
gutenberg.pg1023.02,1,factual,5,-23.25
gutenberg.pg1023.02,2,factual,128,-17.25
gutenberg.pg1023.02,3,factual,147,-27.9375
gutenberg.pg1023.02,4,factual,171,-27.4375
gutenberg.pg1023.02,5,factual,67,-22.875
gutenberg.pg1023.02,6,factual,91,-22.25
gutenberg.pg1023.02,7,factual,147,-24.875
gutenberg.pg1023.02,8,factual,160,-27.0625
gutenberg.pg1023.02,9,factual,160,-21.75
gutenberg.pg1023.02,10,factual,133,-13.625
gutenberg.pg1023.02,11,factual,54,-23.125
gutenberg.pg1023.02,12,factual,155,-28.8125
gutenberg.pg1023.02,13,factual,95,-23.125
gutenberg.pg1023.02,14,factual,159,-26.0
gutenberg.pg1023.02,15,factual,162,-25.125
gutenberg.pg1023.02,16,factual,161,-22.625
gutenberg.pg1023.02,17,factual,154,-29.125
gutenberg.pg1023.02,18,factual,156,-27.375
gutenberg.pg1023.02,19,factual,9,-28.5
gutenberg.pg1023.02,20,factual,140,-26.25
gutenberg.pg1023.02,21,factual,65,-27.0625
gutenberg.pg1023.02,22,factual,52,-26.125
gutenberg.pg1023.02,23,factual,162,-27.4375
gutenberg.pg1023.02,24,factual,100,-25.9375
gutenberg.pg1023.02,25,factual,163,-22.875
gutenberg.pg1023.02,26,factual,125,-22.875
gutenberg.pg1023.02,27,factual,141,-25.25
gutenberg.pg1023.02,28,factual,161,-27.75
gutenberg.pg1023.02,29,factual,159,-13.375
