prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
neutral_qa_000,,160,0.25,35.9339,35.9339,143.4989,160.132,308.2359,1.1159,0.4655,0.5195,0.3098,0.1486,15.0,0.0,6.7639,2.104,1.779771
neutral_qa_001,,160,0.25,37.4509,37.4509,129.0325,144.4411,269.9664,1.1194,0.478,0.535,0.2846,0.1657,10.63,0.0,6.7562,2.187,1.647
neutral_qa_002,,160,0.25,36.0742,36.0742,132.7023,149.0946,283.0417,1.1235,0.4688,0.5268,0.3095,0.1441,14.37,0.0,7.8803,2.543,1.683689
neutral_qa_003,,160,0.25,36.7477,36.7477,127.4832,143.5557,285.7457,1.1261,0.4461,0.5024,0.2854,0.1316,14.37,0.0,7.4555,2.356,1.724609
neutral_qa_004,,160,0.25,34.9572,34.9572,115.5033,130.0614,260.2603,1.126,0.4438,0.4997,0.3115,0.1213,17.5,0.0,6.8526,2.405,1.797366
neutral_qa_005,,160,0.25,37.5532,37.5532,138.7041,152.6475,300.3412,1.1005,0.4618,0.5082,0.2738,0.1411,11.87,0.0,7.75,2.091,1.748976
neutral_qa_006,,160,0.25,36.5984,36.5984,143.6902,165.5732,336.1534,1.1523,0.4275,0.4926,0.2737,0.1264,13.13,0.0,8.8877,2.577,2.052593
neutral_qa_007,,160,0.25,37.3795,37.3795,125.2834,140.034,271.5139,1.1177,0.4614,0.5158,0.2643,0.1301,12.5,0.0,8.0371,2.173,1.627395
neutral_qa_008,,160,0.25,36.7037,36.7037,122.5871,144.0387,274.3649,1.175,0.4468,0.525,0.3116,0.1322,15.0,0.0,6.529,2.338,1.667084
neutral_qa_009,,160,0.25,37.9681,37.9681,146.8699,165.0488,335.7293,1.1238,0.4375,0.4916,0.2264,0.1315,8.13,0.0,8.5962,2.341,1.876049
neutral_qa_010,,160,0.25,35.2638,35.2638,114.858,129.9798,240.6706,1.1317,0.4772,0.5401,0.3295,0.1411,17.5,0.0,6.7192,2.274,1.641862
neutral_qa_011,,160,0.25,34.9887,36.1154,143.6899,161.9184,339.0652,1.1269,0.4238,0.4775,0.3029,0.1216,18.13,0.0,8.8531,2.03,2.008831
neutral_qa_012,,160,0.25,37.6329,37.6329,133.959,146.965,296.1839,1.0971,0.4523,0.4962,0.2538,0.1381,10.63,0.0,8.0222,1.96,1.736401
neutral_qa_013,,160,0.25,36.8233,36.8233,143.0611,158.1342,309.5903,1.1054,0.4621,0.5108,0.2906,0.1495,12.5,0.0,7.52,2.08,1.790054
neutral_qa_014,,160,0.25,36.5167,36.5167,131.3029,146.9016,281.7091,1.1188,0.4661,0.5215,0.2795,0.1464,13.13,0.0,7.6389,2.065,1.696717
neutral_qa_015,,160,0.25,38.0013,38.0013,194.5484,216.8392,444.9754,1.1146,0.4372,0.4873,0.1835,0.1101,6.25,0.0,11.7708,2.368,2.317732
neutral_qa_016,,160,0.25,37.596,37.596,136.1897,151.9261,313.3361,1.1155,0.4346,0.4849,0.2655,0.1333,12.5,0.0,8.5741,1.97,1.843349
neutral_qa_017,,160,0.25,34.738,34.738,131.6101,152.7121,297.423,1.1603,0.4425,0.5135,0.3465,0.128,21.25,0.0,6.5265,2.4,1.780693
neutral_qa_018,,160,0.25,36.6258,36.6258,126.8237,145.7148,278.003,1.149,0.4562,0.5241,0.3096,0.1365,16.25,0.0,7.0741,2.274,1.670283
neutral_qa_019,,160,0.25,35.1672,35.1672,120.3677,131.7367,255.9396,1.0945,0.4703,0.5147,0.315,0.1389,16.25,0.0,6.9576,2.037,1.6353
neutral_qa_020,,160,0.25,33.7253,33.7253,115.5288,132.2928,250.0266,1.1451,0.4621,0.5291,0.3725,0.1472,23.13,0.0,5.8702,2.349,1.702237
neutral_qa_021,,160,0.25,38.2703,38.2703,155.7398,168.8293,351.158,1.084,0.4435,0.4808,0.2102,0.1297,6.88,0.0,9.3268,2.069,1.984317
neutral_qa_022,,160,0.25,31.889,31.889,113.7356,126.0017,247.0462,1.1078,0.4604,0.51,0.3854,0.1289,25.0,0.0,6.6397,2.368,1.712028
neutral_qa_023,,160,0.25,36.9321,36.9321,124.2514,137.6338,265.5191,1.1077,0.468,0.5184,0.2784,0.1336,12.5,0.0,7.8373,2.077,1.646596
neutral_qa_024,,160,0.25,37.2561,37.2561,150.1331,166.1224,328.0897,1.1065,0.4576,0.5063,0.2578,0.123,10.63,0.0,8.0652,2.467,1.931782
neutral_qa_025,,160,0.25,34.1165,34.1165,101.2641,116.0737,212.3795,1.1462,0.4768,0.5465,0.4043,0.1488,25.0,0.0,4.9213,2.391,1.533491
neutral_qa_026,,160,0.25,36.0836,36.0836,123.1285,136.9998,268.4981,1.1127,0.4586,0.5102,0.3029,0.1214,16.25,0.0,7.8777,2.214,1.651918
neutral_qa_027,,160,0.25,27.3237,27.3237,92.2589,102.1394,195.5614,1.1071,0.4718,0.5223,0.4824,0.1119,38.12,0.0,5.0442,2.02,1.611976
neutral_qa_028,,160,0.25,35.1964,35.1964,130.3209,144.4677,273.9484,1.1086,0.4757,0.5274,0.3301,0.1343,18.75,0.0,7.0731,2.112,1.665984
neutral_qa_029,,160,0.25,35.0934,35.0934,122.4694,137.4918,266.1293,1.1227,0.4602,0.5166,0.3439,0.1263,20.0,0.0,7.6216,2.176,1.634982
