prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.7079,0.7723,0.8683,0,253,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7723,0.8683
bookmia.00.26,1984,0.7014,0.8675,0.7225,0.7867,0.8806,0,254,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7867,0.8806
bookmia.00.31,1984,0.0,0.0985,0.7439,0.7947,0.8791,0,253,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7895,0.8791,0.7842,149,0.8791,0.7947,0.8791
bookmia.00.40,1984,0.2892,0.4266,0.6599,0.7451,0.8483,0,251,0.7353,150,0.8475,0.7353,0.8475,0.7353,150,0.8475,0.7353,0.8475,0.7353,150,0.8475,0.7451,0.8483,0.7353,150,0.8475,0.7451,0.8483
bookmia.00.46,1984,0.0,0.1605,0.5211,0.729,0.8427,0,254,0.729,156,0.8413,0.729,0.8413,0.729,156,0.8413,0.729,0.8413,0.729,156,0.8413,0.729,0.8413,0.729,156,0.8413,0.729,0.8427
bookmia.00.48,1984,0.77,0.8372,0.6956,0.7653,0.864,0,248,0.1315,28,0.2684,0.1315,0.2684,0.7606,162,0.8617,0.7606,0.8617,0.7606,162,0.8617,0.7653,0.8617,0.7653,95,0.864,0.7653,0.864
bookmia.00.64,1984,0.0,0.1449,0.7134,0.7742,0.8698,0,252,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7742,0.8698
bookmia.00.71,1984,0.3897,0.5291,0.6156,0.7089,0.8264,0,243,0.6995,149,0.8232,0.6995,0.8232,0.6995,149,0.8232,0.6995,0.8232,0.6995,149,0.8232,0.7089,0.8264,0.6995,149,0.8232,0.7089,0.8264
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.6538,0.7277,0.8361,0,247,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7277,0.8361
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.5955,0.659,0.7944,0,252,0.6544,142,0.7911,0.6544,0.7911,0.6544,142,0.7911,0.6544,0.7911,0.6544,142,0.7911,0.6544,0.7911,0.6544,142,0.7911,0.659,0.7944
