model,id,split,novel,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
common-pile/comma-v0.1-2t,bookmia.00.11,attack_train,1984,65,225,132.6897571075736,0.5897322538114382,22.601970672607422,38.325817396845665,2.0413808785780554
common-pile/comma-v0.1-2t,bookmia.00.26,attack_train,1984,67,273,180.60413428624196,0.6615536054441097,4.572912216186523,6.912383484202564,2.695584093824507
common-pile/comma-v0.1-2t,bookmia.00.31,attack_train,1984,65,252,157.30425727866756,0.6242232431693158,2.7636914253234863,4.427408712452984,2.420065496594886
common-pile/comma-v0.1-2t,bookmia.00.40,attack_train,1984,68,290,173.53568098518843,0.5983988999489256,4.7851691246032715,7.996620857778472,2.5519953086057123
common-pile/comma-v0.1-2t,bookmia.00.46,attack_train,1984,68,312,186.25892792224124,0.5969837433405168,8.802447001139322,14.744868850002245,2.73910188120943
common-pile/comma-v0.1-2t,bookmia.00.48,attack_train,1984,72,264,189.41996955515424,0.7174998846786146,7.546937942504883,10.518382098256835,2.6308329104882535
common-pile/comma-v0.1-2t,bookmia.00.64,attack_train,1984,72,273,156.69127993720423,0.5739607323707114,3.9931421279907227,6.957169546246276,2.1762677769056142
common-pile/comma-v0.1-2t,bookmia.00.71,attack_train,1984,77,271,165.42723728147044,0.6104326098947249,6.817773818969727,11.168757547447406,2.1484056789801356
common-pile/comma-v0.1-2t,bookmia.01.00,attack_train,a_game_of_thrones,75,255,136.12117508030454,0.5338085297266845,6.14962895711263,11.520289794285048,1.8149490010707272
common-pile/comma-v0.1-2t,bookmia.01.01,attack_train,a_game_of_thrones,74,276,154.13635358049845,0.5584650492047045,1.0607564414435044,1.8994141942348943,2.082923697033763
common-pile/comma-v0.1-2t,bookmia.01.02,attack_train,a_game_of_thrones,71,238,265.38656184762476,1.115069587595062,23.661916732788086,21.22012562805266,3.7378388992623206
common-pile/comma-v0.1-2t,bookmia.01.03,attack_train,a_game_of_thrones,66,237,206.22091981067933,0.8701304633361997,6.894325892130534,7.923324354944133,3.124559391070899
common-pile/comma-v0.1-2t,bookmia.01.04,attack_train,a_game_of_thrones,79,232,198.54705562861727,0.8558062742612813,1.9926690513674337,2.328411360488651,2.5132538687166743
common-pile/comma-v0.1-2t,bookmia.01.07,attack_train,a_game_of_thrones,75,268,222.08863095100327,0.8286889214589674,21.25879669189453,25.653530705426668,2.9611817460133767
common-pile/comma-v0.1-2t,bookmia.01.10,attack_train,a_game_of_thrones,80,270,250.19548187518967,0.9266499328710729,21.80808448791504,23.53432910780694,3.127443523439871
common-pile/comma-v0.1-2t,bookmia.01.11,attack_train,a_game_of_thrones,77,261,188.05459124068977,0.7205156752516849,5.097592830657959,7.0749228722571615,2.442267418710257
common-pile/comma-v0.1-2t,bookmia.01.12,attack_train,a_game_of_thrones,98,293,264.39974240642005,0.9023881993393176,5.393046061197917,5.976414657401802,2.6979565551675515
common-pile/comma-v0.1-2t,bookmia.01.14,attack_train,a_game_of_thrones,65,253,153.96042815925057,0.6085392417361682,3.512457847595215,5.771949624109925,2.368621971680778
common-pile/comma-v0.1-2t,bookmia.01.20,attack_train,a_game_of_thrones,76,270,196.7796084363774,0.7288133645791756,2.9428634643554688,4.037883506780517,2.5892053741628605
common-pile/comma-v0.1-2t,bookmia.01.22,attack_train,a_game_of_thrones,75,253,198.902557557798,0.786176116829241,5.411650975545247,6.883509762890276,2.65203410077064
common-pile/comma-v0.1-2t,bookmia.01.23,attack_train,a_game_of_thrones,68,273,217.82510629438457,0.7978941622504929,4.647212982177734,5.824347641634676,3.203310386682126
common-pile/comma-v0.1-2t,bookmia.01.26,attack_train,a_game_of_thrones,71,262,217.26620935882488,0.8292603410642171,23.03205108642578,27.774210276193834,3.060087455758097
common-pile/comma-v0.1-2t,bookmia.01.27,attack_train,a_game_of_thrones,73,261,210.10306640728095,0.8049925915987776,0.898153112080976,1.1157284196829371,2.878124197360013
common-pile/comma-v0.1-2t,bookmia.01.31,attack_train,a_game_of_thrones,73,249,171.28536561121552,0.6878930345831948,7.581047534942627,11.020677858056962,2.346374871386514
common-pile/comma-v0.1-2t,bookmia.01.32,attack_train,a_game_of_thrones,79,250,193.40557571390372,0.7736223028556148,1.217019187907378,1.5731438757841971,2.448171844479794
common-pile/comma-v0.1-2t,bookmia.01.33,attack_train,a_game_of_thrones,77,284,172.60267408444267,0.6077558946635305,1.0701749037644521,1.760863058937386,2.241593169927827
