constraint,k,L,prompt_id,window,S_i,K_i,surplus,attempts,matched,attempts_to_match,bound_success_prob,bound_expected_attempts
kl,5.0,50,bookmia.01.78,4,148.9,250.0,-101.1,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.78,5,21.14,250.0,-228.86,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.79,0,173.88,250.0,-76.12,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.79,1,180.81,250.0,-69.19,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.79,2,146.27,250.0,-103.73,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.79,3,182.9,250.0,-67.1,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.79,4,146.72,250.0,-103.28,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.79,5,117.38,250.0,-132.62,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.11,0,122.65,500.0,-377.35,1,1,1,1.0,1.0
kl,10.0,50,bookmia.00.11,1,132.54,500.0,-367.46,4,1,4,1.0,1.0
kl,10.0,50,bookmia.00.11,2,147.72,500.0,-352.28,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.11,3,119.3,500.0,-380.7,8,1,8,1.0,1.0
kl,10.0,50,bookmia.00.11,4,94.52,500.0,-405.48,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.26,0,152.37,500.0,-347.63,5,1,5,1.0,1.0
kl,10.0,50,bookmia.00.26,1,152.72,500.0,-347.28,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.26,2,144.08,500.0,-355.92,2,1,2,1.0,1.0
kl,10.0,50,bookmia.00.26,3,142.92,500.0,-357.08,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.26,4,133.63,500.0,-366.37,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.31,0,106.8,500.0,-393.2,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.31,1,164.66,500.0,-335.34,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.31,2,159.96,500.0,-340.04,1,1,1,1.0,1.0
kl,10.0,50,bookmia.00.31,3,131.07,500.0,-368.93,1,1,1,1.0,1.0
kl,10.0,50,bookmia.00.31,4,132.84,500.0,-367.16,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.40,0,169.49,500.0,-330.51,2,1,2,1.0,1.0
kl,10.0,50,bookmia.00.40,1,142.84,500.0,-357.16,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.40,2,135.65,500.0,-364.35,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.40,3,144.71,500.0,-355.29,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.40,4,137.6,500.0,-362.4,1,1,1,1.0,1.0
kl,10.0,50,bookmia.00.40,5,29.97,500.0,-470.03,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.46,0,179.75,500.0,-320.25,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.46,1,138.46,500.0,-361.54,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.46,2,149.48,500.0,-350.52,1,1,1,1.0,1.0
kl,10.0,50,bookmia.00.46,3,171.12,500.0,-328.88,1,1,1,1.0,1.0
kl,10.0,50,bookmia.00.46,4,155.21,500.0,-344.79,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.46,5,6.91,500.0,-493.09,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.48,0,158.89,500.0,-341.11,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.48,1,135.4,500.0,-364.6,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.48,2,149.59,500.0,-350.41,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.48,3,170.64,500.0,-329.36,6,1,6,1.0,1.0
kl,10.0,50,bookmia.00.48,4,144.88,500.0,-355.12,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.48,5,25.81,500.0,-474.19,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.64,0,172.27,500.0,-327.73,2,1,2,1.0,1.0
kl,10.0,50,bookmia.00.64,1,147.28,500.0,-352.72,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.64,2,118.88,500.0,-381.12,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.64,3,126.73,500.0,-373.27,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.64,4,126.61,500.0,-373.39,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.64,5,22.28,500.0,-477.72,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.71,0,197.4,500.0,-302.6,1,1,1,1.0,1.0
kl,10.0,50,bookmia.00.71,1,166.28,500.0,-333.72,5,1,5,1.0,1.0
kl,10.0,50,bookmia.00.71,2,143.92,500.0,-356.08,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.71,3,145.06,500.0,-354.94,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.71,4,146.51,500.0,-353.49,8,0,,1.0,1.0
kl,10.0,50,bookmia.00.71,5,38.72,500.0,-461.28,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.00,0,197.81,500.0,-302.19,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.00,1,183.06,500.0,-316.94,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.00,2,159.48,500.0,-340.52,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.00,3,141.97,500.0,-358.03,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.00,4,127.94,500.0,-372.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.00,5,42.97,500.0,-457.03,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.01,0,191.31,500.0,-308.69,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.01,1,148.19,500.0,-351.81,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.01,2,174.57,500.0,-325.43,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.01,3,154.51,500.0,-345.49,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.01,4,160.31,500.0,-339.69,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.01,5,80.28,500.0,-419.72,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.02,0,188.86,500.0,-311.14,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.02,1,145.0,500.0,-355.0,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.02,2,189.6,500.0,-310.4,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.02,3,142.94,500.0,-357.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.02,4,168.24,500.0,-331.76,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.02,5,85.94,500.0,-414.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.03,0,154.47,500.0,-345.53,5,1,5,1.0,1.0
kl,10.0,50,bookmia.01.03,1,154.97,500.0,-345.03,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.03,2,161.0,500.0,-339.0,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.03,3,163.25,500.0,-336.75,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.03,4,169.04,500.0,-330.96,6,1,6,1.0,1.0
kl,10.0,50,bookmia.01.03,5,12.62,500.0,-487.38,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.04,0,163.16,500.0,-336.84,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.04,1,180.56,500.0,-319.44,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.04,2,215.33,500.0,-284.67,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.04,3,146.31,500.0,-353.69,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.04,4,161.88,500.0,-338.12,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.04,5,22.44,500.0,-477.56,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.07,0,206.33,500.0,-293.67,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.07,1,164.86,500.0,-335.14,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.07,2,165.84,500.0,-334.16,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.07,3,166.58,500.0,-333.42,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.07,4,192.88,500.0,-307.12,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.07,5,28.84,500.0,-471.16,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.10,0,164.3,500.0,-335.7,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.10,1,163.25,500.0,-336.75,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.10,2,124.83,500.0,-375.17,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.10,3,185.12,500.0,-314.88,6,1,6,1.0,1.0
kl,10.0,50,bookmia.01.10,4,184.85,500.0,-315.15,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.10,5,26.35,500.0,-473.65,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.11,0,139.01,500.0,-360.99,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.11,1,132.2,500.0,-367.8,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.11,2,141.9,500.0,-358.1,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.11,3,127.85,500.0,-372.15,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.11,4,141.71,500.0,-358.29,4,1,4,1.0,1.0
kl,10.0,50,bookmia.01.11,5,30.94,500.0,-469.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.12,0,172.66,500.0,-327.34,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.12,1,193.11,500.0,-306.89,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.12,2,161.4,500.0,-338.6,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.12,3,137.0,500.0,-363.0,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.12,4,148.08,500.0,-351.92,5,1,5,1.0,1.0
kl,10.0,50,bookmia.01.12,5,116.44,500.0,-383.56,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.14,0,218.31,500.0,-281.69,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.14,1,160.22,500.0,-339.78,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.14,2,137.22,500.0,-362.78,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.14,3,162.92,500.0,-337.08,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.14,4,140.92,500.0,-359.08,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.14,5,40.2,500.0,-459.8,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.20,0,186.26,500.0,-313.74,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.20,1,151.51,500.0,-348.49,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.20,2,150.27,500.0,-349.73,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.20,3,185.33,500.0,-314.67,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.20,4,155.88,500.0,-344.12,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.20,5,29.47,500.0,-470.53,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.22,0,184.19,500.0,-315.81,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.22,1,163.58,500.0,-336.42,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.22,2,144.91,500.0,-355.09,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.22,3,164.07,500.0,-335.93,8,1,8,1.0,1.0
kl,10.0,50,bookmia.01.22,4,128.85,500.0,-371.15,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.22,5,93.1,500.0,-406.9,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.23,0,156.24,500.0,-343.76,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.23,1,147.89,500.0,-352.11,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.23,2,161.02,500.0,-338.98,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.23,3,172.37,500.0,-327.63,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.23,4,152.14,500.0,-347.86,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.23,5,13.26,500.0,-486.74,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.26,0,212.96,500.0,-287.04,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.26,1,173.97,500.0,-326.03,4,1,4,1.0,1.0
kl,10.0,50,bookmia.01.26,2,131.38,500.0,-368.62,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.26,3,129.1,500.0,-370.9,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.26,4,136.75,500.0,-363.25,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.26,5,67.17,500.0,-432.83,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.27,0,153.8,500.0,-346.2,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.27,1,165.99,500.0,-334.01,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.27,2,142.83,500.0,-357.17,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.27,3,150.41,500.0,-349.59,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.27,4,172.14,500.0,-327.86,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.27,5,28.45,500.0,-471.55,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.31,0,204.46,500.0,-295.54,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.31,1,164.46,500.0,-335.54,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.31,2,137.27,500.0,-362.73,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.31,3,152.53,500.0,-347.47,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.31,4,146.14,500.0,-353.86,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.31,5,21.11,500.0,-478.89,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.32,0,183.91,500.0,-316.09,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.32,1,226.77,500.0,-273.23,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.32,2,167.92,500.0,-332.08,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.32,3,139.17,500.0,-360.83,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.32,4,155.77,500.0,-344.23,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.32,5,28.52,500.0,-471.48,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.33,0,187.26,500.0,-312.74,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.33,1,166.26,500.0,-333.74,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.33,2,222.3,500.0,-277.7,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.33,3,150.68,500.0,-349.32,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.33,4,160.5,500.0,-339.5,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.33,5,66.05,500.0,-433.95,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.36,0,138.94,500.0,-361.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.36,1,160.42,500.0,-339.58,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.36,2,149.31,500.0,-350.69,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.36,3,157.41,500.0,-342.59,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.36,4,184.55,500.0,-315.45,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.36,5,58.44,500.0,-441.56,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.37,0,182.45,500.0,-317.55,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.37,1,165.86,500.0,-334.14,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.37,2,142.02,500.0,-357.98,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.37,3,134.18,500.0,-365.82,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.37,4,143.22,500.0,-356.78,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.37,5,32.78,500.0,-467.22,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.39,0,199.98,500.0,-300.02,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.39,1,164.67,500.0,-335.33,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.39,2,198.43,500.0,-301.57,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.39,3,181.43,500.0,-318.57,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.39,4,142.53,500.0,-357.47,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.39,5,25.49,500.0,-474.51,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.41,0,171.09,500.0,-328.91,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.41,1,172.94,500.0,-327.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.41,2,128.96,500.0,-371.04,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.41,3,171.57,500.0,-328.43,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.41,4,157.16,500.0,-342.84,4,1,4,1.0,1.0
kl,10.0,50,bookmia.01.41,5,21.08,500.0,-478.92,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.42,0,161.19,500.0,-338.81,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.42,1,155.91,500.0,-344.09,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.42,2,134.97,500.0,-365.03,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.42,3,170.76,500.0,-329.24,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.42,4,198.19,500.0,-301.81,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.42,5,0.5,500.0,-499.5,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.43,0,196.09,500.0,-303.91,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.43,1,211.0,500.0,-289.0,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.43,2,179.76,500.0,-320.24,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.43,3,201.73,500.0,-298.27,4,1,4,1.0,1.0
kl,10.0,50,bookmia.01.43,4,151.41,500.0,-348.59,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.43,5,133.82,500.0,-366.18,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.44,0,246.12,500.0,-253.88,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.44,1,140.19,500.0,-359.81,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.44,2,160.59,500.0,-339.41,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.44,3,154.63,500.0,-345.37,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.44,4,165.24,500.0,-334.76,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.44,5,59.53,500.0,-440.47,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.46,0,210.0,500.0,-290.0,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.46,1,195.94,500.0,-304.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.46,2,123.84,500.0,-376.16,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.46,3,162.15,500.0,-337.85,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.46,4,201.45,500.0,-298.55,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.46,5,33.77,500.0,-466.23,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.49,0,168.77,500.0,-331.23,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.49,1,176.56,500.0,-323.44,3,1,3,1.0,1.0
kl,10.0,50,bookmia.01.49,2,179.62,500.0,-320.38,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.49,3,119.04,500.0,-380.96,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.49,4,141.78,500.0,-358.22,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.49,5,107.41,500.0,-392.59,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.51,0,149.85,500.0,-350.15,5,1,5,1.0,1.0
kl,10.0,50,bookmia.01.51,1,172.04,500.0,-327.96,6,1,6,1.0,1.0
kl,10.0,50,bookmia.01.51,2,148.22,500.0,-351.78,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.51,3,164.81,500.0,-335.19,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.51,4,134.95,500.0,-365.05,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.51,5,50.59,500.0,-449.41,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.52,0,174.23,500.0,-325.77,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.52,1,119.31,500.0,-380.69,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.52,2,159.24,500.0,-340.76,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.52,3,123.65,500.0,-376.35,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.52,4,161.42,500.0,-338.58,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.52,5,98.87,500.0,-401.13,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.58,0,199.31,500.0,-300.69,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.58,1,152.62,500.0,-347.38,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.58,2,124.1,500.0,-375.9,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.58,3,106.59,500.0,-393.41,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.58,4,131.29,500.0,-368.71,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.58,5,11.11,500.0,-488.89,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.59,0,187.73,500.0,-312.27,6,1,6,1.0,1.0
kl,10.0,50,bookmia.01.59,1,183.12,500.0,-316.88,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.59,2,156.56,500.0,-343.44,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.59,3,193.45,500.0,-306.55,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.59,4,170.26,500.0,-329.74,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.59,5,80.17,500.0,-419.83,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.60,0,210.77,500.0,-289.23,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.60,1,210.94,500.0,-289.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.60,2,159.42,500.0,-340.58,4,1,4,1.0,1.0
kl,10.0,50,bookmia.01.60,3,189.17,500.0,-310.83,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.60,4,134.27,500.0,-365.73,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.60,5,82.38,500.0,-417.62,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.62,0,201.48,500.0,-298.52,4,1,4,1.0,1.0
kl,10.0,50,bookmia.01.62,1,149.48,500.0,-350.52,7,1,7,1.0,1.0
kl,10.0,50,bookmia.01.62,2,205.46,500.0,-294.54,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.62,3,161.3,500.0,-338.7,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.62,4,141.78,500.0,-358.22,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.62,5,30.53,500.0,-469.47,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.69,0,186.78,500.0,-313.22,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.69,1,166.0,500.0,-334.0,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.69,2,170.25,500.0,-329.75,5,1,5,1.0,1.0
kl,10.0,50,bookmia.01.69,3,184.38,500.0,-315.62,7,1,7,1.0,1.0
kl,10.0,50,bookmia.01.69,4,170.71,500.0,-329.29,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.69,5,40.94,500.0,-459.06,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.71,0,190.38,500.0,-309.62,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.71,1,159.48,500.0,-340.52,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.71,2,187.47,500.0,-312.53,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.71,3,165.58,500.0,-334.42,6,1,6,1.0,1.0
kl,10.0,50,bookmia.01.71,4,129.23,500.0,-370.77,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.71,5,81.86,500.0,-418.14,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.73,0,168.91,500.0,-331.09,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.73,1,181.13,500.0,-318.87,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.73,2,136.82,500.0,-363.18,7,1,7,1.0,1.0
kl,10.0,50,bookmia.01.73,3,174.88,500.0,-325.12,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.73,4,149.82,500.0,-350.18,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.73,5,20.4,500.0,-479.6,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.74,0,199.67,500.0,-300.33,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.74,1,171.57,500.0,-328.43,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.74,2,130.13,500.0,-369.87,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.74,3,162.71,500.0,-337.29,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.74,4,153.93,500.0,-346.07,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.74,5,36.24,500.0,-463.76,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.75,0,193.49,500.0,-306.51,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.75,1,177.09,500.0,-322.91,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.75,2,143.64,500.0,-356.36,5,1,5,1.0,1.0
kl,10.0,50,bookmia.01.75,3,197.96,500.0,-302.04,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.75,4,162.78,500.0,-337.22,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.75,5,42.63,500.0,-457.37,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.76,0,176.29,500.0,-323.71,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.76,1,190.56,500.0,-309.44,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.76,2,145.5,500.0,-354.5,5,1,5,1.0,1.0
kl,10.0,50,bookmia.01.76,3,160.99,500.0,-339.01,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.76,4,147.44,500.0,-352.56,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.76,5,27.42,500.0,-472.58,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.77,0,233.09,500.0,-266.91,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.77,1,161.75,500.0,-338.25,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.77,2,162.45,500.0,-337.55,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.77,3,131.6,500.0,-368.4,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.77,4,149.37,500.0,-350.63,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.77,5,63.72,500.0,-436.28,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.78,0,201.09,500.0,-298.91,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.78,1,142.99,500.0,-357.01,2,1,2,1.0,1.0
kl,10.0,50,bookmia.01.78,2,153.81,500.0,-346.19,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.78,3,153.93,500.0,-346.07,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.78,4,148.9,500.0,-351.1,1,1,1,1.0,1.0
kl,10.0,50,bookmia.01.78,5,21.14,500.0,-478.86,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.79,0,173.88,500.0,-326.12,5,1,5,1.0,1.0
kl,10.0,50,bookmia.01.79,1,180.81,500.0,-319.19,8,0,,1.0,1.0
