constraint,k,L,prompt_id,window,S_i,K_i,surplus,attempts,matched,attempts_to_match,bound_success_prob,bound_expected_attempts
kl,-1.0,50,bookmia.01.77,5,63.72,-50.0,113.72,8,0,,1.0,1.0
kl,-1.0,50,bookmia.01.78,0,201.09,-50.0,251.09,1,1,1,1.0,1.0
kl,-1.0,50,bookmia.01.78,1,142.99,-50.0,192.99,2,1,2,1.0,1.0
kl,-1.0,50,bookmia.01.78,2,153.81,-50.0,203.81,1,1,1,1.0,1.0
kl,-1.0,50,bookmia.01.78,3,153.93,-50.0,203.93,1,1,1,1.0,1.0
kl,-1.0,50,bookmia.01.78,4,148.9,-50.0,198.9,1,1,1,1.0,1.0
kl,-1.0,50,bookmia.01.78,5,21.14,-50.0,71.14,8,0,,1.0,1.0
kl,-1.0,50,bookmia.01.79,0,173.88,-50.0,223.88,1,1,1,1.0,1.0
kl,-1.0,50,bookmia.01.79,1,180.81,-50.0,230.81,2,1,2,1.0,1.0
kl,-1.0,50,bookmia.01.79,2,146.27,-50.0,196.27,8,0,,1.0,1.0
kl,-1.0,50,bookmia.01.79,3,182.9,-50.0,232.9,1,1,1,1.0,1.0
kl,-1.0,50,bookmia.01.79,4,146.72,-50.0,196.72,8,0,,1.0,1.0
kl,-1.0,50,bookmia.01.79,5,117.38,-50.0,167.38,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.11,0,122.65,250.0,-127.35,1,1,1,1.0,1.0
kl,5.0,50,bookmia.00.11,1,132.54,250.0,-117.46,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.11,2,147.72,250.0,-102.28,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.11,3,119.3,250.0,-130.7,8,1,8,1.0,1.0
kl,5.0,50,bookmia.00.11,4,94.52,250.0,-155.48,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.26,0,152.37,250.0,-97.63,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.26,1,152.72,250.0,-97.28,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.26,2,144.08,250.0,-105.92,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.26,3,142.92,250.0,-107.08,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.26,4,133.63,250.0,-116.37,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.31,0,106.8,250.0,-143.2,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.31,1,164.66,250.0,-85.34,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.31,2,159.96,250.0,-90.04,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.31,3,131.07,250.0,-118.93,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.31,4,132.84,250.0,-117.16,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.40,0,169.49,250.0,-80.51,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.40,1,142.84,250.0,-107.16,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.40,2,135.65,250.0,-114.35,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.40,3,144.71,250.0,-105.29,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.40,4,137.6,250.0,-112.4,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.40,5,29.97,250.0,-220.03,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.46,0,179.75,250.0,-70.25,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.46,1,138.46,250.0,-111.54,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.46,2,149.48,250.0,-100.52,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.46,3,171.12,250.0,-78.88,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.46,4,155.21,250.0,-94.79,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.46,5,6.91,250.0,-243.09,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.48,0,158.89,250.0,-91.11,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.48,1,135.4,250.0,-114.6,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.48,2,149.59,250.0,-100.41,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.48,3,170.64,250.0,-79.36,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.48,4,144.88,250.0,-105.12,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.48,5,25.81,250.0,-224.19,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.64,0,172.27,250.0,-77.73,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.64,1,147.28,250.0,-102.72,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.64,2,118.88,250.0,-131.12,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.64,3,126.73,250.0,-123.27,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.64,4,126.61,250.0,-123.39,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.64,5,22.28,250.0,-227.72,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.71,0,197.4,250.0,-52.6,1,1,1,1.0,1.0
kl,5.0,50,bookmia.00.71,1,166.28,250.0,-83.72,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.71,2,143.92,250.0,-106.08,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.71,3,145.06,250.0,-104.94,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.71,4,146.51,250.0,-103.49,8,0,,1.0,1.0
kl,5.0,50,bookmia.00.71,5,38.72,250.0,-211.28,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.00,0,197.81,250.0,-52.19,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.00,1,183.06,250.0,-66.94,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.00,2,159.48,250.0,-90.52,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.00,3,141.97,250.0,-108.03,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.00,4,127.94,250.0,-122.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.00,5,42.97,250.0,-207.03,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.01,0,191.31,250.0,-58.69,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.01,1,148.19,250.0,-101.81,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.01,2,174.57,250.0,-75.43,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.01,3,154.51,250.0,-95.49,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.01,4,160.31,250.0,-89.69,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.01,5,80.28,250.0,-169.72,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.02,0,188.86,250.0,-61.14,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.02,1,145.0,250.0,-105.0,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.02,2,189.6,250.0,-60.4,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.02,3,142.94,250.0,-107.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.02,4,168.24,250.0,-81.76,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.02,5,85.94,250.0,-164.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.03,0,154.47,250.0,-95.53,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.03,1,154.97,250.0,-95.03,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.03,2,161.0,250.0,-89.0,1,1,1,1.0,1.0
kl,5.0,50,bookmia.01.03,3,163.25,250.0,-86.75,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.03,4,169.04,250.0,-80.96,6,1,6,1.0,1.0
kl,5.0,50,bookmia.01.03,5,12.62,250.0,-237.38,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.04,0,163.16,250.0,-86.84,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.04,1,180.56,250.0,-69.44,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.04,2,215.33,250.0,-34.67,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.04,3,146.31,250.0,-103.69,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.04,4,161.88,250.0,-88.12,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.04,5,22.44,250.0,-227.56,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.07,0,206.33,250.0,-43.67,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.07,1,164.86,250.0,-85.14,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.07,2,165.84,250.0,-84.16,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.07,3,166.58,250.0,-83.42,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.07,4,192.88,250.0,-57.12,5,1,5,1.0,1.0
kl,5.0,50,bookmia.01.07,5,28.84,250.0,-221.16,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.10,0,164.3,250.0,-85.7,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.10,1,163.25,250.0,-86.75,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.10,2,124.83,250.0,-125.17,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.10,3,185.12,250.0,-64.88,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.10,4,184.85,250.0,-65.15,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.10,5,26.35,250.0,-223.65,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.11,0,139.01,250.0,-110.99,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.11,1,132.2,250.0,-117.8,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.11,2,141.9,250.0,-108.1,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.11,3,127.85,250.0,-122.15,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.11,4,141.71,250.0,-108.29,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.11,5,30.94,250.0,-219.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.12,0,172.66,250.0,-77.34,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.12,1,193.11,250.0,-56.89,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.12,2,161.4,250.0,-88.6,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.12,3,137.0,250.0,-113.0,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.12,4,148.08,250.0,-101.92,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.12,5,116.44,250.0,-133.56,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.14,0,218.31,250.0,-31.69,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.14,1,160.22,250.0,-89.78,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.14,2,137.22,250.0,-112.78,6,1,6,1.0,1.0
kl,5.0,50,bookmia.01.14,3,162.92,250.0,-87.08,4,1,4,1.0,1.0
kl,5.0,50,bookmia.01.14,4,140.92,250.0,-109.08,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.14,5,40.2,250.0,-209.8,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.20,0,186.26,250.0,-63.74,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.20,1,151.51,250.0,-98.49,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.20,2,150.27,250.0,-99.73,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.20,3,185.33,250.0,-64.67,2,1,2,1.0,1.0
kl,5.0,50,bookmia.01.20,4,155.88,250.0,-94.12,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.20,5,29.47,250.0,-220.53,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.22,0,184.19,250.0,-65.81,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.22,1,163.58,250.0,-86.42,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.22,2,144.91,250.0,-105.09,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.22,3,164.07,250.0,-85.93,2,1,2,1.0,1.0
kl,5.0,50,bookmia.01.22,4,128.85,250.0,-121.15,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.22,5,93.1,250.0,-156.9,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.23,0,156.24,250.0,-93.76,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.23,1,147.89,250.0,-102.11,5,1,5,1.0,1.0
kl,5.0,50,bookmia.01.23,2,161.02,250.0,-88.98,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.23,3,172.37,250.0,-77.63,1,1,1,1.0,1.0
kl,5.0,50,bookmia.01.23,4,152.14,250.0,-97.86,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.23,5,13.26,250.0,-236.74,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.26,0,212.96,250.0,-37.04,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.26,1,173.97,250.0,-76.03,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.26,2,131.38,250.0,-118.62,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.26,3,129.1,250.0,-120.9,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.26,4,136.75,250.0,-113.25,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.26,5,67.17,250.0,-182.83,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.27,0,153.8,250.0,-96.2,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.27,1,165.99,250.0,-84.01,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.27,2,142.83,250.0,-107.17,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.27,3,150.41,250.0,-99.59,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.27,4,172.14,250.0,-77.86,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.27,5,28.45,250.0,-221.55,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.31,0,204.46,250.0,-45.54,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.31,1,164.46,250.0,-85.54,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.31,2,137.27,250.0,-112.73,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.31,3,152.53,250.0,-97.47,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.31,4,146.14,250.0,-103.86,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.31,5,21.11,250.0,-228.89,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.32,0,183.91,250.0,-66.09,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.32,1,226.77,250.0,-23.23,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.32,2,167.92,250.0,-82.08,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.32,3,139.17,250.0,-110.83,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.32,4,155.77,250.0,-94.23,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.32,5,28.52,250.0,-221.48,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.33,0,187.26,250.0,-62.74,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.33,1,166.26,250.0,-83.74,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.33,2,222.3,250.0,-27.7,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.33,3,150.68,250.0,-99.32,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.33,4,160.5,250.0,-89.5,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.33,5,66.05,250.0,-183.95,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.36,0,138.94,250.0,-111.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.36,1,160.42,250.0,-89.58,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.36,2,149.31,250.0,-100.69,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.36,3,157.41,250.0,-92.59,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.36,4,184.55,250.0,-65.45,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.36,5,58.44,250.0,-191.56,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.37,0,182.45,250.0,-67.55,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.37,1,165.86,250.0,-84.14,4,1,4,1.0,1.0
kl,5.0,50,bookmia.01.37,2,142.02,250.0,-107.98,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.37,3,134.18,250.0,-115.82,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.37,4,143.22,250.0,-106.78,3,1,3,1.0,1.0
kl,5.0,50,bookmia.01.37,5,32.78,250.0,-217.22,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.39,0,199.98,250.0,-50.02,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.39,1,164.67,250.0,-85.33,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.39,2,198.43,250.0,-51.57,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.39,3,181.43,250.0,-68.57,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.39,4,142.53,250.0,-107.47,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.39,5,25.49,250.0,-224.51,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.41,0,171.09,250.0,-78.91,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.41,1,172.94,250.0,-77.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.41,2,128.96,250.0,-121.04,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.41,3,171.57,250.0,-78.43,1,1,1,1.0,1.0
kl,5.0,50,bookmia.01.41,4,157.16,250.0,-92.84,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.41,5,21.08,250.0,-228.92,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.42,0,161.19,250.0,-88.81,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.42,1,155.91,250.0,-94.09,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.42,2,134.97,250.0,-115.03,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.42,3,170.76,250.0,-79.24,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.42,4,198.19,250.0,-51.81,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.42,5,0.5,250.0,-249.5,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.43,0,196.09,250.0,-53.91,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.43,1,211.0,250.0,-39.0,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.43,2,179.76,250.0,-70.24,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.43,3,201.73,250.0,-48.27,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.43,4,151.41,250.0,-98.59,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.43,5,133.82,250.0,-116.18,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.44,0,246.12,250.0,-3.88,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.44,1,140.19,250.0,-109.81,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.44,2,160.59,250.0,-89.41,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.44,3,154.63,250.0,-95.37,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.44,4,165.24,250.0,-84.76,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.44,5,59.53,250.0,-190.47,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.46,0,210.0,250.0,-40.0,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.46,1,195.94,250.0,-54.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.46,2,123.84,250.0,-126.16,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.46,3,162.15,250.0,-87.85,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.46,4,201.45,250.0,-48.55,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.46,5,33.77,250.0,-216.23,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.49,0,168.77,250.0,-81.23,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.49,1,176.56,250.0,-73.44,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.49,2,179.62,250.0,-70.38,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.49,3,119.04,250.0,-130.96,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.49,4,141.78,250.0,-108.22,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.49,5,107.41,250.0,-142.59,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.51,0,149.85,250.0,-100.15,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.51,1,172.04,250.0,-77.96,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.51,2,148.22,250.0,-101.78,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.51,3,164.81,250.0,-85.19,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.51,4,134.95,250.0,-115.05,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.51,5,50.59,250.0,-199.41,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.52,0,174.23,250.0,-75.77,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.52,1,119.31,250.0,-130.69,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.52,2,159.24,250.0,-90.76,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.52,3,123.65,250.0,-126.35,1,1,1,1.0,1.0
kl,5.0,50,bookmia.01.52,4,161.42,250.0,-88.58,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.52,5,98.87,250.0,-151.13,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.58,0,199.31,250.0,-50.69,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.58,1,152.62,250.0,-97.38,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.58,2,124.1,250.0,-125.9,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.58,3,106.59,250.0,-143.41,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.58,4,131.29,250.0,-118.71,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.58,5,11.11,250.0,-238.89,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.59,0,187.73,250.0,-62.27,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.59,1,183.12,250.0,-66.88,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.59,2,156.56,250.0,-93.44,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.59,3,193.45,250.0,-56.55,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.59,4,170.26,250.0,-79.74,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.59,5,80.17,250.0,-169.83,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.60,0,210.77,250.0,-39.23,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.60,1,210.94,250.0,-39.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.60,2,159.42,250.0,-90.58,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.60,3,189.17,250.0,-60.83,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.60,4,134.27,250.0,-115.73,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.60,5,82.38,250.0,-167.62,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.62,0,201.48,250.0,-48.52,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.62,1,149.48,250.0,-100.52,7,1,7,1.0,1.0
kl,5.0,50,bookmia.01.62,2,205.46,250.0,-44.54,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.62,3,161.3,250.0,-88.7,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.62,4,141.78,250.0,-108.22,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.62,5,30.53,250.0,-219.47,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.69,0,186.78,250.0,-63.22,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.69,1,166.0,250.0,-84.0,5,1,5,1.0,1.0
kl,5.0,50,bookmia.01.69,2,170.25,250.0,-79.75,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.69,3,184.38,250.0,-65.62,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.69,4,170.71,250.0,-79.29,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.69,5,40.94,250.0,-209.06,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.71,0,190.38,250.0,-59.62,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.71,1,159.48,250.0,-90.52,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.71,2,187.47,250.0,-62.53,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.71,3,165.58,250.0,-84.42,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.71,4,129.23,250.0,-120.77,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.71,5,81.86,250.0,-168.14,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.73,0,168.91,250.0,-81.09,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.73,1,181.13,250.0,-68.87,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.73,2,136.82,250.0,-113.18,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.73,3,174.88,250.0,-75.12,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.73,4,149.82,250.0,-100.18,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.73,5,20.4,250.0,-229.6,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.74,0,199.67,250.0,-50.33,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.74,1,171.57,250.0,-78.43,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.74,2,130.13,250.0,-119.87,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.74,3,162.71,250.0,-87.29,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.74,4,153.93,250.0,-96.07,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.74,5,36.24,250.0,-213.76,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.75,0,193.49,250.0,-56.51,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.75,1,177.09,250.0,-72.91,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.75,2,143.64,250.0,-106.36,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.75,3,197.96,250.0,-52.04,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.75,4,162.78,250.0,-87.22,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.75,5,42.63,250.0,-207.37,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.76,0,176.29,250.0,-73.71,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.76,1,190.56,250.0,-59.44,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.76,2,145.5,250.0,-104.5,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.76,3,160.99,250.0,-89.01,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.76,4,147.44,250.0,-102.56,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.76,5,27.42,250.0,-222.58,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.77,0,233.09,250.0,-16.91,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.77,1,161.75,250.0,-88.25,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.77,2,162.45,250.0,-87.55,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.77,3,131.6,250.0,-118.4,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.77,4,149.37,250.0,-100.63,5,1,5,1.0,1.0
kl,5.0,50,bookmia.01.77,5,63.72,250.0,-186.28,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.78,0,201.09,250.0,-48.91,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.78,1,142.99,250.0,-107.01,6,1,6,1.0,1.0
kl,5.0,50,bookmia.01.78,2,153.81,250.0,-96.19,8,0,,1.0,1.0
kl,5.0,50,bookmia.01.78,3,153.93,250.0,-96.07,5,1,5,1.0,1.0
