prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.13.01,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.03,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,1,0.0,2
bookmia.13.04,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,1
bookmia.13.05,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.13.08,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.09,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.10,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.13.12,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.13.13,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.13.16,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,3,0.0,1
bookmia.13.18,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.13.22,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,3,0.0,1
bookmia.13.23,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,3,0.0,2
bookmia.13.25,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,4
bookmia.13.27,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.29,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.13.31,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.13.32,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.34,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,1,0.0,2
bookmia.13.35,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.13.37,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.41,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.13.42,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.13.43,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,3,0.0,1
bookmia.13.44,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.45,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.46,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.13.47,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.13.51,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,1
bookmia.13.52,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.13.53,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,2,0.0,1
bookmia.13.54,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.13.58,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.13.59,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.61,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,3,0.0,1
bookmia.13.64,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.67,fifty_shades_of_grey,0.0,0.0,0.0,0.0,3,0.0,2,0.0,1
bookmia.13.72,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,3,0.0,2
bookmia.13.74,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.75,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,1
bookmia.13.79,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.82,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.13.83,fifty_shades_of_grey,0.0,0.0,0.0,0.0,3,0.0,3,0.0,2
bookmia.13.85,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.13.87,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.13.93,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.13.94,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.13.95,fifty_shades_of_grey,0.0,0.0,0.0,0.0,2,0.0,1,0.0,1
bookmia.13.96,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,2,0.0,1
bookmia.13.99,fifty_shades_of_grey,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
