judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,805,0.3571,0.3335,0.3839,0.0,0.0,0.0,198.3,1.0
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,805,0.3845,0.359,0.4118,0.0273,0.0025,0.0516,191.3,1.0
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,805,0.413,0.3851,0.4422,0.0559,0.0261,0.0851,181.2,1.0
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,805,0.4317,0.4062,0.459,0.0745,0.0416,0.1075,182.6,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),1,0.0,805,0.2075,0.1807,0.2373,0.0,0.0,0.0,198.3,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),2,0.1931,805,0.2739,0.2435,0.305,0.0665,0.0441,0.0901,191.3,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),4,0.6363,805,0.3298,0.2969,0.3621,0.1224,0.0913,0.1534,181.2,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),8,1.2044,805,0.3745,0.341,0.4081,0.1671,0.1342,0.2006,182.6,1.0
