published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4601.176,-5828.243,0.0,False
1.0,2.0,1.9169,4601.176,-7287.89,7.485,False
1.0,4.0,2.9593,4601.176,-7393.573,8.027,False
1.0,8.0,3.887,4601.176,-6190.817,1.859,False
3.0,1.0,3.0,5391.874,-1881.215,0.0,False
3.0,2.0,5.2902,5391.874,-2045.571,0.843,False
3.0,4.0,6.8697,5391.874,-1523.108,-1.836,False
3.0,8.0,7.7213,5391.874,-1066.908,-4.176,False
