n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.6928,0.8186,140.97,0.8057,98.0,92.0,98.0
8,1.2044,100,0.7241,0.8186,147.55,0.8351,99.0,98.0,99.0
64,3.1745,100,0.7303,0.8186,148.9,0.8405,99.0,99.0,99.0
256,4.5491,100,0.7254,0.8186,146.89,0.8359,99.0,98.0,99.0
-1,,100,0.4209,0.8307,,0.5533,75.0,55.0,81.0
