published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4431.325,-4818.238,0.0,False
1.0,2.0,2.0162,4431.325,-5378.735,3.862,False
1.0,4.0,3.1485,4431.325,-5116.011,2.052,False
1.0,8.0,3.9166,4431.325,-4447.821,-2.552,False
3.0,1.0,3.0,5152.769,-1487.962,0.0,False
3.0,2.0,5.9955,5152.769,-1207.92,-1.929,False
3.0,4.0,7.7355,5152.769,-837.416,-4.482,False
3.0,8.0,9.0579,5152.769,-628.062,-5.925,False
