judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,500,0.399,0.367,0.431,0.0,0.0,0.0,128.3,0.8
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,500,0.395,0.363,0.43,-0.004,-0.032,0.023,129.3,0.8
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,500,0.419,0.384,0.452,0.02,-0.016,0.055,127.8,0.8
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,500,0.436,0.404,0.469,0.037,-0.006,0.077,127.8,0.8
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),1,0.0,500,0.317,0.277,0.358,0.0,0.0,0.0,128.3,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),2,0.1931,500,0.351,0.309,0.393,0.034,0.0,0.068,129.3,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),4,0.6363,500,0.382,0.339,0.426,0.065,0.023,0.107,127.8,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),8,1.2044,500,0.414,0.371,0.458,0.097,0.052,0.143,127.8,1.0
