prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.07.37,casino_royale,0.3821,0.538,0.2313,0.3349,0.5018,0,192,0.0,8,0.1718,0.0,0.1718,0.3349,71,0.5018,0.3349,0.5018,0.3349,71,0.5018,0.3349,0.5018,0.3349,71,0.5018,0.3349,0.5018
bookmia.07.40,casino_royale,0.6495,0.7733,0.2946,0.3814,0.5522,0,222,0.3814,74,0.5522,0.3814,0.5522,0.3814,74,0.5522,0.3814,0.5522,0.3814,74,0.5522,0.3814,0.5522,0.3711,72,0.5428,0.3814,0.5522
bookmia.07.41,casino_royale,0.699,0.7914,0.3309,0.3835,0.5544,0,234,0.3835,79,0.5544,0.3835,0.5544,0.3835,79,0.5544,0.3835,0.5544,0.3835,79,0.5544,0.3835,0.5544,0.3835,79,0.5544,0.3835,0.5544
bookmia.07.43,casino_royale,0.8307,0.9017,0.3193,0.4074,0.5736,0,223,0.4021,76,0.5736,0.4021,0.5736,0.4021,76,0.5736,0.4021,0.5736,0.4021,76,0.5736,0.4021,0.5736,0.4021,76,0.5736,0.4074,0.5736
bookmia.07.44,casino_royale,0.2714,0.419,0.308,0.3714,0.5296,0,240,0.3571,75,0.5263,0.3571,0.5263,0.3571,75,0.5263,0.3571,0.5263,0.3571,75,0.5263,0.3571,0.5263,0.3571,75,0.5263,0.3714,0.5296
bookmia.07.47,casino_royale,0.2132,0.4103,0.2976,0.3604,0.5169,0,238,0.3503,69,0.5169,0.3503,0.5169,0.3503,69,0.5169,0.3503,0.5169,0.3503,69,0.5169,0.3503,0.5169,0.3503,69,0.5169,0.3604,0.5169
bookmia.07.49,casino_royale,0.0,0.2427,0.2357,0.3636,0.5333,0,224,0.244,51,0.4211,0.244,0.4211,0.244,51,0.4111,0.244,0.4251,0.3636,76,0.5333,0.3636,0.5333,0.3636,76,0.5333,0.3636,0.5333
bookmia.07.53,casino_royale,0.3019,0.4562,0.3096,0.3396,0.5105,0,243,0.3396,72,0.5053,0.3396,0.5053,0.3396,72,0.5053,0.3396,0.5053,0.3396,72,0.5053,0.3396,0.5053,0.3396,72,0.5053,0.3396,0.5105
bookmia.07.54,casino_royale,0.7854,0.8798,0.2825,0.3288,0.4897,0,240,0.3196,70,0.4828,0.3196,0.4828,0.3242,71,0.4897,0.3242,0.4897,0.3242,71,0.4897,0.3242,0.4897,0.3242,71,0.4897,0.3288,0.4897
bookmia.07.55,casino_royale,0.3235,0.4382,0.3415,0.3922,0.5614,0,239,0.3922,80,0.5614,0.3922,0.5614,0.3922,80,0.5614,0.3922,0.5614,0.3922,80,0.5614,0.3922,0.5614,0.299,61,0.5563,0.3922,0.5614
bookmia.07.56,casino_royale,0.6965,0.8209,0.2774,0.3383,0.5092,0,224,0.3383,68,0.5056,0.3383,0.5056,0.3383,68,0.5056,0.3383,0.5056,0.3383,68,0.5056,0.3383,0.5056,0.3383,68,0.5056,0.3383,0.5092
bookmia.07.57,casino_royale,0.0,0.1662,0.3048,0.3671,0.5319,0,237,0.3623,75,0.5319,0.3623,0.5319,0.3623,75,0.5319,0.3623,0.5319,0.3623,75,0.5319,0.3623,0.5319,0.3623,75,0.5319,0.3671,0.5319
bookmia.07.59,casino_royale,0.7828,0.8715,0.2539,0.3348,0.5017,0,211,0.0,13,0.18,0.0,0.18,0.3348,74,0.5017,0.3348,0.5017,0.3348,74,0.5017,0.3348,0.5017,0.3348,74,0.5017,0.3348,0.5017
bookmia.07.61,casino_royale,0.0,0.1453,0.2866,0.3383,0.4981,0,240,0.3333,67,0.4981,0.3333,0.4981,0.3333,67,0.4981,0.3383,0.4981,0.3333,67,0.4981,0.3383,0.4981,0.3333,47,0.4907,0.3383,0.4981
bookmia.07.62,casino_royale,0.481,0.6576,0.29,0.3429,0.5106,0,236,0.3429,72,0.5088,0.3429,0.5088,0.3429,72,0.5088,0.3429,0.5088,0.3429,72,0.5088,0.3429,0.5088,0.3429,43,0.5035,0.3429,0.5106
bookmia.07.63,casino_royale,0.5707,0.6856,0.3296,0.3889,0.5652,0,231,0.3889,77,0.56,0.3889,0.56,0.3889,77,0.56,0.3889,0.56,0.3889,77,0.56,0.3889,0.56,0.3889,77,0.56,0.3889,0.5652
bookmia.07.66,casino_royale,0.277,0.4182,0.285,0.3474,0.519,0,223,0.0,2,0.0848,0.0,0.0848,0.3474,74,0.5139,0.3474,0.519,0.3474,74,0.5139,0.3474,0.519,0.3474,74,0.5139,0.3474,0.519
bookmia.07.70,casino_royale,0.5816,0.7278,0.2856,0.3673,0.5373,0,235,0.3673,72,0.5373,0.3673,0.5373,0.3673,72,0.5373,0.3673,0.5373,0.3673,72,0.5373,0.3673,0.5373,0.3673,72,0.5373,0.3673,0.5373
bookmia.07.72,casino_royale,0.7704,0.8621,0.3045,0.3724,0.5373,0,235,0.3673,72,0.5373,0.3673,0.5373,0.3673,72,0.5373,0.3673,0.5373,0.3673,72,0.5373,0.3673,0.5373,0.3265,64,0.5353,0.3724,0.5373
