point,run,n_grid,k_minus1_recall,k_zero_recall,entered,s_x,onset_lo,onset_hi,onset,ratio,grid
seed=1,output/phase5/fineb_kl3m_s1,11,0.6694,0.0,True,2.4316,2.3,2.5,2.5,1.0281,1.2:0.000 1.6:0.000 1.9:0.000 2.1:0.000 2.3:0.000 2.5:0.010 2.7:0.030 2.9:0.063 3.2:0.086 3.6:0.114 4.2:0.162
seed=2,output/phase5/fineb_kl3m_s2,11,0.669,0.0,True,2.4316,2.3,2.5,2.3388,0.9618,1.2:0.000 1.6:0.000 1.9:0.002 2.1:0.002 2.3:0.002 2.5:0.042 2.7:0.046 2.9:0.073 3.2:0.092 3.6:0.141 4.2:0.168
seed=0 (feat-120),output/phase5/fineb_kl3m520m,11,0.7326,0.0,True,2.4316,2.3,2.5,2.4653,1.0138,1.2:0.000 1.6:0.001 1.9:0.000 2.1:0.000 2.3:0.000 2.5:0.012 2.7:0.031 2.9:0.060 3.2:0.073 3.6:0.116 4.2:0.203
