published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,3536.407,-6256.477,0.0,False
1.0,2.0,1.5775,3536.407,-7468.672,6.38,False
1.0,4.0,2.1264,3536.407,-8373.29,11.141,False
1.0,8.0,2.4502,3536.407,-8706.603,12.895,False
3.0,1.0,3.0,4613.079,-1863.729,0.0,False
3.0,2.0,4.274,4613.079,-2613.692,3.947,False
3.0,4.0,4.9696,4613.079,-2855.351,5.219,False
3.0,8.0,5.1995,4613.079,-2953.171,5.734,False
