alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,4304.568,0.6193,-8427.215,-1.2384,6805,-8.267,-21222.624
1.0,0.75,attack_train,25,25,5000.395,0.7195,-6653.052,-0.9777,6805,-8.267,-21222.624
1.0,1.0,attack_train,25,25,5484.618,0.7891,-5417.339,-0.7961,6805,-8.267,-21222.624
1.0,1.5,attack_train,25,25,6091.65,0.8765,-3789.859,-0.5569,6805,-8.267,-21222.624
1.0,2.0,attack_train,25,25,6434.181,0.9257,-2762.39,-0.4059,6805,-8.267,-21222.624
1.0,2.5,attack_train,25,25,6636.273,0.9548,-2057.157,-0.3023,6805,-8.267,-21222.624
1.0,3.0,attack_train,25,25,6756.689,0.9721,-1550.45,-0.2278,6805,-8.267,-21222.624
1.0,4.0,attack_train,25,25,6876.767,0.9894,-893.556,-0.1313,6805,-8.267,-21222.624
1.0,5.5,attack_train,25,25,6932.988,0.9975,-387.973,-0.057,6805,-8.267,-21222.624
1.0,7.5,attack_train,25,25,6948.615,0.9998,-124.771,-0.0183,6805,-8.267,-21222.624
1.0,10.0,attack_train,25,25,6950.233,1.0,-31.512,-0.0046,6805,-8.267,-21222.624
1.0,14.0,attack_train,25,25,6950.3,1.0,-9.065,-0.0013,6805,-8.267,-21222.624
2.0,0.5,attack_train,25,25,3462.901,0.4982,-11633.489,-1.7096,6805,-8.267,-21222.624
2.0,0.75,attack_train,25,25,4135.387,0.595,-10105.278,-1.485,6805,-8.267,-21222.624
2.0,1.0,attack_train,25,25,4640.696,0.6677,-8945.847,-1.3146,6805,-8.267,-21222.624
2.0,1.5,attack_train,25,25,5349.945,0.7697,-7212.962,-1.06,6805,-8.267,-21222.624
2.0,2.0,attack_train,25,25,5820.994,0.8375,-5918.909,-0.8698,6805,-8.267,-21222.624
2.0,2.5,attack_train,25,25,6148.783,0.8847,-4885.154,-0.7179,6805,-8.267,-21222.624
2.0,3.0,attack_train,25,25,6380.809,0.9181,-4033.288,-0.5927,6805,-8.267,-21222.624
2.0,4.0,attack_train,25,25,6665.722,0.9591,-2719.988,-0.3997,6805,-8.267,-21222.624
2.0,5.5,attack_train,25,25,6851.983,0.9859,-1427.727,-0.2098,6805,-8.267,-21222.624
2.0,7.5,attack_train,25,25,6933.544,0.9976,-541.502,-0.0796,6805,-8.267,-21222.624
2.0,10.0,attack_train,25,25,6948.62,0.9998,-138.361,-0.0203,6805,-8.267,-21222.624
2.0,14.0,attack_train,25,25,6950.3,1.0,-14.224,-0.0021,6805,-8.267,-21222.624
4.0,0.5,attack_train,25,25,2788.275,0.4012,-14206.626,-2.0877,6805,-8.267,-21222.624
4.0,0.75,attack_train,25,25,3421.332,0.4923,-12901.288,-1.8959,6805,-8.267,-21222.624
4.0,1.0,attack_train,25,25,3926.62,0.565,-11802.813,-1.7344,6805,-8.267,-21222.624
4.0,1.5,attack_train,25,25,4695.353,0.6756,-9947.045,-1.4617,6805,-8.267,-21222.624
4.0,2.0,attack_train,25,25,5259.979,0.7568,-8388.831,-1.2327,6805,-8.267,-21222.624
4.0,2.5,attack_train,25,25,5685.811,0.8181,-7047.369,-1.0356,6805,-8.267,-21222.624
4.0,3.0,attack_train,25,25,6010.196,0.8647,-5887.116,-0.8651,6805,-8.267,-21222.624
4.0,4.0,attack_train,25,25,6442.886,0.927,-4023.533,-0.5913,6805,-8.267,-21222.624
4.0,5.5,attack_train,25,25,6760.335,0.9727,-2128.504,-0.3128,6805,-8.267,-21222.624
4.0,7.5,attack_train,25,25,6912.428,0.9946,-806.95,-0.1186,6805,-8.267,-21222.624
4.0,10.0,attack_train,25,25,6945.632,0.9993,-203.336,-0.0299,6805,-8.267,-21222.624
4.0,14.0,attack_train,25,25,6950.299,1.0,-17.203,-0.0025,6805,-8.267,-21222.624
8.0,0.5,attack_train,25,25,2296.648,0.3304,-15990.793,-2.3499,6805,-8.267,-21222.624
8.0,0.75,attack_train,25,25,2906.337,0.4182,-14744.617,-2.1667,6805,-8.267,-21222.624
8.0,1.0,attack_train,25,25,3417.311,0.4917,-13602.398,-1.9989,6805,-8.267,-21222.624
8.0,1.5,attack_train,25,25,4235.895,0.6095,-11551.036,-1.6974,6805,-8.267,-21222.624
8.0,2.0,attack_train,25,25,4867.814,0.7004,-9768.223,-1.4354,6805,-8.267,-21222.624
8.0,2.5,attack_train,25,25,5358.996,0.771,-8215.079,-1.2072,6805,-8.267,-21222.624
8.0,3.0,attack_train,25,25,5743.654,0.8264,-6865.599,-1.0089,6805,-8.267,-21222.624
8.0,4.0,attack_train,25,25,6275.242,0.9029,-4693.501,-0.6897,6805,-8.267,-21222.624
8.0,5.5,attack_train,25,25,6688.227,0.9623,-2482.612,-0.3648,6805,-8.267,-21222.624
8.0,7.5,attack_train,25,25,6894.396,0.992,-940.158,-0.1382,6805,-8.267,-21222.624
8.0,10.0,attack_train,25,25,6943.024,0.999,-235.865,-0.0347,6805,-8.267,-21222.624
8.0,14.0,attack_train,25,25,6950.268,1.0,-18.694,-0.0027,6805,-8.267,-21222.624
