prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,k_crit,k_crit_eta,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,261,0.0,656.84,2.5166,2.4882,12.183,5.794,2.8107,1.8365,0,0,0.0,0.1341,20,,0,0,0.0,0.249,0,,0,0,0.0,0.3755,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,254,0.0,745.17,2.9338,2.5698,11.964,6.532,3.8366,2.7598,0,0,0.0,0.1024,14,,0,0,0.0,0.189,8,,0,0,0.0,0.3346,8,,0,1,0.8858,0.9606,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,247,0.0,736.44,2.9815,2.5436,11.631,6.507,2.9865,1.9947,0,0,0.0,0.0567,8,,0,0,0.0,0.17,8,,0,0,0.0,0.2915,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,269,0.0,794.46,2.9534,2.5747,13.342,6.693,5.7903,4.5182,0,0,0.0,0.0967,6,,0,0,0.0,0.2156,6,,0,0,0.0,0.3234,0,,0,0,0.9033,0.9591,0,,0,1,0.9777,0.9926,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,263,0.0,850.23,3.2328,2.9283,14.477,6.994,4.8584,3.6794,0,0,0.0,0.1065,23,,0,0,0.0,0.2129,0,,0,0,0.0,0.3004,0,,0,0,0.7567,0.9278,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,273,0.0,786.72,2.8817,2.4702,10.595,6.535,4.8392,3.6622,0,0,0.0,0.0989,10,,0,0,0.0,0.1978,10,,0,0,0.0,0.315,10,,0,0,0.9121,0.9744,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,262,0.0,758.33,2.8944,2.5569,12.33,6.541,8.4118,6.8775,0,0,0.0,0.0802,41,,0,0,0.0,0.1794,6,,0,0,0.0,0.3435,6,,0,0,0.6908,0.9466,3,,0,0,0.9885,0.9924,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,285,0.0,904.17,3.1725,2.9425,13.531,7.741,4.9387,3.7517,0,0,0.0,0.1263,5,,0,0,0.0,0.2281,0,,0,0,0.0,0.3544,0,,0,0,0.5404,0.9018,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,285,0.0,876.36,3.0749,2.7597,14.295,7.109,6.4383,5.1014,0,0,0.0,0.1053,4,,0,0,0.0,0.2281,4,,0,0,0.0,0.3649,4,,0,0,0.7404,0.9053,4,,0,0,0.986,0.986,4,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,305,0.0,953.47,3.1261,3.065,15.135,7.315,6.642,5.2847,0,0,0.0,0.1344,5,,0,0,0.0,0.2492,1,,0,0,0.0,0.3738,1,,0,0,0.7246,0.9016,1,,0,0,0.9836,0.9934,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.02,a_game_of_thrones,276,0.0,928.29,3.3634,3.0095,13.9,7.729,7.49,6.0478,0,0,0.0,0.0797,71,,0,0,0.0,0.1667,8,,0,0,0.0,0.2935,2,,0,0,0.6667,0.8877,2,,0,0,0.9928,0.9928,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.03,a_game_of_thrones,266,0.0,866.89,3.259,2.6145,13.402,7.147,8.5864,7.0346,0,0,0.0,0.0639,21,,0,0,0.0,0.1466,21,,0,0,0.0,0.2481,1,,0,0,0.4511,0.8647,1,,0,0,0.9962,0.9962,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.04,a_game_of_thrones,261,0.0,849.64,3.2553,2.6866,16.676,7.241,4.4141,3.2796,0,0,0.0,0.0383,27,,0,0,0.0,0.1264,5,,0,0,0.0,0.2452,4,,0,0,0.4215,0.8659,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.07,a_game_of_thrones,272,0.0,939.37,3.4536,2.8213,13.253,7.243,7.8917,6.4094,0,0,0.0,0.0515,5,,0,0,0.0,0.1103,5,,0,0,0.0,0.2426,5,,0,0,0.2904,0.8199,0,,0,0,0.9816,0.9853,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.10,a_game_of_thrones,274,0.0,913.2,3.3329,2.8986,13.304,7.256,4.5837,3.4322,0,0,0.0,0.0803,34,,0,0,0.0,0.1715,18,,0,0,0.0,0.2883,0,,0,0,0.635,0.8723,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.11,a_game_of_thrones,260,0.0,750.96,2.8883,2.626,16.046,6.538,3.6226,2.5672,0,0,0.0,0.0692,20,,0,0,0.0,0.1846,16,,0,0,0.0,0.3154,3,,0,1,0.9385,0.9885,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.12,a_game_of_thrones,303,0.0,953.73,3.1476,2.8154,14.611,7.093,5.844,4.5665,0,0,0.0,0.1023,10,,0,0,0.0,0.198,10,,0,0,0.0,0.3399,6,,0,0,0.571,0.9076,1,,0,1,0.9967,0.9967,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.14,a_game_of_thrones,270,0.0,885.35,3.2791,2.6037,15.355,7.127,4.5575,3.4086,0,0,0.0,0.0667,11,,0,0,0.0,0.1481,0,,0,0,0.0,0.2407,0,,0,0,0.5704,0.8556,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
