pair,prompt_id,s_safe,s_risky,requirement,ratio
Pleias-350M + mem. Pleias-350M,bookmia.01.36,3.6272,0.9686146615278064,2.658585338472194,0.7329580222960392
Pleias-350M + mem. Pleias-350M,bookmia.01.37,3.7338,1.2916461907605736,2.4421538092394264,0.6540665834376309
Pleias-350M + mem. Pleias-350M,bookmia.01.39,3.7905,0.2993257860795099,3.49117421392049,0.9210326378895898
Pleias-350M + mem. Pleias-350M,bookmia.01.41,3.8212,0.1670887338207719,3.6541112661792283,0.9562732299223354
Pleias-350M + mem. Pleias-350M,bookmia.01.42,3.3108,0.4150850697457668,2.895714930254233,0.8746269573076698
Pleias-350M + mem. Pleias-350M,bookmia.01.43,4.1502,0.8780621569380379,3.272137843061962,0.7884289535593374
Pleias-350M + mem. Pleias-350M,bookmia.01.44,3.9583,0.7004986411137678,3.257801358886232,0.8230304319748963
Pleias-350M + mem. Pleias-350M,bookmia.01.46,3.7116,0.2812054062486549,3.4303945937513447,0.9242360690137259
Pleias-350M + mem. Pleias-350M,bookmia.01.49,3.5904,0.31820212314976987,3.27219787685023,0.9113741858428671
Pleias-350M + mem. Pleias-350M,bookmia.01.51,3.5331,0.6286334015278707,2.9044665984721294,0.8220731364728225
Pleias-350M + mem. Pleias-350M,bookmia.01.52,3.2898,0.740135105024971,2.549664894975029,0.7750212459648091
Pleias-350M + mem. Pleias-350M,bookmia.01.58,3.3442,0.48759480062451693,2.856605199375483,0.8541968779903962
Pleias-350M + mem. Pleias-350M,bookmia.01.59,3.9626,0.738286596440076,3.224313403559924,0.8136863179629344
Pleias-350M + mem. Pleias-350M,bookmia.01.60,3.9685,0.733842646587499,3.2346573534125014,0.81508311790664
Pleias-350M + mem. Pleias-350M,bookmia.01.62,3.633,0.34316902645249503,3.289830973547505,0.9055411432831008
Pleias-350M + mem. Pleias-350M,bookmia.01.69,3.6375,0.09621186856055632,3.541288131439444,0.9735500017702938
Pleias-350M + mem. Pleias-350M,bookmia.01.71,3.6679,0.1679791225498334,3.4999208774501667,0.9542029165054027
Pleias-350M + mem. Pleias-350M,bookmia.01.73,3.5527,0.3485280969006142,3.204171903099386,0.9018976843244253
Pleias-350M + mem. Pleias-350M,bookmia.01.74,3.7727,0.800431727796018,2.9722682722039817,0.7878358396384504
Pleias-350M + mem. Pleias-350M,bookmia.01.75,3.6871,0.3740867229348541,3.3130132770651457,0.8985417474614591
Pleias-350M + mem. Pleias-350M,bookmia.01.76,3.5008,0.6790939509615614,2.8217060490384385,0.806017495726245
Pleias-350M + mem. Pleias-350M,bookmia.01.77,3.585,0.37569495878708253,3.2093050412129176,0.895203637716295
Pleias-350M + mem. Pleias-350M,bookmia.01.78,3.6438,0.4535184873023816,3.1902815126976187,0.8755369429435256
Pleias-350M + mem. Pleias-350M,bookmia.01.79,3.7432,0.5838566118324422,3.1593433881675574,0.8440220635198648
Pleias-350M + mem. Pleias-350M,bookmia.01.81,3.3842,0.06141006630068541,3.3227899336993145,0.9818538897521761
Pleias-350M + mem. Pleias-350M,bookmia.01.82,3.433,0.3070050459667145,3.125994954033285,0.9105723722788481
Pleias-350M + mem. Pleias-350M,bookmia.01.83,3.3825,1.7753790463348977,1.607120953665102,0.4751281459468152
Pleias-350M + mem. Pleias-350M,bookmia.01.87,3.6806,1.4761901303834422,2.204409869616558,0.5989267699876536
Pleias-350M + mem. Pleias-350M,bookmia.01.88,3.6414,0.5238873017581255,3.1175126982418746,0.8561302516180245
Pleias-350M + mem. Pleias-350M,bookmia.01.89,3.515,1.0294717660619188,2.4855282339380813,0.7071204079482449
Pleias-350M + mem. Pleias-350M,bookmia.01.90,3.3842,1.2802293787136017,2.1039706212863982,0.6217039835962408
Pleias-350M + mem. Pleias-350M,bookmia.01.97,3.0024,0.36316820605503963,2.6392317939449605,0.879040698755982
Pleias-350M + mem. Pleias-350M,bookmia.07.02,3.3926,0.8128249327330087,2.5797750672669912,0.7604123879228295
Pleias-350M + mem. Pleias-350M,bookmia.07.03,3.5828,0.7972900826937943,2.785509917306206,0.7774673208960048
Pleias-350M + mem. Pleias-350M,bookmia.07.04,3.9741,0.6782932237061137,3.2958067762938863,0.8293215511169538
Pleias-350M + mem. Pleias-350M,bookmia.07.05,3.841,1.1274517602871816,2.7135482397128188,0.7064692110681641
Pleias-350M + mem. Pleias-350M,bookmia.07.06,3.2441,0.0872227559410349,3.156877244058965,0.9731134194565412
Pleias-350M + mem. Pleias-350M,bookmia.07.07,3.5156,0.7298895607985525,2.7857104392014476,0.7923854930030286
Pleias-350M + mem. Pleias-350M,bookmia.07.08,3.1309,0.09687487928909883,3.034025120710901,0.9690584562620655
Pleias-350M + mem. Pleias-350M,bookmia.07.09,3.7129,0.3579472543308653,3.3549527456691344,0.9035936183762382
Pleias-350M + mem. Pleias-350M,bookmia.07.15,3.4463,0.07981513202987886,3.366484867970121,0.9768403412268581
Pleias-350M + mem. Pleias-350M,bookmia.07.16,3.6615,1.0091273847233349,2.6523726152766653,0.7243950881542169
Pleias-350M + mem. Pleias-350M,bookmia.07.17,3.5481,1.2247420939341775,2.323357906065822,0.6548174814875067
Pleias-350M + mem. Pleias-350M,bookmia.07.20,4.0405,0.4549016640854347,3.585598335914565,0.8874145120441939
Pleias-350M + mem. Pleias-350M,bookmia.07.24,3.2321,0.48424452058643763,2.7478554794135626,0.8501765042583962
Pleias-350M + mem. Pleias-350M,bookmia.07.25,4.0214,0.4145390007420619,3.606860999257938,0.8969167452275173
Pleias-350M + mem. Pleias-350M,bookmia.07.26,3.9331,0.6189301769000792,3.314169823099921,0.8426355350995196
Pleias-350M + mem. Pleias-350M,bookmia.07.28,3.464,0.17449849375656956,3.2895015062434303,0.9496251461441774
Pleias-350M + mem. Pleias-350M,bookmia.07.29,3.6856,0.3724219874395866,3.3131780125604133,0.898952141458762
Pleias-350M + mem. Pleias-350M,bookmia.07.30,3.7791,0.14115050482621222,3.637949495173788,0.9626497036791267
Pleias-350M + mem. Pleias-350M,bookmia.07.31,3.5749,0.28183856474371133,3.2930614352562886,0.9211618325705023
Pleias-350M + mem. Pleias-350M,bookmia.07.32,3.7076,0.34699368417501447,3.3606063158249855,0.9064101617825508
Pleias-350M + mem. Pleias-350M,bookmia.07.37,3.3731,0.046552001950223305,3.3265479980497767,0.9861990448103456
Pleias-350M + mem. Pleias-350M,bookmia.07.40,3.1877,0.4263593398624738,2.761340660137526,0.8662485993467158
Pleias-350M + mem. Pleias-350M,bookmia.07.41,3.6403,0.33032485567878034,3.3099751443212195,0.9092588919378127
Pleias-350M + mem. Pleias-350M,bookmia.07.43,3.5433,0.40079152815733543,3.1425084718426644,0.8868874980505925
Pleias-350M + mem. Pleias-350M,bookmia.07.44,3.5031,0.5573038332048339,2.9457961667951658,0.8409112405569827
Pleias-350M + mem. Pleias-350M,bookmia.07.47,3.6663,0.5579996099698188,3.1083003900301813,0.8478030684968991
Pleias-350M + mem. Pleias-350M,bookmia.07.49,3.3254,0.22561951335730845,3.0997804866426915,0.9321526693458506
Pleias-350M + mem. Pleias-350M,bookmia.07.53,3.2153,0.3598331889089766,2.8554668110910235,0.8880872114860272
Pleias-350M + mem. Pleias-350M,bookmia.07.54,3.5364,0.6559842332009772,2.8804157667990227,0.8145050805335999
Pleias-350M + mem. Pleias-350M,bookmia.07.55,3.2618,0.4187158723387365,2.8430841276612635,0.8716304272675405
Pleias-350M + mem. Pleias-350M,bookmia.07.56,3.2199,0.6295955926078777,2.5903044073921224,0.8044673460020877
Pleias-350M + mem. Pleias-350M,bookmia.07.57,3.9656,0.331615419158465,3.6339845808415348,0.9163769873011738
Pleias-350M + mem. Pleias-350M,bookmia.07.59,3.4197,0.530469597523432,2.889230402476568,0.8448783233840886
Pleias-350M + mem. Pleias-350M,bookmia.07.61,4.1749,0.6868340926199216,3.4880659073800784,0.8354848996095903
Pleias-350M + mem. Pleias-350M,bookmia.07.62,3.567,0.1933433983146029,3.373656601685397,0.9457966363009244
Pleias-350M + mem. Pleias-350M,bookmia.07.63,3.204,0.8172523084360994,2.386747691563901,0.7449274942459115
Pleias-350M + mem. Pleias-350M,bookmia.07.66,3.3149,0.2986915314384112,3.016208468561589,0.9098942558030676
Pleias-350M + mem. Pleias-350M,bookmia.07.70,3.4871,0.42017212004800547,3.0669278799519946,0.8795067190364471
Pleias-350M + mem. Pleias-350M,bookmia.07.72,3.1048,0.03712693834030496,3.067673061659695,0.9880420837605305
Pleias-350M + mem. Pleias-350M,bookmia.07.73,3.3764,2.13030856134084,1.24609143865916,0.3690591869029617
Pleias-350M + mem. Pleias-350M,bookmia.07.77,3.5,0.5006260786088627,2.9993739213911375,0.8569639775403249
Pleias-350M + mem. Pleias-350M,bookmia.07.80,3.7092,0.6974575746362012,3.0117424253637988,0.8119654980491208
