prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.51,a_game_of_thrones,0.75,0.2892,0.3679,0.25,53,0.3679,78,0.3491,74
bookmia.01.52,a_game_of_thrones,0.6812,0.2198,0.3382,0.0,18,0.3382,70,0.3382,70
bookmia.01.58,a_game_of_thrones,0.0,0.2566,0.3789,0.3789,72,0.3789,72,0.3789,72
bookmia.01.59,a_game_of_thrones,0.3615,0.2322,0.3474,0.3474,74,0.3474,74,0.3474,74
bookmia.01.60,a_game_of_thrones,0.0,0.2292,0.3125,0.3125,65,0.2981,62,0.2981,62
bookmia.01.62,a_game_of_thrones,0.6543,0.1368,0.2021,0.0,8,0.1755,31,0.1809,31
bookmia.01.69,a_game_of_thrones,0.4975,0.281,0.3582,0.3582,72,0.3582,72,0.3582,72
bookmia.01.71,a_game_of_thrones,0.0,0.2558,0.346,0.3128,66,0.3128,66,0.3128,66
bookmia.01.73,a_game_of_thrones,0.1925,0.2562,0.3474,0.1362,29,0.2958,61,0.3474,74
bookmia.01.74,a_game_of_thrones,0.0,0.2287,0.3608,0.1031,20,0.3608,70,0.3608,70
bookmia.01.75,a_game_of_thrones,0.1474,0.3326,0.4,0.3947,75,0.3947,75,0.3947,75
bookmia.01.76,a_game_of_thrones,0.0,0.256,0.3467,0.3467,69,0.2563,51,0.3467,69
bookmia.01.77,a_game_of_thrones,0.0,0.1968,0.327,0.109,23,0.327,69,0.3175,67
bookmia.01.78,a_game_of_thrones,0.768,0.2602,0.3711,0.366,71,0.2835,55,0.3454,67
bookmia.01.79,a_game_of_thrones,0.2982,0.2068,0.3257,0.3257,71,0.3257,71,0.3119,68
bookmia.01.81,a_game_of_thrones,0.2255,0.273,0.3529,0.201,41,0.3529,72,0.3284,67
bookmia.01.82,a_game_of_thrones,0.7799,0.3383,0.3732,0.3732,58,0.3732,78,0.3732,78
bookmia.01.83,a_game_of_thrones,0.7512,0.2908,0.3632,0.3234,65,0.3234,65,0.3632,71
bookmia.01.87,a_game_of_thrones,0.2991,0.2296,0.3131,0.271,58,0.3131,67,0.3131,67
bookmia.01.88,a_game_of_thrones,0.7385,0.2681,0.3744,0.3179,62,0.3744,73,0.3744,73
bookmia.01.89,a_game_of_thrones,0.7317,0.2231,0.3463,0.0,2,0.2146,44,0.3463,71
bookmia.01.90,a_game_of_thrones,0.3782,0.3651,0.4145,0.4145,80,0.4145,80,0.399,77
bookmia.01.97,a_game_of_thrones,0.0,0.3071,0.3757,0.3757,71,0.3757,71,0.3757,71
bookmia.07.02,casino_royale,0.803,0.2662,0.3645,0.1823,37,0.335,68,0.335,68
bookmia.07.03,casino_royale,0.5735,0.2511,0.3412,0.3412,72,0.3412,72,0.3365,71
bookmia.07.04,casino_royale,0.684,0.0235,0.1368,0.1368,29,0.1368,29,0.1368,29
bookmia.07.05,casino_royale,0.0,0.2755,0.3493,0.2201,46,0.3493,73,0.3493,73
bookmia.07.06,casino_royale,0.8154,0.3099,0.3897,0.3897,76,0.3897,76,0.3897,76
bookmia.07.07,casino_royale,0.1435,0.263,0.3241,0.3241,70,0.3241,70,0.2361,51
bookmia.07.08,casino_royale,0.0,0.0015,0.0966,0.0,1,0.0,3,0.0,13
bookmia.07.09,casino_royale,0.7799,0.2282,0.3541,0.3206,67,0.3206,67,0.3206,67
bookmia.07.15,casino_royale,0.7897,0.2674,0.3505,0.2383,51,0.3505,75,0.3224,69
bookmia.07.16,casino_royale,0.7767,0.3394,0.3953,0.1395,30,0.3953,85,0.3953,85
bookmia.07.17,casino_royale,0.302,0.2859,0.3861,0.3861,78,0.3861,78,0.3861,78
bookmia.07.20,casino_royale,0.5681,0.2436,0.3427,0.3427,73,0.3427,73,0.3052,65
bookmia.07.24,casino_royale,0.5959,0.2521,0.3731,0.3731,72,0.3731,72,0.3679,71
bookmia.07.25,casino_royale,0.743,0.2181,0.3458,0.0,10,0.3411,73,0.3084,66
bookmia.07.26,casino_royale,0.2009,0.2424,0.3364,0.0,10,0.3364,72,0.285,61
bookmia.07.28,casino_royale,0.493,0.2731,0.3581,0.0,11,0.2698,58,0.3163,61
bookmia.07.29,casino_royale,0.1866,0.3279,0.378,0.378,79,0.378,79,0.378,79
bookmia.07.30,casino_royale,0.1238,0.2807,0.3911,0.3911,79,0.3911,79,0.3713,75
bookmia.07.31,casino_royale,0.1359,0.2577,0.3447,0.3398,70,0.3447,71,0.3447,71
bookmia.07.32,casino_royale,0.0,0.3211,0.3654,0.3654,76,0.3654,76,0.3558,74
bookmia.07.37,casino_royale,0.0,0.2473,0.3349,0.2925,62,0.2925,62,0.3255,66
bookmia.07.40,casino_royale,0.7474,0.2686,0.3814,0.1959,38,0.3814,74,0.3814,74
bookmia.07.41,casino_royale,0.1019,0.2762,0.3835,0.2621,54,0.3592,74,0.3495,72
bookmia.07.43,casino_royale,0.7725,0.3113,0.4021,0.0,2,0.4021,76,0.3915,74
bookmia.07.44,casino_royale,0.7048,0.1835,0.3571,0.1381,29,0.3571,75,0.3571,75
bookmia.07.47,casino_royale,0.4569,0.2561,0.3503,0.3503,69,0.3503,69,0.3503,69
bookmia.07.49,casino_royale,0.0,0.2705,0.3636,0.3636,76,0.3636,76,0.2967,62
bookmia.07.53,casino_royale,0.75,0.2955,0.3396,0.3396,72,0.3302,68,0.3396,72
bookmia.07.54,casino_royale,0.7854,0.2153,0.3242,0.242,51,0.242,51,0.2603,57
bookmia.07.55,casino_royale,0.2598,0.3465,0.3922,0.3922,80,0.3922,80,0.3922,80
bookmia.07.56,casino_royale,0.7612,0.2746,0.3383,0.3383,68,0.3383,68,0.3383,68
bookmia.07.57,casino_royale,0.7295,0.305,0.3623,0.3623,75,0.3623,75,0.3623,75
bookmia.07.59,casino_royale,0.5837,0.274,0.3348,0.3122,69,0.3213,71,0.3032,67
bookmia.07.61,casino_royale,0.0,0.2491,0.3333,0.3333,67,0.3333,67,0.2985,60
bookmia.07.62,casino_royale,0.4524,0.3083,0.3429,0.3429,72,0.319,67,0.3429,72
bookmia.07.63,casino_royale,0.2222,0.2633,0.3889,0.1111,22,0.3636,72,0.3636,72
bookmia.07.66,casino_royale,0.2817,0.2539,0.3474,0.3474,74,0.3427,73,0.3427,73
bookmia.07.70,casino_royale,0.2245,0.2843,0.3673,0.3673,72,0.3673,72,0.3673,72
bookmia.07.72,casino_royale,0.7704,0.2899,0.3673,0.3673,72,0.3673,72,0.3265,64
bookmia.07.73,casino_royale,0.8107,0.3236,0.3689,0.3689,76,0.3689,76,0.3689,76
bookmia.07.77,casino_royale,0.1699,0.2643,0.3544,0.3544,73,0.3544,73,0.335,65
bookmia.07.80,casino_royale,0.7756,0.2907,0.3707,0.3707,39,0.3707,76,0.3707,76
