prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,k_crit,k_crit_eta,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,524,0.0,1081.65,2.0642,2.5637,12.948,6.104,7.5052,6.0615,0,0,0.0,0.3454,3,,0,0,0.0,0.4847,3,,0,0,0.0,0.5992,3,,0,0,0.9905,0.9943,2,,0,0,0.9962,0.9962,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,578,0.0,1184.02,2.0485,2.6033,13.636,5.888,3.296,2.2733,0,0,0.0,0.3754,0,,0,0,0.0,0.5035,0,,0,0,0.0,0.6125,0,,0,1,0.9931,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,522,0.0,1210.52,2.319,2.646,12.408,6.208,5.402,4.1687,0,0,0.0,0.2931,15,,0,0,0.0,0.4483,1,,0,0,0.0,0.5498,1,,0,0,0.9617,0.9866,1,,0,1,0.9981,0.9981,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,580,0.0,1328.15,2.2899,2.8584,18.836,6.679,3.9486,2.8606,0,0,0.0,0.3621,1,,0,0,0.0,0.4569,1,,0,0,0.0,0.5776,1,,0,1,0.9914,0.9966,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,591,0.0,1347.43,2.2799,2.7663,13.048,6.629,2.7007,1.7375,0,0,0.0,0.3418,1,,0,0,0.0,0.4805,0,,0,0,0.0,0.5871,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,595,0.0,1338.81,2.2501,2.8392,16.175,6.382,3.1187,2.1137,0,0,0.0,0.363,1,,0,0,0.0,0.4807,1,,0,0,0.0,0.5916,1,,0,1,0.9798,0.9966,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,601,0.0,1261.2,2.0985,2.6621,13.087,6.293,3.4019,2.3685,0,0,0.0,0.386,0,,0,0,0.0,0.5075,0,,0,0,0.0,0.6173,0,,0,1,0.9967,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,605,0.0,1426.53,2.3579,2.8956,14.089,6.84,2.8519,1.8735,0,0,0.0,0.3091,1,,0,0,0.0,0.4496,1,,0,0,0.0,0.5636,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,612,0.0,1585.76,2.5911,3.0807,13.559,7.39,4.2651,3.1454,0,0,0.0,0.3235,4,,0,0,0.0,0.4477,0,,0,0,0.0,0.5392,0,,0,0,0.9967,0.9984,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,649,0.0,1656.73,2.5527,3.1162,14.821,7.231,4.4419,3.3046,0,0,0.0,0.3159,15,,0,0,0.0,0.453,12,,0,0,0.057,0.5593,1,,0,0,0.9414,0.9831,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
