gen_dir,target_model,anchor_model,n_prompts,mean_words,empty_frac,n_empty,mean_words_nonempty,median_words_nonempty,empty_neutral,n_neutral,empty_creative,n_creative,empty_factual,n_factual
output/phase5/sel_kl3m17bhb_64,alea-institute/kl3m-003-1.7b,alea-institute/kl3m-003-1.7b,500,70.554,0.0,0,70.554,73.0,0,200,0,150,0,150
