prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,19,0.0,2,0.1187
bookmia.00.26,tokenswap,1984,17,0.0,14,0.1984
bookmia.00.31,tokenswap,1984,18,0.0,2,0.1124
bookmia.00.40,tokenswap,1984,11,0.0,2,0.1064
bookmia.00.46,tokenswap,1984,21,0.0,6,0.158
bookmia.00.48,tokenswap,1984,13,0.0,17,0.2974
bookmia.00.64,tokenswap,1984,9,0.0,4,0.1495
bookmia.00.71,tokenswap,1984,16,0.0,8,0.173
bookmia.01.00,tokenswap,a_game_of_thrones,9,0.0,9,0.1989
bookmia.01.01,tokenswap,a_game_of_thrones,10,0.2385,28,0.4384
bookmia.01.02,tokenswap,a_game_of_thrones,17,0.1364,27,0.2667
bookmia.01.03,tokenswap,a_game_of_thrones,14,0.0,2,0.1034
bookmia.01.04,tokenswap,a_game_of_thrones,22,0.0,10,0.1854
bookmia.01.07,tokenswap,a_game_of_thrones,9,0.1033,22,0.2595
bookmia.01.10,tokenswap,a_game_of_thrones,16,0.0,5,0.1393
bookmia.01.11,tokenswap,a_game_of_thrones,18,0.0,13,0.2125
bookmia.01.12,tokenswap,a_game_of_thrones,26,0.0,2,0.1345
bookmia.01.14,tokenswap,a_game_of_thrones,18,0.2111,22,0.3438
bookmia.01.20,tokenswap,a_game_of_thrones,21,0.0,10,0.1894
bookmia.01.22,tokenswap,a_game_of_thrones,17,0.0,3,0.1521
bookmia.01.23,tokenswap,a_game_of_thrones,16,0.0,2,0.1088
bookmia.01.26,tokenswap,a_game_of_thrones,6,0.0,5,0.184
bookmia.01.27,tokenswap,a_game_of_thrones,18,0.0,16,0.2081
bookmia.01.31,tokenswap,a_game_of_thrones,26,0.0,15,0.1961
bookmia.01.32,tokenswap,a_game_of_thrones,23,0.0,2,0.1307
bookmia.01.33,tokenswap,a_game_of_thrones,24,0.0,16,0.1988
bookmia.01.36,tokenswap,a_game_of_thrones,26,0.0,17,0.2337
bookmia.01.37,tokenswap,a_game_of_thrones,16,0.0,9,0.2419
bookmia.01.39,tokenswap,a_game_of_thrones,16,0.0,16,0.2396
