prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,s_first,k_crit,k_crit_eta,k_crit_argmax,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,524,0.0,1123.46,2.144,2.6494,13.944,6.139,5.284,8.5739,7.0233,1,0,0,0.0,0.3511,3,,0,0,0.0,0.4809,3,,0,0,0.0,0.5973,3,,0,0,0.9905,0.9943,2,,0,0,0.9962,0.9962,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,578,0.0,1273.42,2.2031,2.794,14.93,6.291,0.04,3.8169,2.742,3,0,0,0.0,0.3772,0,,0,0,0.0,0.4896,0,,0,0,0.0,0.5986,0,,0,1,0.9931,0.9965,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,522,0.0,1259.48,2.4128,2.7534,13.462,6.417,4.438,4.4377,3.3008,0,0,0,0.0,0.2854,1,,0,0,0.0,0.4272,1,,0,0,0.0,0.546,1,,0,0,0.9655,0.9904,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,580,0.0,1446.95,2.4947,3.0669,16.434,7.395,1.739,4.5081,3.3641,3,0,0,0.0,0.3586,1,,0,0,0.0,0.4621,1,,0,0,0.0,0.5655,1,,0,0,0.9914,0.9948,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,591,0.0,1399.29,2.3677,2.9009,14.982,6.803,0.659,3.0865,2.0847,78,0,0,0.0,0.3519,1,,0,0,0.0,0.4721,1,,0,0,0.0,0.5821,0,,0,1,0.956,0.9932,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,595,0.0,1405.88,2.3628,2.9867,16.6,7.094,2.951,3.0306,2.0344,23,0,0,0.0,0.3647,1,,0,0,0.0,0.4655,1,,0,0,0.0,0.5832,1,,0,1,0.9597,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,601,0.0,1326.1,2.2065,2.7612,11.989,6.616,0.043,2.8551,1.8764,1,0,0,0.0,0.3611,0,,0,0,0.0,0.4975,0,,0,0,0.0,0.6023,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,605,0.0,1550.94,2.5635,3.1689,18.878,7.386,1.71,3.694,2.6315,2,0,0,0.0,0.3107,6,,0,0,0.0,0.4281,1,,0,0,0.0,0.5504,1,,0,1,0.9471,0.9934,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,612,0.0,1647.87,2.6926,3.1606,14.296,7.948,0.041,4.0715,2.9712,1,0,0,0.0,0.3056,0,,0,0,0.0,0.4608,0,,0,0,0.0,0.5278,0,,0,1,0.9967,0.9984,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,649,0.0,1737.47,2.6771,3.2051,15.67,7.61,2.34,5.1985,3.9855,10,0,0,0.0,0.302,15,,0,0,0.0,0.4407,12,,0,0,0.0,0.5316,1,,0,0,0.9276,0.9723,0,,0,1,0.9831,0.9969,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
