gen_dir,target_model,anchor_model,n_prompts,mean_words,empty_frac,n_empty,mean_words_nonempty,median_words_nonempty,empty_neutral,n_neutral,empty_creative,n_creative,empty_factual,n_factual
output/phase5/sel_tc18bsp_64,jacquelinehe/tinycomma-1.8b-llama3-tokenizer,jacquelinehe/tinycomma-1.8b-llama3-tokenizer,500,72.1,0.048,24,75.7353,65.5,22,200,2,150,0,150
