prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.07.29,casino_royale,0.1866,0.3539,0.31,0.5024,0.6667,0,244,0.244,51,0.4127,0.244,0.4127,0.5024,81,0.6667,0.5024,0.6667,0.5024,81,0.6667,0.5024,0.6667,0.5024,81,0.6667,0.5024,0.6667
bookmia.07.30,casino_royale,0.1238,0.2278,0.2641,0.5545,0.7134,0,246,0.2079,42,0.3709,0.2079,0.3709,0.4653,94,0.6387,0.4653,0.6387,0.4653,94,0.6387,0.4653,0.6408,0.5545,112,0.7134,0.5545,0.7134
bookmia.07.31,casino_royale,0.1359,0.27,0.2586,0.4757,0.6426,0,184,0.4757,98,0.6426,0.4757,0.6426,0.4757,98,0.6426,0.4757,0.6426,0.4757,98,0.6426,0.4757,0.6426,0.4757,98,0.6426,0.4757,0.6426
bookmia.07.32,casino_royale,0.0,0.1644,0.0346,0.1394,0.3459,0,68,0.0,2,0.1661,0.0,0.1661,0.1394,29,0.3067,0.1394,0.3067,0.1394,29,0.2763,0.1394,0.32,0.1394,29,0.3459,0.1394,0.3459
bookmia.07.37,casino_royale,0.0,0.2043,0.0347,0.4764,0.6433,0,30,0.4764,101,0.6433,0.4764,0.6433,0.4764,101,0.6433,0.4764,0.6433,0.4764,101,0.6433,0.4764,0.6433,0.4764,101,0.6433,0.4764,0.6433
bookmia.07.40,casino_royale,0.7474,0.8324,0.2409,0.5258,0.6869,0,159,0.5206,101,0.6824,0.5206,0.6824,0.5206,101,0.6824,0.5206,0.6824,0.5206,101,0.6824,0.5258,0.6824,0.5206,101,0.6869,0.5258,0.6869
bookmia.07.41,casino_royale,0.1019,0.2681,0.0154,0.4903,0.658,0,11,0.0,2,0.1333,0.0,0.1333,0.4903,101,0.658,0.4903,0.658,0.4903,101,0.658,0.4903,0.658,0.4903,101,0.658,0.4903,0.658
bookmia.07.43,casino_royale,0.7725,0.8406,0.3362,0.5714,0.7273,0,225,0.4497,85,0.587,0.4497,0.587,0.4497,85,0.6007,0.4497,0.6007,0.5714,108,0.7273,0.5714,0.7273,0.5714,108,0.7273,0.5714,0.7273
bookmia.07.44,casino_royale,0.7048,0.8495,0.2253,0.5048,0.6751,0,233,0.1762,34,0.3333,0.1762,0.3333,0.419,88,0.6226,0.419,0.6226,0.5048,106,0.6751,0.5048,0.6751,0.5048,106,0.6751,0.5048,0.6751
bookmia.07.47,casino_royale,0.4569,0.5665,0.1966,0.4518,0.6345,0,192,0.1269,25,0.2649,0.1269,0.2649,0.4416,87,0.6127,0.4416,0.6127,0.4416,87,0.6127,0.4416,0.6345,0.4416,87,0.6127,0.4518,0.6345
bookmia.07.49,casino_royale,0.0,0.2122,0.0108,0.378,0.6178,0,17,0.0,6,0.1753,0.0,0.1753,0.1148,15,0.3072,0.1148,0.3107,0.378,63,0.5833,0.378,0.5833,0.378,63,0.6178,0.378,0.6178
bookmia.07.53,casino_royale,0.75,0.8548,0.3647,0.4481,0.6169,0,234,0.3491,74,0.5372,0.3491,0.5372,0.4481,95,0.6169,0.4481,0.6169,0.4481,95,0.6169,0.4481,0.6169,0.4481,95,0.6169,0.4481,0.6169
bookmia.07.54,casino_royale,0.7854,0.8798,0.0626,0.5068,0.6585,0,45,0.411,79,0.5662,0.411,0.5662,0.411,79,0.5662,0.411,0.5662,0.4932,85,0.6585,0.4932,0.6585,0.4932,85,0.6585,0.5068,0.6585
bookmia.07.55,casino_royale,0.2598,0.3794,0.2192,0.598,0.7446,0,136,0.0,11,0.2006,0.0,0.2006,0.5931,109,0.7385,0.5931,0.7385,0.5931,109,0.7385,0.598,0.7423,0.5931,109,0.7385,0.598,0.7446
bookmia.07.56,casino_royale,0.7612,0.8366,0.4108,0.5274,0.6883,0,235,0.3831,77,0.6118,0.3831,0.6118,0.5274,106,0.6883,0.5274,0.6883,0.5274,106,0.6883,0.5274,0.6883,0.5274,106,0.6883,0.5274,0.6883
