prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1
bookmia.17.41,harry_potter_and_the_sorcerer's_stone,0.0,0.1648,0.0,0.0,0.1075,0,0,0.0,2,0.1075,0.0,0.1075
bookmia.17.42,harry_potter_and_the_sorcerer's_stone,0.0,0.1306,0.0,0.0,0.0667,0,0,0.0,2,0.0667,0.0,0.0667
bookmia.17.45,harry_potter_and_the_sorcerer's_stone,0.0,0.1235,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
bookmia.17.49,harry_potter_and_the_sorcerer's_stone,0.0,0.0988,0.0,0.0,0.0922,0,0,0.0,1,0.0922,0.0,0.0922
bookmia.17.51,harry_potter_and_the_sorcerer's_stone,0.0,0.1296,0.0,0.0,0.08,0,0,0.0,1,0.08,0.0,0.08
bookmia.17.55,harry_potter_and_the_sorcerer's_stone,0.0,0.1059,0.0,0.0,0.1014,0,0,0.0,2,0.1014,0.0,0.1014
bookmia.17.58,harry_potter_and_the_sorcerer's_stone,0.0991,0.2065,0.0,0.0,0.1075,0,0,0.0,2,0.1075,0.0,0.1075
bookmia.17.62,harry_potter_and_the_sorcerer's_stone,0.0,0.071,0.0,0.0,0.095,0,0,0.0,2,0.095,0.0,0.095
bookmia.17.64,harry_potter_and_the_sorcerer's_stone,0.0,0.0893,0.0,0.0,0.0841,0,0,0.0,2,0.0841,0.0,0.0841
bookmia.17.65,harry_potter_and_the_sorcerer's_stone,0.0,0.0941,0.0,0.0,0.1114,0,0,0.0,2,0.1114,0.0,0.1114
bookmia.17.66,harry_potter_and_the_sorcerer's_stone,0.0,0.1221,0.0,0.0,0.1167,0,0,0.0,2,0.1167,0.0,0.1167
bookmia.17.67,harry_potter_and_the_sorcerer's_stone,0.0,0.1326,0.0,0.0,0.1254,0,0,0.0,2,0.1254,0.0,0.1254
bookmia.17.68,harry_potter_and_the_sorcerer's_stone,0.0,0.1236,0.0,0.0,0.1124,0,0,0.0,2,0.1124,0.0,0.1124
bookmia.17.69,harry_potter_and_the_sorcerer's_stone,0.0,0.1744,0.0,0.0,0.1138,0,0,0.0,2,0.1138,0.0,0.1138
bookmia.17.73,harry_potter_and_the_sorcerer's_stone,0.0,0.1101,0.0,0.0,0.0809,0,0,0.0,2,0.0809,0.0,0.0809
bookmia.17.76,harry_potter_and_the_sorcerer's_stone,0.0,0.1416,0.0,0.0,0.0822,0,0,0.0,2,0.0822,0.0,0.0822
bookmia.17.77,harry_potter_and_the_sorcerer's_stone,0.0,0.1128,0.0,0.0,0.1024,0,0,0.0,2,0.1024,0.0,0.1024
bookmia.17.79,harry_potter_and_the_sorcerer's_stone,0.0,0.0958,0.0,0.0,0.1157,0,0,0.0,2,0.1157,0.0,0.1157
bookmia.17.80,harry_potter_and_the_sorcerer's_stone,0.0,0.1173,0.0,0.0,0.0939,0,0,0.0,2,0.0939,0.0,0.0939
bookmia.17.82,harry_potter_and_the_sorcerer's_stone,0.0,0.0904,0.0,0.0,0.0419,0,0,0.0,1,0.0419,0.0,0.0419
bookmia.17.84,harry_potter_and_the_sorcerer's_stone,0.0,0.129,0.0,0.0,0.1128,0,0,0.0,2,0.1128,0.0,0.1128
bookmia.17.85,harry_potter_and_the_sorcerer's_stone,0.0,0.0878,0.0,0.0,0.1022,0,0,0.0,2,0.1022,0.0,0.1022
bookmia.17.86,harry_potter_and_the_sorcerer's_stone,0.0,0.1,0.0,0.0,0.0654,0,0,0.0,2,0.0654,0.0,0.0654
bookmia.17.88,harry_potter_and_the_sorcerer's_stone,0.0,0.1015,0.0,0.0,0.1068,0,0,0.0,2,0.1068,0.0,0.1068
bookmia.17.89,harry_potter_and_the_sorcerer's_stone,0.0,0.1377,0.0,0.0,0.1221,0,0,0.0,3,0.1221,0.0,0.1221
bookmia.17.91,harry_potter_and_the_sorcerer's_stone,0.0,0.1053,0.0,0.0,0.0955,0,0,0.0,2,0.0955,0.0,0.0955
bookmia.17.94,harry_potter_and_the_sorcerer's_stone,0.0,0.1128,0.0,0.0,0.1068,0,0,0.0,3,0.1068,0.0,0.1068
bookmia.17.95,harry_potter_and_the_sorcerer's_stone,0.0,0.1152,0.0,0.0,0.0836,0,0,0.0,2,0.0836,0.0,0.0836
bookmia.17.97,harry_potter_and_the_sorcerer's_stone,0.0,0.118,0.0,0.0,0.0952,0,0,0.0,2,0.0952,0.0,0.0952
bookmia.17.98,harry_potter_and_the_sorcerer's_stone,0.0,0.0687,0.0,0.0,0.0635,0,0,0.0,1,0.0635,0.0,0.0635
