judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,500,0.292,0.261,0.325,0.0,0.0,0.0,70.5,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,500,0.296,0.265,0.329,0.004,-0.023,0.033,71.0,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,500,0.316,0.284,0.349,0.024,-0.009,0.059,69.0,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,500,0.315,0.281,0.35,0.023,-0.014,0.061,68.7,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),16,1.8351,500,0.318,0.285,0.351,0.026,-0.012,0.065,68.9,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),32,2.497,500,0.335,0.303,0.368,0.043,0.002,0.082,63.3,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),64,3.1745,500,0.38,0.346,0.414,0.088,0.05,0.127,56.9,0.9643
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),1,0.0,500,0.224,0.188,0.26,0.0,0.0,0.0,70.5,0.8571
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),2,0.1931,500,0.199,0.162,0.236,-0.025,-0.054,0.004,71.0,0.8571
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),4,0.6363,500,0.253,0.215,0.291,0.029,-0.01,0.067,69.0,0.8571
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),8,1.2044,500,0.239,0.202,0.275,0.015,-0.024,0.056,68.7,0.8571
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),16,1.8351,500,0.245,0.207,0.286,0.021,-0.02,0.062,68.9,0.8571
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),32,2.497,500,0.269,0.23,0.309,0.045,0.002,0.089,63.3,0.8571
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),64,3.1745,500,0.298,0.259,0.341,0.074,0.032,0.116,56.9,0.8571
