judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,805,0.318,0.2925,0.3453,0.0,0.0,0.0,91.5,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,805,0.3193,0.2925,0.346,0.0012,-0.0211,0.0248,86.6,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,805,0.3373,0.3112,0.364,0.0193,-0.0068,0.0472,85.2,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,805,0.3528,0.3267,0.3801,0.0348,0.0043,0.0665,79.7,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),16,1.8351,805,0.3683,0.3429,0.3944,0.0503,0.018,0.0832,75.3,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),32,2.497,805,0.3708,0.3441,0.3969,0.0528,0.0199,0.0851,78.8,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),64,3.1745,805,0.3994,0.3708,0.4267,0.0814,0.046,0.1168,79.2,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),128,3.8598,805,0.3975,0.3702,0.4273,0.0795,0.046,0.1149,78.4,0.9833
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),256,4.5491,805,0.4255,0.3975,0.4553,0.1075,0.0739,0.1398,79.5,0.9833
